"land","name","area_km2","pop_tot","pop_male","pop_female","pop_density_km2","zip","lon","lat","ags","year","east","unem_tot","unem_foreigner","unem_capita"
"01","Flensburg, Stadt",56.74,85942,42767,43175,1515,"24937",9.43751,54.78252,"01001000",2015,0,4870,602,0.0566661236647972
"01","Kiel, Landeshauptstadt",118.65,246306,119835,126471,2076,"24103",10.13727,54.321775,"01002000",2015,0,13022,2665,0.0528691952286993
"01","Lübeck, Hansestadt",214.21,216253,103683,112570,1010,"23539",10.683932,53.866269,"01003000",2015,0,10858,1797,0.050209708073414
"01","Neumünster, Stadt",71.63,79197,39118,40079,1106,"24534",9.988422,54.069895,"01004000",2015,0,4200,694,0.0530323118299936
"01","Brunsbüttel, Stadt",65.23,12740,6430,6310,195,"25541",9.126939,53.896665,"01051011",2015,0,497,48,0.039010989010989
"01","Heide, Stadt",31.97,21422,10125,11297,670,"25746",9.095401,54.195834,"01051044",2015,0,1168,169,0.0545233871720661
"01","Averlak",9.07,584,303,281,64,"25715",9.182663,53.941154,"01051003",2015,0,15,1,0.0256849315068493
"01","Brickeln",6.07,204,103,101,34,"25712",9.221166,54.00849,"01051010",2015,0,8,NA,0.0392156862745098
"01","Buchholz",14.56,997,503,494,68,"25712",9.223594,53.987198,"01051012",2015,0,24,NA,0.0240722166499498
"01","Burg (Dithmarschen)",11.23,4147,2030,2117,369,"25712",9.258097,53.995937,"01051016",2015,0,194,15,0.0467808054014951
"01","Dingen",7.02,615,312,303,88,"25715",9.125804,53.960888,"01051022",2015,0,16,1,0.0260162601626016
"01","Eddelak",9.21,1360,663,697,148,"25715",9.137789,53.945505,"01051024",2015,0,36,2,0.0264705882352941
"01","Eggstedt",12.79,753,380,373,59,"25721",9.25927,54.054535,"01051026",2015,0,25,1,0.0332005312084993
"01","Frestedt",10.32,363,185,178,35,"25727",9.175759,54.023639,"01051032",2015,0,7,NA,0.0192837465564738
"01","Großenrade",10.4,483,240,243,46,"25712",9.223436,54.022051,"01051037",2015,0,18,0,0.0372670807453416
"01","Hochdonn",5.46,1147,564,583,210,"25712",9.29316,54.019565,"01051051",2015,0,42,2,0.036617262423714
"01","Kuden",11.37,631,328,303,55,"25712",9.192822,53.967853,"01051064",2015,0,18,0,0.0285261489698891
"01","Quickborn",6.95,184,90,94,26,"25712",9.206619,54.009975,"01051089",2015,0,4,0,0.0217391304347826
"01","Sankt Michaelisdonn",23.06,3432,1696,1736,149,"25693",9.122148,53.994438,"01051097",2015,0,108,6,0.0314685314685315
"01","Süderhastedt",15.74,829,404,425,53,"25727",9.20886,54.04991,"01051110",2015,0,22,NA,0.0265379975874548
"01","Diekhusen-Fahrstedt",7.46,741,375,366,99,"25709",9.028338,53.942365,"01051021",2015,0,14,0,0.0188933873144399
"01","Friedrichskoog",53.35,2565,1298,1267,48,"25718",8.89741,54.013926,"01051034",2015,0,69,4,0.0269005847953216
"01","Helse",11.44,868,440,428,76,"25709",9.010226,53.977556,"01051046",2015,0,16,0,0.0184331797235023
"01","Kaiser-Wilhelm-Koog",13.06,338,176,162,26,"25709",8.926364,53.942933,"01051057",2015,0,9,NA,0.0266272189349112
"01","Kronprinzenkoog",28.85,814,414,400,28,"25709",8.964498,53.971709,"01051062",2015,0,26,1,0.0319410319410319
"01","Marne, Stadt",4.83,5690,2696,2994,1178,"25709",9.008761,53.953695,"01051072",2015,0,203,14,0.035676625659051
"01","Marnerdeich",1.31,386,207,179,295,"25709",8.983369,53.94846,"01051073",2015,0,15,1,0.038860103626943
"01","Neufeld",10.41,602,307,295,58,"25724",9.019046,53.907224,"01051076",2015,0,16,1,0.026578073089701
"01","Neufelderkoog",9.76,121,64,57,12,"25724",8.968891,53.906887,"01051077",2015,0,2,NA,0.0165289256198347
"01","Ramhusen",4.8,156,79,77,33,"25715",9.090658,53.941207,"01051090",2015,0,1,0,0.00641025641025641
"01","Schmedeswurth",5.91,190,100,90,32,"25724",9.040335,53.926172,"01051103",2015,0,5,0,0.0263157894736842
"01","Trennewurth",7.79,250,139,111,32,"25693",9.02715,54.000216,"01051118",2015,0,6,0,0.024
"01","Volsemenhusen",16.78,348,187,161,21,"25693",9.065625,53.967901,"01051119",2015,0,8,0,0.0229885057471264
"01","Barkenholm",5.11,168,90,78,33,"25791",9.174339,54.237387,"01051005",2015,0,3,NA,0.0178571428571429
"01","Bergewöhrden",2.64,35,15,20,13,"25779",9.209426,54.318469,"01051008",2015,0,NA,NA,NA
"01","Dellstedt",21.77,746,392,354,34,"25786",9.369143,54.237892,"01051019",2015,0,20,1,0.0268096514745308
"01","Delve",15.84,685,344,341,43,"25788",9.252365,54.303978,"01051020",2015,0,19,2,0.0277372262773723
"01","Dörpling",7.82,609,311,298,78,"25794",9.301925,54.260654,"01051023",2015,0,16,1,0.0262725779967159
"01","Fedderingen",9.69,275,135,140,28,"25779",9.132642,54.281144,"01051030",2015,0,5,NA,0.0181818181818182
"01","Gaushorn",6.45,179,86,93,28,"25782",9.225318,54.194896,"01051035",2015,0,7,0,0.0391061452513966
"01","Glüsing",4.69,116,60,56,25,"25779",9.216421,54.274547,"01051036",2015,0,5,NA,0.0431034482758621
"01","Groven",7.9,87,53,34,11,"25774",8.989147,54.300165,"01051038",2015,0,1,NA,0.0114942528735632
"01","Hemme",16.53,514,277,237,31,"25774",9.010966,54.28021,"01051047",2015,0,19,2,0.0369649805447471
"01","Hennstedt",21.93,1949,977,972,89,"25779",9.168248,54.283636,"01051049",2015,0,64,4,0.0328373524884556
"01","Hövede",2.94,60,29,31,20,"25782",9.293409,54.243806,"01051052",2015,0,2,NA,0.0333333333333333
"01","Hollingstedt",9.74,303,149,154,31,"25788",9.226797,54.290548,"01051053",2015,0,12,1,0.0396039603960396
"01","Karolinenkoog",17.55,146,81,65,8,"25774",8.965425,54.292379,"01051058",2015,0,5,1,0.0342465753424658
"01","Kleve",12.81,427,216,211,33,"25779",9.123185,54.295634,"01051060",2015,0,12,NA,0.0281030444964871
"01","Krempel",4.83,597,301,296,124,"25774",9.027607,54.320019,"01051061",2015,0,30,1,0.050251256281407
"01","Lehe",18.63,1060,520,540,57,"25774",9.025334,54.344168,"01051065",2015,0,27,1,0.0254716981132075
"01","Linden",11.62,846,427,419,73,"25791",9.182428,54.252623,"01051068",2015,0,18,1,0.0212765957446809
"01","Lunden",4.65,1667,859,808,358,"25774",9.024249,54.330568,"01051071",2015,0,112,8,0.0671865626874625
"01","Norderheistedt",4.33,150,75,75,35,"25779",9.146139,54.245331,"01051080",2015,0,7,1,0.0466666666666667
"01","Pahlen",10.8,1196,600,596,111,"25794",9.296387,54.267813,"01051088",2015,0,41,1,0.0342809364548495
"01","Rehm-Flehde-Bargen",14.62,522,260,262,36,"25776",9.038383,54.291775,"01051092",2015,0,16,1,0.0306513409961686
"01","Sankt Annen",14.89,322,169,153,22,"25776",9.07975,54.345413,"01051096",2015,0,9,0,0.0279503105590062
"01","Schalkholz",12.5,586,294,292,47,"25782",9.257028,54.246244,"01051100",2015,0,20,0,0.0341296928327645
"01","Schlichting",12.5,252,133,119,20,"25779",9.089378,54.31014,"01051102",2015,0,8,2,0.0317460317460317
"01","Tellingstedt",21.1,2658,1306,1352,126,"25782",9.281893,54.219968,"01051114",2015,0,75,4,0.0282167042889391
"01","Tielenhemme",12.71,171,85,86,13,"25794",9.378654,54.269463,"01051117",2015,0,5,NA,0.0292397660818713
"01","Wallen",1.86,40,18,22,22,"25788",9.269538,54.2845,"01051120",2015,0,0,NA,0
"01","Welmbüttel",7.6,429,212,217,56,"25782",9.246826,54.196873,"01051125",2015,0,21,3,0.048951048951049
"01","Westerborstel",4.14,106,47,59,26,"25782",9.260601,54.220136,"01051131",2015,0,3,0,0.0283018867924528
"01","Wiemerstedt",5.08,160,77,83,31,"25779",9.111231,54.269297,"01051133",2015,0,6,NA,0.0375
"01","Wrohm",11.45,704,379,325,61,"25799",9.379505,54.212642,"01051136",2015,0,19,0,0.0269886363636364
"01","Süderdorf",16.21,354,177,177,22,"25782",9.343789,54.207468,"01051139",2015,0,3,NA,0.00847457627118644
"01","Süderheistedt",8.44,566,281,285,67,"25779",9.148463,54.23483,"01051141",2015,0,14,0,0.0247349823321555
"01","Hemmingstedt",16.01,2833,1409,1424,177,"25770",9.073156,54.14876,"01051048",2015,0,95,10,0.0335333568655136
"01","Lieth",4.66,380,176,204,82,"25770",9.060773,54.15531,"01051067",2015,0,12,0,0.0315789473684211
"01","Lohe-Rickelshof",5.39,2096,997,1099,389,"25746",9.065769,54.187792,"01051069",2015,0,47,1,0.0224236641221374
"01","Neuenkirchen",25.14,993,522,471,39,"25792",8.988145,54.235651,"01051075",2015,0,37,3,0.0372608257804632
"01","Norderwöhrden",18.47,291,157,134,16,"25746",9.000232,54.192783,"01051081",2015,0,3,NA,0.0103092783505155
"01","Nordhastedt",26.56,2775,1389,1386,104,"25785",9.182991,54.17205,"01051082",2015,0,76,3,0.0273873873873874
"01","Ostrohe",6.67,949,481,468,142,"25746",9.130804,54.214,"01051087",2015,0,15,1,0.0158061116965227
"01","Stelle-Wittenwurth",10.71,426,197,229,40,"25795",9.061114,54.262554,"01051107",2015,0,11,NA,0.0258215962441315
"01","Wöhrden",21.77,1247,629,618,57,"25797",8.994508,54.165463,"01051113",2015,0,35,1,0.0280673616680032
"01","Weddingstedt",17.79,2289,1157,1132,129,"25795",9.088863,54.239275,"01051122",2015,0,47,0,0.0205329838357361
"01","Wesseln",3.76,1405,698,707,374,"25746",9.075443,54.208327,"01051130",2015,0,18,1,0.0128113879003559
"01","Albersdorf",17.12,3482,1675,1807,203,"25767",9.283995,54.146557,"01051001",2015,0,159,11,0.0456634118322803
"01","Arkebek",6.92,206,101,105,30,"25767",9.250325,54.159662,"01051002",2015,0,8,NA,0.0388349514563107
"01","Bargenstedt",11.9,917,439,478,77,"25704",9.144199,54.095594,"01051004",2015,0,25,0,0.0272628135223555
"01","Barlt",22.88,802,402,400,35,"25719",9.058002,54.012444,"01051006",2015,0,22,4,0.027431421446384
"01","Bunsoh",11.75,782,393,389,67,"25767",9.320225,54.165522,"01051015",2015,0,23,0,0.0294117647058824
"01","Busenwurth",10.09,305,160,145,30,"25719",9.04131,54.041612,"01051017",2015,0,10,4,0.0327868852459016
"01","Elpersbüttel",30.17,873,449,424,29,"25704",9.047156,54.072963,"01051027",2015,0,23,1,0.0263459335624284
"01","Epenwöhrden",13.52,786,396,390,58,"25704",9.052894,54.112805,"01051028",2015,0,20,2,0.0254452926208651
"01","Gudendorf",6.04,392,197,195,65,"25693",9.1082,54.024745,"01051039",2015,0,12,1,0.0306122448979592
"01","Immenstedt",3.09,106,47,59,34,"25767",9.299737,54.180686,"01051054",2015,0,1,NA,0.00943396226415094
"01","Krumstedt",15.89,505,256,249,32,"25727",9.177954,54.068684,"01051063",2015,0,8,NA,0.0158415841584158
"01","Meldorf, Stadt",21.25,7267,3494,3773,342,"25704",9.068784,54.090945,"01051074",2015,0,330,28,0.0454107609742672
"01","Nindorf",8.73,1153,587,566,132,"25704",9.114943,54.086722,"01051078",2015,0,25,0,0.0216825672159584
"01","Odderade",11.26,324,164,160,29,"25785",9.190795,54.139384,"01051083",2015,0,12,1,0.037037037037037
"01","Offenbüttel",13.95,262,129,133,19,"25767",9.358039,54.169258,"01051085",2015,0,4,NA,0.0152671755725191
"01","Osterrade",17.09,406,204,202,24,"25767",9.353264,54.190212,"01051086",2015,0,15,0,0.0369458128078818
"01","Sarzbüttel",13.39,702,344,358,52,"25785",9.184289,54.118971,"01051098",2015,0,20,NA,0.0284900284900285
"01","Schafstedt",18.16,1266,649,617,70,"25725",9.293675,54.079915,"01051099",2015,0,24,NA,0.018957345971564
"01","Schrum",5,68,37,31,14,"25782",9.251667,54.187229,"01051104",2015,0,1,NA,0.0147058823529412
"01","Wennbüttel",4.59,86,39,47,19,"25767",9.32237,54.137969,"01051126",2015,0,1,NA,0.0116279069767442
