"land","name","area_km2","pop_tot","pop_male","pop_female","pop_density_km2","zip","lon","lat","ags","year","east","unem_tot","unem_foreigner","unem_capita"
"12","Byhleguhre-Byhlen",35.81,763,390,373,21,"15913",14.17327,51.885641,"12061061",2013,1,28,0,0.036697247706422
"12","Jamlitz",43.43,553,291,262,13,"15868",14.354101,51.991607,"12061224",2013,1,32,1,0.0578661844484629
"12","Lieberose, Stadt",73.03,1416,706,710,19,"15868",14.30064,51.988274,"12061308",2013,1,95,0,0.067090395480226
"12","Neu Zauche",38.82,1128,571,557,29,"15913",14.090753,51.92858,"12061352",2013,1,44,0,0.0390070921985816
"12","Schwielochsee",131.4,1556,801,755,12,"15913",14.171105,52.012726,"12061450",2013,1,62,1,0.0398457583547558
"12","Spreewaldheide",36.16,485,246,239,13,"15913",14.141746,51.941736,"12061470",2013,1,22,0,0.045360824742268
"12","Straupitz",21.71,991,504,487,46,"15913",14.120032,51.912102,"12061476",2013,1,58,2,0.0585267406659939
"12","Bad Liebenwerda, Stadt",138.88,9486,4651,4835,68,"04924",13.394139,51.515956,"12062024",2013,1,511,6,0.0538688593717057
"12","Doberlug-Kirchhain, Stadt",150.36,8759,4305,4454,58,"03253",13.551165,51.626138,"12062092",2013,1,688,7,0.0785477794268752
"12","Elsterwerda, Stadt",40.58,8287,4024,4263,204,"04910",13.520152,51.460775,"12062124",2013,1,582,17,0.0702304814770122
"12","Falkenberg/Elster, Stadt",82.16,6561,3244,3317,80,"04895",13.236202,51.587007,"12062128",2013,1,466,7,0.0710257582685566
"12","Finsterwalde, Stadt",77.2,16561,7872,8689,215,"03238",13.708011,51.629209,"12062140",2013,1,1539,31,0.0929291709437836
"12","Herzberg (Elster), Stadt",149,9161,4400,4761,61,"04916",13.23544,51.69229,"12062224",2013,1,744,22,0.0812138412837027
"12","Mühlberg/Elbe, Stadt",89.19,3969,1995,1974,45,"04931",13.220314,51.434662,"12062341",2013,1,292,0,0.073570168808264
"12","Röderland",46.2,4072,2024,2048,88,"04932",13.473254,51.436137,"12062410",2013,1,189,1,0.0464145383104126
"12","Schönewalde, Stadt",156.17,3164,1630,1534,20,"04916",13.228504,51.814067,"12062461",2013,1,168,3,0.0530973451327434
"12","Sonnewalde, Stadt",119.29,3359,1720,1639,28,"03249",13.644831,51.695472,"12062469",2013,1,190,3,0.0565644537064603
"12","Uebigau-Wahrenbrück, Stadt",135.61,5598,2836,2762,41,"04938",13.341497,51.566944,"12062500",2013,1,317,3,0.056627366916756
"12","Heideland",31.74,557,286,271,18,"03238",13.668552,51.598184,"12062219",2013,1,20,0,0.0359066427289048
"12","Rückersdorf",24.71,1466,753,713,59,"03238",13.563897,51.575187,"12062417",2013,1,112,1,0.0763983628922237
"12","Schilda",8.69,496,265,231,57,"03253",13.387911,51.606556,"12062440",2013,1,25,0,0.0504032258064516
"12","Schönborn",38.83,1593,812,781,41,"03253",13.496651,51.596921,"12062453",2013,1,129,4,0.0809792843691149
"12","Tröbitz",10.59,734,369,365,69,"03253",13.429498,51.596654,"12062492",2013,1,50,0,0.0681198910081744
"12","Crinitz",21.95,1238,616,622,56,"03246",13.758335,51.737593,"12062088",2013,1,64,0,0.0516962843295638
"12","Lichterfeld-Schacksdorf",40.98,983,528,455,24,"03238",13.773031,51.599517,"12062293",2013,1,57,0,0.0579857578840285
"12","Massen-Niederlausitz",76.09,2017,1015,1002,27,"03238",13.739489,51.652869,"12062333",2013,1,98,0,0.0485870104115022
"12","Sallgast",42.22,1491,756,735,35,"03238",13.848571,51.588502,"12062425",2013,1,94,1,0.0630449362843729
"12","Gorden-Staupitz",28.51,987,491,496,35,"03238",13.643613,51.537169,"12062177",2013,1,62,0,0.0628166160081054
"12","Hohenleipisch",35.05,2089,1073,1016,60,"04934",13.558446,51.497262,"12062240",2013,1,115,4,0.0550502632838679
"12","Plessa",52.74,2791,1404,1387,53,"04928",13.619668,51.463914,"12062372",2013,1,162,0,0.0580437119312074
"12","Schraden",16.49,531,262,269,32,"04928",13.694503,51.425191,"12062464",2013,1,18,0,0.0338983050847458
"12","Fichtwald",31.76,685,353,332,22,"04936",13.482471,51.702775,"12062134",2013,1,34,0,0.0496350364963504
"12","Hohenbucko",43.04,663,339,324,15,"04936",13.47168,51.763612,"12062237",2013,1,35,0,0.052790346907994
"12","Kremitzaue",23.59,830,412,418,35,"04936",13.317281,51.719294,"12062282",2013,1,44,1,0.0530120481927711
"12","Lebusa",33.79,789,404,385,23,"04936",13.416883,51.797024,"12062289",2013,1,43,0,0.0544993662864385
"12","Schlieben, Stadt",78.64,2564,1260,1304,33,"04936",13.384798,51.722303,"12062445",2013,1,177,2,0.0690327613104524
"12","Gröden",22.14,1401,699,702,63,"04932",13.573388,51.406143,"12062196",2013,1,79,0,0.0563882940756602
"12","Großthiemig",20.1,1092,543,549,54,"04932",13.67473,51.381269,"12062208",2013,1,46,1,0.0421245421245421
"12","Hirschfeld",20.46,1321,673,648,65,"04932",13.616906,51.386942,"12062232",2013,1,61,0,0.0461771385314156
"12","Merzdorf",12.78,862,426,436,67,"04932",13.535332,51.402369,"12062336",2013,1,42,1,0.0487238979118329
"12","Brieselang",44.34,10999,5566,5433,248,"14656",12.997668,52.581603,"12063036",2013,1,333,6,0.0302754795890535
"12","Dallgow-Döberitz",66.52,8989,4474,4515,135,"14624",13.082659,52.535741,"12063056",2013,1,216,9,0.0240293692290577
"12","Falkensee, Stadt",43.27,41258,20144,21114,954,"14612",13.095729,52.562932,"12063080",2013,1,1232,48,0.0298608754665762
"12","Ketzin/Havel, Stadt",93.63,6389,3195,3194,68,"14669",12.843529,52.477436,"12063148",2013,1,322,7,0.0503991234935045
"12","Milower Land",161.33,4325,2214,2111,27,"14715",12.296508,52.524334,"12063189",2013,1,224,1,0.0517919075144509
