"land","name","area_km2","pop_tot","pop_male","pop_female","pop_density_km2","zip","lon","lat","ags","year","unem_tot","unem_foreigner","unem_capita"
"01","Lohe-Rickelshof",5.39,2062,975,1087,383,"25746",9.0357,54.1116,"01051069",2009,57,2,0.027643064985451
"01","Neuenkirchen",25.14,1035,527,508,41,"25792",13.2213,53.3551,"01051075",2009,31,2,0.029951690821256
"01","Norderwöhrden",18.47,279,151,128,15,"25746",9.0001,54.1134,"01051081",2009,7,0,0.025089605734767
"01","Nordhastedt",26.55,2732,1396,1336,103,"25785",9.1055,54.1019,"01051082",2009,113,7,0.0413616398243045
"01","Ostrohe",6.7,935,458,477,140,"25746",9.0751,54.125,"01051087",2009,25,0,0.0267379679144385
"01","Stelle-Wittenwurth",10.71,483,225,258,45,"25795",9.034,54.1545,"01051107",2009,18,0,0.0372670807453416
"01","Wöhrden",21.77,1325,660,665,61,"25797",8.594,54.0956,"01051113",2009,48,2,0.0362264150943396
"01","Weddingstedt",17.89,2291,1104,1187,128,"25795",9.052,54.1421,"01051122",2009,82,2,0.035792230467045
"01","Wesseln",3.76,1375,689,686,366,"25746",9.0432,54.123,"01051130",2009,37,0,0.0269090909090909
"01","Albersdorf",17.12,3445,1676,1769,201,"25767",11.4623,50.5413,"01051001",2009,165,6,0.0478955007256894
"01","Arkebek",6.92,227,113,114,33,"25767",9.1501,54.0935,"01051002",2009,8,0,0.0352422907488987
"01","Bargenstedt",11.9,908,445,463,76,"25704",9.0839,54.0544,"01051004",2009,29,0,0.0319383259911894
"01","Barlt",22.88,809,416,393,35,"25719",9.0322,54.0034,"01051006",2009,24,1,0.0296662546353523
"01","Bunsoh",11.75,873,449,424,74,"25767",9.1913,54.0956,"01051015",2009,25,0,0.0286368843069874
"01","Busenwurth",10.09,301,162,139,30,"25719",9.0229,54.023,"01051017",2009,14,0,0.0465116279069767
"01","Elpersbüttel",30.17,903,456,447,30,"25704",9.025,54.0423,"01051027",2009,22,0,0.0243632336655592
"01","Epenwöhrden",13.52,811,416,395,60,"25704",9.031,54.0646,"01051028",2009,29,1,0.0357583230579531
"01","Gudendorf",6.04,398,196,202,66,"25693",9.063,54.0129,"01051039",2009,7,0,0.0175879396984925
"01","Immenstedt",3.09,103,43,60,33,"25767",9.1759,54.105,"01051054",2009,4,0,0.0388349514563107
"01","Krumstedt",15.89,533,259,274,34,"25727",9.1041,54.0407,"01051063",2009,15,0,0.0281425891181989
"01","Meldorf, Stadt",21.25,7425,3624,3801,349,"25704",9.0408,54.0527,"01051074",2009,328,19,0.0441750841750842
"01","Nindorf",8.73,1209,609,600,138,"25704",9.0654,54.0512,"01051078",2009,28,2,0.0231596360628619
"01","Odderade",11.29,314,160,154,28,"25785",9.1127,54.0822,"01051083",2009,13,1,0.0414012738853503
"01","Offenbüttel",13.95,293,145,148,21,"25767",9.2129,54.1009,"01051085",2009,5,0,0.0170648464163823
"01","Osterrade",17.09,461,234,227,27,"25767",9.2112,54.1125,"01051086",2009,24,0,0.052060737527115
"01","Sarzbüttel",13.39,732,370,362,55,"25785",9.1103,54.0708,"01051098",2009,13,0,0.0177595628415301
"01","Schafstedt",18.16,1341,678,663,74,"25725",9.1737,54.0448,"01051099",2009,31,1,0.023117076808352
"01","Schrum",5,80,41,39,16,"25782",9.1506,54.1114,"01051104",2009,5,0,0.0625
"01","Wennbüttel",4.55,79,36,43,17,"25767",9.1921,54.0817,"01051126",2009,2,0,0.0253164556962025
"01","Windbergen",17.31,846,436,410,49,"25729",9.0705,54.0242,"01051134",2009,30,0,0.0354609929078014
"01","Wolmersdorf",6.1,330,168,162,54,"25704",9.0614,54.0438,"01051135",2009,4,0,0.0121212121212121
"01","Nordermeldorf",34.1,631,327,304,19,"25704",9.0049,54.0617,"01051137",2009,19,1,0.0301109350237718
"01","Tensbüttel-Röst",19.36,697,347,350,36,"25767",9.1414,54.066,"01051138",2009,29,1,0.0416068866571019
"01","Büsum",8.27,4988,2306,2682,603,"25761",8.5138,54.0745,"01051013",2009,209,14,0.0419005613472334
"01","Büsumer Deichhausen",2.87,330,132,198,115,"25761",8.5324,54.081,"01051014",2009,9,0,0.0272727272727273
"01","Friedrichsgabekoog",8.62,56,25,31,6,"25764",8.5628,54.0927,"01051033",2009,2,0,0.0357142857142857
"01","Hedwigenkoog",16.36,274,132,142,17,"25761",8.5027,54.1041,"01051043",2009,7,0,0.0255474452554745
"01","Hellschen-Heringsand-Unterschaar",7.02,187,91,96,27,"25764",8.5222,54.114,"01051045",2009,7,0,0.0374331550802139
"01","Hillgroven",3.6,81,51,30,23,"25764",8.523,54.1341,"01051050",2009,1,0,0.0123456790123457
"01","Norddeich",6.9,424,218,206,61,"25764",8.536,54.1305,"01051079",2009,14,0,0.0330188679245283
"01","Oesterdeichstrich",4.64,288,144,144,62,"25761",8.5411,54.0931,"01051084",2009,12,1,0.0416666666666667
"01","Reinsbüttel",6.83,425,208,217,62,"25764",8.544,54.1045,"01051093",2009,12,0,0.0282352941176471
"01","Schülp",9.27,466,229,237,50,"25764",8.5548,54.143,"01051105",2009,16,0,0.0343347639484979
"01","Strübbel",4.4,92,45,47,21,"25792",8.5819,54.1537,"01051108",2009,3,0,0.0326086956521739
"01","Süderdeich",6.64,505,248,257,76,"25764",8.5441,54.1206,"01051109",2009,24,1,0.0475247524752475
"01","Warwerort",4.58,298,150,148,65,"25761",8.5518,54.0828,"01051121",2009,9,0,0.0302013422818792
"01","Wesselburen, Stadt",5.14,3042,1442,1600,592,"25764",8.5514,54.1244,"01051127",2009,174,8,0.0571992110453649
"01","Wesselburener Deichhausen",5.07,146,73,73,29,"25764",8.5614,54.103,"01051128",2009,10,1,0.0684931506849315
"01","Wesselburenerkoog",21.89,123,65,58,6,"25764",8.5234,54.1421,"01051129",2009,4,0,0.032520325203252
"01","Westerdeichstrich",7.49,936,460,476,125,"25761",8.5149,54.0943,"01051132",2009,41,0,0.0438034188034188
"01","Oesterwurth",14.19,262,141,121,18,"25764",8.5749,54.1238,"01051140",2009,6,0,0.0229007633587786
"01","Geesthacht, Stadt",33.19,29243,14216,15027,881,"21502",10.2218,53.26,"01053032",2009,1488,292,0.0508839722326711
"01","Lauenburg/ Elbe, Stadt",9.54,11318,5601,5717,1186,"21481",10.3315,53.2227,"01053083",2009,695,130,0.0614066089415091
"01","Mölln, Stadt",25.05,18492,8802,9690,738,"23879",10.4128,53.3746,"01053090",2009,857,109,0.0463443651308674
"01","Ratzeburg, Stadt",30.29,13699,6398,7301,452,"23909",10.4628,53.4156,"01053100",2009,578,32,0.0421928607927586
"01","Schwarzenbek, Stadt",11.56,14933,7244,7689,1292,"21493",10.284,53.301,"01053116",2009,616,97,0.0412509207794817
"01","Wentorf bei Hamburg",6.87,11592,5488,6104,1687,"21465",10.1507,53.2928,"01053129",2009,232,27,0.0200138026224983
"01","Behlendorf",10.26,387,196,191,38,"23919",10.4004,53.4158,"01053008",2009,8,1,0.020671834625323
"01","Berkenthin",10.22,2072,1029,1043,203,"23919",10.3818,53.4404,"01053009",2009,54,1,0.0260617760617761
"01","Bliestorf",10.35,689,326,363,67,"23847",10.3609,53.4608,"01053011",2009,7,1,0.0101596516690856
"01","Düchelsdorf",3.01,164,85,79,54,"23847",10.3449,53.4413,"01053024",2009,5,0,0.0304878048780488
"01","Göldenitz",5.18,238,127,111,46,"23919",10.3753,53.4319,"01053034",2009,6,0,0.0252100840336134
"01","Kastorf",6.9,1184,590,594,172,"23847",10.3412,53.4456,"01053061",2009,29,0,0.0244932432432432
"01","Klempau",10.07,621,310,311,62,"23628",10.3937,53.4546,"01053067",2009,8,0,0.0128824476650564
"01","Krummesse",3.35,1489,715,774,444,"23628",10.3831,53.4648,"01053075",2009,50,2,0.0335795836131632
"01","Niendorf bei Berkenthin",3.99,188,93,95,47,"23919",10.3734,53.4209,"01053094",2009,5,1,0.0265957446808511
"01","Rondeshagen",9.51,838,437,401,88,"23919",10.3751,53.4508,"01053103",2009,15,0,0.0178997613365155
"01","Sierksrade",4,332,167,165,83,"23847",10.3601,53.4412,"01053120",2009,11,0,0.0331325301204819
"01","Alt Mölln",6.44,900,443,457,140,"23881",10.3929,53.3722,"01053002",2009,23,1,0.0255555555555556
"01","Bälau",6.5,237,108,129,36,"23881",10.3718,53.3659,"01053005",2009,5,0,0.0210970464135021
"01","Borstorf",8.65,296,148,148,34,"23881",10.3351,53.3647,"01053013",2009,3,0,0.0101351351351351
"01","Breitenfelde",12.54,1759,893,866,140,"23881",10.3759,53.3618,"01053014",2009,57,2,0.0324047754405912
"01","Grambek",12.66,408,193,215,32,"23883",10.405,53.3426,"01053037",2009,7,0,0.017156862745098
"01","Hornbek",5.89,181,91,90,31,"21514",10.3855,53.3332,"01053056",2009,7,0,0.0386740331491713
"01","Lehmrade",11.4,455,223,232,40,"23883",10.451,53.3541,"01053084",2009,13,0,0.0285714285714286
"01","Niendorf/ Stecknitz",8.41,603,297,306,72,"23881",10.3633,53.3514,"01053095",2009,12,2,0.0199004975124378
"01","Schretstaken",8.47,519,260,259,61,"21493",10.3315,53.3521,"01053113",2009,13,0,0.0250481695568401
"01","Talkau",4.88,530,272,258,109,"21493",10.3409,53.3438,"01053125",2009,9,0,0.0169811320754717
"01","Woltersdorf",7.9,273,137,136,35,"21516",11.4634,52.092,"01053134",2009,9,0,0.032967032967033
"01","Besenthal",12.65,77,41,36,6,"23899",10.4436,53.3149,"01053010",2009,1,0,0.012987012987013
"01","Bröthen",10.69,277,150,127,26,"21514",10.4003,53.2849,"01053015",2009,8,0,0.0288808664259928
"01","Büchen",16.85,5611,2752,2859,333,"21514",10.3659,53.2851,"01053020",2009,181,12,0.032258064516129
"01","Fitzen",9.11,366,181,185,40,"21514",10.3848,53.2938,"01053029",2009,7,0,0.0191256830601093
"01","Göttin",5.21,50,26,24,10,"21514",10.4212,53.3202,"01053035",2009,0,0,0
"01","Gudow",42.26,1598,793,805,38,"23899",10.4617,53.3321,"01053046",2009,40,1,0.0250312891113892
"01","Güster",7.78,1264,634,630,162,"21514",10.405,53.3222,"01053048",2009,23,0,0.0181962025316456
"01","Klein Pampau",4.17,613,305,308,147,"21514",10.3512,53.3046,"01053064",2009,18,0,0.0293637846655791
"01","Langenlehsten",23.37,163,81,82,7,"21514",10.4425,53.2959,"01053080",2009,8,0,0.049079754601227
"01","Müssen",11.46,990,494,496,86,"21516",10.3343,53.2942,"01053092",2009,16,0,0.0161616161616162
"01","Roseburg",16.23,511,247,264,31,"21514",10.373,53.3153,"01053104",2009,15,0,0.0293542074363992
"01","Schulendorf",11.39,486,250,236,43,"21516",10.3343,53.2824,"01053115",2009,13,0,0.0267489711934156
"01","Siebeneichen",4.68,274,133,141,59,"21514",10.3707,53.3039,"01053119",2009,9,0,0.0328467153284672
"01","Tramm",6.75,345,171,174,51,"21516",11.3833,53.3116,"01053126",2009,3,0,0.00869565217391304
"01","Witzeeze",10.46,905,421,484,87,"21514",10.3637,53.271,"01053132",2009,17,0,0.0187845303867403
"01","Aumühle",3.47,3023,1360,1663,871,"21521",10.1848,53.3142,"01053003",2009,46,5,0.0152166721799537
"01","Börnsen",8.42,4089,2008,2081,486,"21039",10.1708,53.2836,"01053012",2009,105,13,0.0256786500366838
"01","Dassendorf",7.95,3075,1513,1562,387,"21521",10.2222,53.2919,"01053023",2009,58,1,0.0188617886178862
"01","Escheburg",8.91,3327,1661,1666,373,"21039",10.1834,53.2802,"01053028",2009,65,4,0.0195371205290051
"01","Hamwarde",6.68,766,394,372,115,"21502",10.2517,53.271,"01053050",2009,23,0,0.0300261096605744
"01","Hohenhorn",6.93,491,255,236,71,"21526",10.2204,53.2832,"01053053",2009,14,0,0.0285132382892057
"01","Kröppelshagen-Fahrendorf",8.37,1110,551,559,133,"21529",10.1855,53.2919,"01053072",2009,18,1,0.0162162162162162
"01","Wiershop",5.15,160,78,82,31,"21502",10.2707,53.2633,"01053131",2009,3,0,0.01875
"01","Wohltorf",5.97,2333,1099,1234,391,"21521",10.1729,53.3102,"01053133",2009,33,2,0.0141448778396914
"01","Worth",6.07,160,74,86,26,"21502",10.2436,53.2803,"01053135",2009,2,0,0.0125
"01","Basedow",7.47,703,375,328,94,"21483",12.4052,53.4149,"01053006",2009,23,0,0.0327169274537696
"01","Buchhorst",5.19,167,79,88,32,"21481",10.3406,53.2306,"01053019",2009,3,0,0.0179640718562874
"01","Dalldorf",6.05,362,182,180,60,"21483",10.3639,53.2609,"01053022",2009,8,0,0.0220994475138122
"01","Juliusburg",6.04,183,81,102,30,"21483",10.3022,53.2459,"01053058",2009,5,0,0.0273224043715847
"01","Krüzen",8.25,350,171,179,42,"21483",10.3138,53.2405,"01053073",2009,9,0,0.0257142857142857
"01","Krukow",7.94,195,110,85,25,"21483",13.0749,53.3114,"01053074",2009,5,0,0.0256410256410256
"01","Lanze",9.05,401,204,197,44,"21483",10.3615,53.2311,"01053082",2009,14,0,0.0349127182044888
"01","Lütau",11.24,715,358,357,64,"21483",10.3243,53.2609,"01053087",2009,17,2,0.0237762237762238
"01","Schnakenbek",13.02,828,408,420,64,"21481",10.3001,53.2308,"01053111",2009,15,1,0.0181159420289855
"01","Wangelau",6.52,212,106,106,33,"21483",10.3247,53.2713,"01053128",2009,7,0,0.0330188679245283
"01","Albsfelde",4.18,57,29,28,14,"23909",10.414,53.4048,"01053001",2009,0,0,0
"01","Bäk",4.3,828,392,436,193,"23909",10.4713,53.4259,"01053004",2009,16,1,0.0193236714975845
"01","Brunsmark",4.29,154,82,72,36,"23883",10.4501,53.3702,"01053016",2009,3,0,0.0194805194805195
"01","Buchholz",2.93,235,114,121,80,"23911",12.383,53.1638,"01053018",2009,2,0,0.00851063829787234
"01","Einhaus",2.53,388,199,189,153,"23911",10.4333,53.4251,"01053026",2009,9,0,0.0231958762886598
"01","Fredeburg",10.09,37,18,19,4,"23909",10.4339,53.4028,"01053030",2009,1,0,0.027027027027027
"01","Giesensdorf",2.73,93,50,43,34,"23909",10.4249,53.4118,"01053033",2009,2,0,0.021505376344086
"01","Groß Disnack",5.99,86,51,35,14,"23911",10.4127,53.4429,"01053040",2009,2,0,0.0232558139534884
"01","Groß Grönau",4.9,3534,1738,1796,721,"23627",10.4502,53.4805,"01053041",2009,74,3,0.0209394453876627
"01","Groß Sarau",17.08,921,446,475,54,"23627",10.4415,53.4618,"01053043",2009,18,1,0.0195439739413681
"01","Harmsdorf",3.57,271,130,141,76,"23911",10.4333,53.4201,"01053051",2009,5,0,0.018450184501845
"01","Hollenbek",7.21,445,221,224,62,"23883",10.4909,53.3532,"01053054",2009,19,0,0.0426966292134831
"01","Horst",11.93,237,127,110,20,"23883",10.4616,53.373,"01053057",2009,6,0,0.0253164556962025
"01","Kittlitz",17.73,254,134,120,14,"23911",10.5508,53.3951,"01053062",2009,9,0,0.0354330708661417
"01","Klein Zecher",9.11,247,120,127,27,"23883",10.5222,53.3439,"01053066",2009,11,1,0.0445344129554656
"01","Kulpin",6.07,227,109,118,37,"23911",10.4145,53.4236,"01053078",2009,5,0,0.0220264317180617
"01","Mechow",4.43,103,53,50,23,"23909",10.4809,53.4303,"01053088",2009,1,0,0.00970873786407767
"01","Mustin",11.88,721,362,359,61,"23911",11.5826,53.4146,"01053093",2009,20,1,0.0277392510402219
"01","Pogeez",4.51,356,187,169,79,"23911",10.4346,53.4503,"01053098",2009,8,0,0.0224719101123595
"01","Römnitz",5.15,66,30,36,13,"23909",10.4609,53.4239,"01053102",2009,3,0,0.0454545454545455
"01","Salem",25.11,571,279,292,23,"23911",9.1644,47.4604,"01053107",2009,9,0,0.0157618213660245
"01","Schmilau",11.55,595,297,298,52,"23911",10.4522,53.3953,"01053110",2009,12,1,0.0201680672268908
"01","Seedorf",27.89,530,260,270,19,"23883",10.2432,54.026,"01053117",2009,18,0,0.0339622641509434
"01","Sterley",21.39,969,467,502,45,"23883",10.4904,53.3713,"01053123",2009,21,0,0.021671826625387
"01","Ziethen",11.18,975,476,499,87,"23911",13.402,53.5315,"01053136",2009,16,3,0.0164102564102564
"01","Basthorst",10.82,384,192,192,35,"21493",10.2817,53.3436,"01053007",2009,7,0,0.0182291666666667
"01","Brunstorf",13.76,638,328,310,46,"21524",10.2533,53.293,"01053017",2009,20,0,0.0313479623824451
"01","Dahmker",2.04,156,86,70,76,"22946",10.264,53.3516,"01053021",2009,2,1,0.0128205128205128
"01","Elmenhorst",13,920,488,432,71,"21493",13.0351,54.1303,"01053027",2009,23,0,0.025
"01","Fuhlenhagen",5.74,292,132,160,51,"21493",10.3136,53.3423,"01053031",2009,4,0,0.0136986301369863
"01","Grabau",4.1,288,133,155,70,"21493",10.3111,53.3049,"01053036",2009,6,1,0.0208333333333333
"01","Groß Pampau",4.32,138,68,70,32,"21493",10.3335,53.3113,"01053042",2009,5,0,0.036231884057971
"01","Grove",5.28,253,133,120,48,"21493",10.2931,53.3141,"01053045",2009,5,0,0.0197628458498024
"01","Gülzow",17.07,1245,644,601,73,"21483",12.5111,53.4138,"01053047",2009,33,2,0.0265060240963855
"01","Hamfelde",3.47,419,176,243,121,"22929",10.2656,53.355,"01053049",2009,9,0,0.0214797136038186
"01","Havekost",5.91,151,72,79,26,"21493",10.2822,53.3224,"01053052",2009,2,0,0.0132450331125828
"01","Kankelau",4.21,209,111,98,50,"21514",10.3406,53.3258,"01053059",2009,6,0,0.0287081339712919
"01","Kasseburg",7.89,528,253,275,67,"22929",10.2455,53.3402,"01053060",2009,6,0,0.0113636363636364
"01","Köthel",1.52,289,161,128,190,"22929",10.3036,53.3625,"01053070",2009,6,0,0.0207612456747405
"01","Kollow",8.21,642,308,334,78,"21527",10.2732,53.2747,"01053071",2009,15,0,0.0233644859813084
"01","Kuddewörde",7.34,1341,647,694,183,"22958",10.2407,53.3514,"01053076",2009,16,0,0.0119313944817301
"01","Möhnsen",7.47,542,258,284,73,"21493",10.2809,53.3336,"01053089",2009,12,0,0.022140221402214
"01","Mühlenrade",3.74,198,105,93,53,"21493",10.2916,53.3545,"01053091",2009,1,0,0.00505050505050505
"01","Sahms",5.94,385,194,191,65,"21493",10.3158,53.3139,"01053106",2009,9,0,0.0233766233766234
"01","Duvensee",12.4,528,246,282,43,"23898",10.3405,53.4135,"01053025",2009,16,1,0.0303030303030303
"01","Grinau",2.74,338,169,169,123,"23847",10.3259,53.4632,"01053038",2009,1,0,0.0029585798816568
"01","Groß Boden",2.7,217,112,105,80,"23847",10.271,53.451,"01053039",2009,9,0,0.0414746543778802
"01","Groß Schenkenberg",6.52,534,265,269,82,"23860",10.3354,53.4737,"01053044",2009,9,0,0.0168539325842697
"01","Klinkrade",7.4,551,277,274,74,"23898",10.3301,53.4258,"01053068",2009,20,2,0.0362976406533575
"01","Koberg",11.98,772,390,382,64,"23881",10.3133,53.3823,"01053069",2009,18,2,0.0233160621761658
"01","Kühsen",7.28,394,184,210,54,"23898",10.3657,53.4058,"01053077",2009,10,0,0.0253807106598985
"01","Labenz",5.75,848,435,413,147,"23898",10.3134,53.4232,"01053079",2009,14,0,0.0165094339622642
"01","Lankau",19.12,490,259,231,26,"23881",10.3954,53.4005,"01053081",2009,10,1,0.0204081632653061
"01","Linau",9.66,1184,593,591,123,"22959",10.2803,53.3838,"01053085",2009,20,2,0.0168918918918919
"01","Lüchow",4.62,206,91,115,45,"23898",10.3146,53.4127,"01053086",2009,5,0,0.0242718446601942
"01","Nusse",6.22,1034,519,515,166,"23896",10.3434,53.3933,"01053096",2009,27,0,0.0261121856866538
"01","Panten",13.83,696,365,331,50,"23896",10.3711,53.3952,"01053097",2009,18,0,0.0258620689655172
"01","Poggensee",5.44,345,172,173,63,"23896",10.3447,53.3826,"01053099",2009,6,0,0.0173913043478261
