ags,gdp_nominal_1992,gdp_nominal_1994,gdp_nominal_1995,gdp_nominal_1996,gdp_nominal_1997,gdp_nominal_1998,gdp_nominal_1999,gdp_nominal_2000,gdp_nominal_2001,gdp_nominal_2002,gdp_nominal_2003,gdp_nominal_2004,gdp_nominal_2005,gdp_nominal_2006,gdp_nominal_2007,gdp_nominal_2008,gdp_nominal_2009,gdp_nominal_2010,gdp_nominal_2011,gdp_nominal_2012,gdp_nominal_2013,gdp_nominal_2014,gdp_nominal_2015,gdp_nominal_2016,wage_nominal2000,wage_nominal2001,wage_nominal2002,wage_nominal2003,wage_nominal2004,wage_nominal2005,wage_nominal2006,wage_nominal2007,wage_nominal2008,wage_nominal2009,wage_nominal2010,wage_nominal2011,wage_nominal2012,wage_nominal2013,wage_nominal2014,wage_nominal2015,wage_nominal2016,pop_2009,pop_2010,pop_2011,pop_2012,pop_2013,pop_2014,pop_2015,pop_2016,relig_cath_2011,relig_prot_2011,relig_other_2011,unem_tot_2011,unem_foreign_2011,unem_handicapped_2011,unem_age_15_20_2011,unem_age_15_25_2011,unem_age_55_65_2011,unem_longterm_2011,unem_rate_dependent_2011,unem_rate_tot_2011,unem_rate_male_2011,unem_rate_female_2011,unem_rate_foreign_2011,unem_rate_age_15_25_2011
09376,2425.198,2566.616,2660.843,2702.147,2845.066,2960.76,2977.74,3113.601,3267.503,3388.945,3242.691,3304.459,3527.506,3564.511,3666.641,3705.935,3549.507,3769.02,3995.883,4331.702,4597.878,4737.354,4847.967,4948.768,1743.545,1773.834,1858.272,1808.327,1814.339,1823.609,1875.232,1938.663,1859.197,1847.959,1957.518,2045.777,2120.507,2200.88,2314.04,2425.726,2501.319,142979,142804,142630,142947,143060,143614,144864,145382,0.7940340011375845,0.08407592323411069,0.12188305350158349,2558,151,336,57,263,638,621,3.7,3.3,3.1,3.4,8.5,2.6
09377,1381.705,1420.306,1429.464,1430.054,1418.546,1465.489,1546.135,1543.618,1562.392,1618.213,1603.476,1622.598,1621.699,1664.7,1716.019,1811.904,1815.907,1879.786,1972.003,2142.501,2145.036,2148.062,2328.9,2463.888,835.657,844.163,879.501,835.63,832.739,806.038,825.695,837.242,845.765,867.102,895.336,929.257,964,986.754,1033.305,1065.64,1102.342,75337,74802,74483,73923,73457,73250,73314,72918,0.8178503212363257,0.10112599676760121,0.08101032497629129,1871,96,184,38,188,410,628,5.4,4.7,4.4,5.1,15,3.6
09461,2560.916,2634.68,2712.855,2690.398,2768.728,2830.29,2900.728,2871.128,3197.387,3216.719,3226.504,3133.799,3244.317,3418.245,3525.469,3613.952,3409.432,3729.724,3857.322,3815.667,3974.481,4005.006,4228.956,4461.699,1913.711,1959.395,1951.32,1988.521,1923.825,2049.448,2102.68,2110.612,2113.109,2074.132,2201.349,2285.814,2322.608,2384.83,2437.574,2564.177,2702.746,69827,70004,70712,70863,71167,71952,73331,75743,0.5689813831669852,0.1939973101153819,0.2370213067176329,1794,290,156,38,165,347,498,5.6,4.9,4.8,5.1,10.7,3.7
09462,2600.978,2881.124,2887.575,2830.54,2830.465,2916.577,2902.801,2992.622,3157.136,3162.707,2962.45,3026.54,3053.609,3130.318,3228.178,3288.008,3311.477,3412.728,3606.911,3793.448,3952.917,4102.941,4315.857,4527.177,1851.972,1914.531,1882.514,1841.87,1831.152,1828.005,1813.913,1862.229,1849.321,1864.895,1954.404,2081.873,2146.587,2220.371,2309.454,2367.227,2473.284,72576,72683,71214,71482,71572,71601,72148,73065,0.2579510789741272,0.5014263924980228,0.24062252852784996,2249,312,268,30,181,483,602,7,6.2,6.4,6,12.8,4.2
09463,1720.589,1738.762,1799.803,1855.003,1960.922,1965.379,1996.526,1835.138,1615.436,1649.356,1640.255,2058.022,1991.982,2379.856,2662.093,2588.211,2755.001,2635.113,2823.787,3070.532,3071.403,3139.267,3386.962,3437.226,1186.316,1195.817,1199.046,1216.433,1260.374,1290.288,1347.551,1391.291,1376.938,1421.634,1444.181,1532.219,1618.434,1676.265,1803.929,1883.974,1946.204,41177,41076,40991,41022,40994,41062,41257,41071,0.1981815079345733,0.5332862052994661,0.2685322867659606,1387,144,102,23,112,282,373,7.5,6.5,6.2,6.9,11.5,4.7
09464,1502.235,1515.771,1514.34,1491.978,1490.142,1499.396,1569.589,1557.597,1665.172,1653.298,1580.833,1598.138,1557.362,1574.001,1635.91,1646.581,1603.908,1706.569,1788.536,1821.456,1775.7,1785.819,1846.884,1846.921,1009.625,1018.884,1005.351,1001.879,1009.497,977.24,990.292,1020.299,970.34,949.993,975.205,1005.606,1025.572,1044.617,1068.29,1111.222,1121.141,46779,46286,44511,44461,44522,44325,44660,45183,0.1879845394222391,0.5177729618624187,0.2942424987153422,1558,283,173,24,129,305,379,7.9,6.9,6.9,6.8,14.4,5.4
09471,1460.35,1695.725,1737.509,1774.034,1858.948,1958.701,1990.476,2034.799,2250.329,2316.205,2281.063,2424.351,2442.817,2579.874,2613.908,2589.075,2614.143,2846.113,3078.357,3170.117,3249.101,3387.067,3572.432,3673.67,1016.618,1050.209,1092.56,1042.385,1065.877,1068.528,1109.27,1138.369,1171.913,1223.946,1301.267,1357.916,1449.196,1486.649,1565.033,1631.027,1650.165,144442,144211,143746,143758,144425,144695,145570,146042,0.7372815263561033,0.14361116913863936,0.11910730450525729,2412,113,240,50,221,723,647,3.3,2.9,2.9,3,7.4,2.1
09472,1329.227,1365.668,1405.426,1461.158,1458.158,1468.846,1728.448,1763.171,1637.695,1592.478,1637.279,1600.764,1595.019,1684.894,1739.224,1779.55,1739.002,1770.467,1924.915,1908.932,1935.087,2018.818,2047.765,2092.101,876.012,874.405,889.746,854.687,844.206,829.844,864.266,898.364,880.685,858.189,865.177,925.11,987.866,991.837,1014.044,1030.868,1050.96,106488,106102,105227,104901,104637,104615,104306,103876,0.3602258171640021,0.5106978509416955,0.12908582001043692,2198,81,249,41,203,561,578,4.3,3.8,3.9,3.7,7.7,3
09473,1709.708,1671.819,1696.513,1729.599,1713.136,1794.767,1785.172,1907.135,2000.268,1792.276,1734.785,1703.264,1672.234,1728.572,1836.37,1841.237,1829.748,1933.758,1968.338,2059.274,2061.098,2162.062,2255.396,2243.941,1071.7,1054.912,1030.51,1003.776,972.844,949.57,970.193,1016.597,946.843,931.278,964.033,987.988,1019.081,1043.201,1087.524,1099.649,1123.463,88943,88193,87404,87006,86719,86715,86599,86734,0.17862717174594134,0.6432811164910281,0.17809171176303049,1982,109,188,39,191,518,481,4.7,4.1,3.8,4.4,8.9,3.4
09474,1169.548,1304.528,1369.146,1451.123,1534.686,1571.87,1641.134,1722.948,1740.41,1789.973,1818.905,1844.413,1856.241,1963.696,1997.951,2067.128,2050.519,2115.176,2303.656,2379.928,2460.855,2639.174,2970.291,3027.039,934.988,958.278,1007.835,963.928,964.442,967.774,1000.996,1039.625,1027.77,1030.258,1075.194,1152.176,1235.546,1287.383,1367.133,1405.245,1465.438,113236,112985,112986,113331,113424,113900,114834,115259,0.5804431513775302,0.24456704926466674,0.17498979935780304,1919,171,176,47,219,449,471,3.5,3,3,3.1,6.9,2.8
09475,1790.099,1782.084,1799.636,1832.448,1843.549,1893.026,1911.957,1937.231,2013.728,2020.747,2005.33,2036.983,2053.652,2127.186,2151.795,2290.574,2368.049,2538.194,2681.824,2726.252,2807.824,2868.202,3068.598,3155.189,1271.955,1251.098,1274.685,1229.082,1224.757,1209.804,1240.134,1271.425,1230.63,1231.668,1273.529,1347.352,1406.386,1442.062,1500.133,1512.817,1619.601,101252,100234,98787,97873,97096,96608,96429,95915,0.15217719455374304,0.6822010445703475,0.16562176087590946,2303,154,218,44,215,580,647,5.2,4.5,4.4,4.7,10.5,3.9
09476,1321.75,1442.274,1488.938,1577.808,1596.573,1628.438,1614.558,1656.49,1699.078,1805.664,1651.213,1781.527,1765.108,1898.03,1946.471,1845.787,1770.825,1845.182,1938.271,1892.27,1885.935,2005.89,2041.997,2101.484,982.456,1001.546,1016.586,987.285,986.781,966.866,953.379,1009.735,988.059,976.663,956.219,987.909,1031.819,983.666,971.34,1011.932,1043.136,70941,70106,69599,69095,68484,67998,67916,67613,0.5627359569843268,0.32710788239331884,0.11014186019906189,1604,77,196,25,126,409,349,4.7,4.1,4.1,4.1,8.9,2.9
09477,1459.538,1575.602,1587.873,1597.396,1631.772,1630.5,1590.864,1573.955,1648.788,1668.199,1658.086,1644.756,1682.763,1711.021,1809.934,1874.915,1966.275,1989.531,2066.647,2198.334,2202.695,2245.24,2310.73,2376.503,967.352,969.377,999.159,994.755,967.657,957.09,996.523,1031.709,988.777,1009.736,1042.672,1067.409,1116.632,1148.663,1172.958,1200.204,1224.084,74967,74491,73710,73211,72898,72541,72468,71993,0.2597237785368093,0.5946996800367216,0.14556304086619595,2002,132,191,39,181,497,595,5.6,4.9,4.9,5,14.4,4
09478,1463.037,1562.214,1581.969,1584.033,1570.774,1607.029,1629.413,1582.365,1678.557,1743.463,1808.325,1895.285,1908.008,2033.533,1957.251,1973.92,1921.714,2070.495,2213.02,2094.368,2095.771,2126.682,2241.012,2224.988,988.261,973.665,936.696,946.18,934.479,930.715,939.999,956.993,946.56,944.386,1007.104,1075.815,1125.524,1134.832,1147.379,1192.906,1216.343,68286,68087,67245,67109,66644,66540,66655,66640,0.5962821522504718,0.27958155638438564,0.12413629136514258,1634,100,169,42,174,428,392,5,4.3,4.4,4.3,11.1,3.7
09479,1687.339,1851.915,1815.175,1774.732,1790.435,1855.935,1670.743,1779.171,1866.603,1771.186,1729.389,1757.335,1774.692,1841.981,1878.055,1881.128,1888.48,2001.606,2125.056,2099.125,2145.783,2203.775,2269.207,2300.105,1049.421,1049.706,1058.539,1006.503,980.494,973.662,979.765,1015.44,981.633,979.115,1037.528,1078.116,1125.061,1161.12,1199.827,1237.823,1267.134,77486,76848,75441,74599,73783,73403,73185,73260,0.26747672400189365,0.5568092157172163,0.17571406028089,2256,240,192,28,164,575,628,6.7,5.8,5.5,6.1,13.4,4.2
09561,1341.992,1420.423,1433.35,1376.238,1345.016,1365.118,1376.009,1400.312,1478.242,1537.94,1564.329,1569.572,1664.466,1720.557,1714.212,1731.081,1680.101,1899.486,1985.506,2018.949,2094.452,2108.961,2234.288,2324.884,945.762,960.112,982.774,1001.673,998.968,1066.093,1085.771,1120.897,1083.588,1070.483,1153.823,1216.525,1229.793,1237.163,1277.505,1339.591,1379.911,40420,40253,39600,39684,39839,40010,41159,41532,0.2415233850750804,0.5278671089615355,0.23060950596338406,896,139,98,19,94,213,218,4.7,4.1,3.9,4.3,8.5,3.7
09562,4668.995,4628.532,4810.958,4982.29,5094.468,5049.184,5506.741,5830.026,5032.065,5418.12,5731.792,6080.126,5777.299,6172.437,6593.314,7306.76,7577.93,7633.864,8244.927,8720.141,8560.769,8948.82,9752.964,10003.143,3464.562,3590.46,3427.164,3596.485,3597.322,3574.379,3730.388,3863.015,4161.896,4332.741,4774.685,5063.735,5408.227,5300.313,5391.758,5761.745,6050.05,105554,105629,104312,105412,105624,106423,108336,110238,0.3102999450438203,0.33137612202200173,0.3583335743692091,2145,457,250,30,180,488,862,4.2,3.7,3.6,3.7,5.9,2.8
09563,2459.381,2634.696,2685.187,2651.795,2927.53,2859.485,2898.444,3053.55,3111.544,3332.606,3294.946,3324.21,3299.038,3460.64,3534.653,3417.747,3364.495,3282.024,3442.027,3541.644,3626.152,3852.947,4072.751,4169.76,1675.513,1731.66,1717.1,1738.214,1739.536,1685.223,1624.923,1688.24,1769.91,1777.066,1769.797,1880.217,1953.433,1976.456,2111.553,2255.994,2359.681,114044,114628,116640,118358,119808,121519,124171,125403,0.2477489555672805,0.37118663126119034,0.38106441317152917,4236,1099,462,111,426,788,1280,7.5,6.6,6.4,6.7,12.7,6.1
09564,16199.164,16738.675,17190.47,17493.602,17720.919,18430.603,18707.919,19078.229,19298.814,20083.925,19296.106,20984.376,20381.303,21070.339,22100.029,22585.736,21884.901,22688.464,23799.341,24658.742,25280.611,26163.929,26938.172,28130.205,11572.556,11800.568,11472.156,11674.703,11766.359,11706.401,12011.296,12359.331,13194.051,12916.696,13182.326,13714.082,14219.373,14515.428,15177.102,15679.591,16370.258,503673,505664,490085,495121,498876,501072,509975,511628,0.27358866904921514,0.3192834259346842,0.4071279050161007,20756,6964,2345,482,2062,3794,7284,9,7.9,7.7,8.1,15,7.2
09565,831.264,911.709,919.113,883.092,905.989,941.894,1029.271,1061.635,1149.443,1184.809,1199.431,1156.202,1181.537,1220.696,1270.973,1161.387,1121.579,1197.776,1184.645,1237.256,1264.366,1310.283,1364.307,1379.908,555.152,576.312,592.21,559.041,551.357,550.295,559.106,582.315,577.558,567.53,585.578,616.765,661.107,695.627,712.98,754.363,797.665,38751,38879,38610,39137,39546,39941,40428,40707,0.29499077179027267,0.4082507993449271,0.29675842886480025,963,170,99,20,80,237,300,5.3,4.7,4.4,5,9.8,3.6
09571,2539.561,2691.012,2790.558,2918.632,2954.2,3073.116,3191.489,3391.002,3569.237,3601.834,3615.55,3692.868,3729.957,3830.171,3843.731,4095.008,4136.26,4453.633,4672.695,4764.017,4948.024,5057.535,5080.645,5300.867,1865.864,1906.408,1930.793,1919.49,1932.458,1906.537,1941.384,2006.022,1944.498,1971.993,2052.152,2126.214,2243.009,2330.874,2419.088,2476.146,2559.338,180719,179925,178262,178289,178914,179419,181314,182178,0.2489781500731695,0.6082263825110875,0.14280107427405203,2870,264,376,71,323,748,728,3.3,2.9,2.7,3.1,7.5,2.5
09572,1621.319,1838.016,1984.622,2118.613,2314.267,2423.599,2550.928,2718.283,2583.756,2827.436,2890.193,2919.036,3104.342,3179.642,3402.239,3237.092,3143.917,3500.052,3663.708,3839.611,3993.971,4224.962,4485.191,4690.158,1359.314,1389.735,1454.287,1479.801,1527.147,1552.779,1635.038,1716.47,1769.712,1694.116,1752.313,1863.025,1997.831,2038.68,2181.288,2344.343,2487.9,131059,131448,130747,131227,132012,132830,134136,134640,0.4107979600444802,0.35694620192492044,0.23225583803059932,1654,150,175,28,159,471,422,2.6,2.3,2.3,2.2,4.2,1.9
09573,1240.672,1434.6,1373.888,1295.529,1388.247,1431.447,1603.061,1644.918,1760.737,1728.725,1724.478,1761.265,1815.149,1863.246,1942.545,2143.686,2045.404,2152.805,2273.102,2335.519,2357.471,2482.647,2540.719,2588.93,811.176,823.92,853.383,794.232,791.138,780.538,770.22,793.394,781.59,796.558,838.932,885.522,966.914,992.42,1021.683,1030.815,1056.055,114475,114810,113259,113959,114513,113847,114291,115971,0.2510506623162449,0.49038001170358025,0.25856932598017485,1949,203,293,34,194,527,515,3.6,3.2,3.3,3.1,7.7,3
09574,2580.22,2806.68,2861.993,2868.96,2899.905,3016.226,3093.976,3391.166,3473.982,3401.154,3510.271,3454.03,3626.449,3762.499,3943.4,4167.853,3974.104,4193.677,4483.429,4592.063,4706.153,4911.753,5127.21,5190.175,1741.944,1775.795,1808.014,1755.681,1779.621,1828.515,1837.782,1912.024,1949.154,1954.004,2017.307,2117.136,2224.458,2260.416,2370.835,2488.074,2631.478,166491,166260,164079,164564,165e3,165918,167643,168893,0.2729146718547025,0.4771203961772796,0.24996493196801794,2557,303,357,58,272,659,653,3.3,2.9,2.9,2.8,6.3,2.8
09575,1431.74,1520.999,1575.194,1640.845,1665.602,1689.137,1755.287,1807.058,1818.09,1848.217,1786.507,1835.094,1839.596,1892.049,1998.333,2079.961,2038.363,2095.498,2250.733,2319.468,2403.278,2497.281,2589.841,2698.164,934.743,929.883,985.738,959.092,973.4,958.338,987.343,1026.723,989.628,1000.919,1035.819,1091.374,1158.262,1188.023,1232.497,1285.737,1340.027,98044,97558,97518,97409,97482,97808,98751,99332,0.19635804052321107,0.6556552962298026,0.1479866632469864,1422,104,177,54,201,280,294,3,2.6,2.6,2.7,6,2.9
09576,1523.718,1644.499,1711.84,1764.578,1830.153,1927.338,2080.289,2115.768,2164.052,2265.852,2223.961,2327.699,2342.85,2386.551,2506.088,2597.056,2589.628,2774.019,2944.398,3064.777,3164.056,3163.914,3257.808,3421.46,1246.977,1256.213,1298.931,1279.508,1290.8,1290.354,1315.235,1356.051,1361.267,1375.167,1428.717,1482.981,1528.133,1548.032,1572.574,1625.918,1715.374,124329,124186,123120,123168,123431,123890,125140,125563,0.4147181865352186,0.38426676611752497,0.20101504734725645,1821,164,192,36,181,471,455,3.1,2.7,2.5,2.9,7,2.2
09577,1620.4,1650.875,1677.347,1699.795,1732.945,1820.77,1886.113,1889.877,1937.37,2040.01,2070.653,2092.473,2039.92,2056.024,2126.294,2196.832,2148.534,2271.973,2451.965,2439.943,2550.134,2666.013,2708.974,2754.007,1115.65,1133.688,1161.166,1126.97,1127.692,1091.549,1115.349,1139.755,1066.521,1049.59,1102.113,1160.574,1229.902,1259.961,1326.271,1370.009,1416.522,92586,92326,92182,92187,92331,92518,93342,93974,0.2905024304164727,0.5560511415920582,0.15342477617434044,1723,220,156,38,173,399,381,4,3.5,3.2,3.7,9,2.6
09661,2511.341,2570.44,2681.579,2634.64,2686.453,2903.349,2956.383,2931.133,3267.799,3218.06,3355.759,3423.698,3777.006,4319.468,4372.434,4118.771,3976.397,4234.919,4718.048,4811.685,4701.513,4645.971,4842.249,5122.919,1656.206,1653.12,1624.945,1625.402,1653.28,1711.261,1758.956,1855.882,1933.779,1901.574,1985.72,2093.952,2157.362,2174.066,2207.032,2275.966,2321.753,68722,68678,67470,67681,67844,68167,68986,69187,0.5134725871821137,0.15910271827075817,0.3274246945471281,2125,562,145,35,176,446,600,6.6,5.7,5.6,5.9,12.4,4.2
09662,2520.999,2658.286,2716.126,2721.398,2843.931,2918.676,2903.092,3083.977,3237.604,3531.74,3410.478,3709.435,4030.832,3979.38,4173.305,4140.597,3568.715,4267.408,4690.306,4757.083,4747.963,4895.841,4913.97,5163.572,1943.861,2011.265,2028.534,2127.744,2212.418,2200.731,2198.653,2387.77,2410.903,2300.825,2449.153,2566.016,2685.682,2728.574,2821.762,2927.613,2969.113,53533,53415,52118,52098,51851,51610,51969,52724,0.41637420171451583,0.2882457856279846,0.2953800126574996,1686,329,134,27,152,381,629,7.2,6.3,5.5,7.3,10.3,5.1
09663,4465.424,4773.511,4906.949,4997.325,5098.109,5131.566,5230.972,5330.863,5378.023,5377.409,5421.157,5502.948,5590.709,5575.869,5710.149,5904.664,5879.832,6125.946,6421.574,6712.47,7015.574,7271.421,7438.154,7451.742,3318.684,3318.021,3296.287,3356.465,3327.435,3296.534,3345.74,3373.891,3443.988,3548.196,3670.463,3792.36,3890.535,4066.798,4229.726,4285.383,4486.756,133195,133799,124449,124577,124698,124219,124873,126010,0.5150325430219554,0.22212120968325866,0.2628462472947859,3191,649,227,34,219,596,964,5.5,4.9,5.1,4.7,12.1,2.5
09671,3258.516,3377.565,3495.991,3435.535,3604.858,3830.644,3920.879,4151.036,4301.547,4558.68,4506.55,4370.857,4377.89,4473.462,4890.702,4989.756,4709.4,4666.733,5122.234,4948.329,5052.8,5076.288,5089.606,5374.371,1889.493,1923.162,1972.788,1908.84,1905.072,1907.877,1933.676,1989.615,2077.429,2069.516,2076.948,2183.967,2260.062,2305.276,2268.785,2311.908,2387.155,172990,172667,172351,172575,172791,172776,173695,173504,0.6586506152527055,0.11328296989780548,0.22806641484948903,2781,409,258,57,282,694,695,3.4,2.9,2.8,3,7.2,2.4
09672,1896.539,1986.227,2056.588,2091.613,2105.937,2161.162,2200.85,2200.442,2235.378,2251.517,2257.275,2235.667,2244.61,2279.298,2373.117,2429.178,2377.11,2461.689,2604.493,2684.82,2829.687,2932.363,3152.959,3242.216,1395.439,1393.623,1392.408,1401.348,1379.143,1372.231,1380.447,1440.594,1371.175,1339.125,1371.761,1391.266,1438.059,1502.669,1562.498,1634.827,1703.529,104932,104301,103653,103124,102865,102901,103106,103100,0.6938569505864257,0.17776389155931552,0.1283791578542588,2344,148,211,52,256,617,675,4.8,4.2,3.9,4.6,13.7,3.8
09673,1536.766,1661.437,1697.272,1727.333,1734.21,1777.571,1829.823,1877.275,1890.509,1947.477,1987.248,2066.923,2057.119,2050.964,2131.35,2178.621,2180.413,2221.193,2358.103,2512.563,2527.169,2701.769,2786.26,2933.242,1041.545,1063.688,1071.711,1065.901,1073.576,1077.57,1080.557,1106.383,1077.853,1086.187,1123.079,1193.425,1269.892,1297.866,1372.013,1399.483,1445.346,83442,82916,80469,80224,79965,79676,79723,79855,0.6571527545806579,0.2255007484937337,0.11734649692560838,1405,89,132,28,160,352,337,3.7,3.2,3.1,3.3,12.8,2.9
09674,1268.089,1411.446,1461.533,1532.886,1603.297,1649.02,1761.654,1842.601,1908.141,1843.625,1772.948,1856.059,1853.103,1961.273,1994.809,1959.461,1918.605,1999.304,2124.259,2194.326,2303.531,2337.444,2407.593,2510.62,1012.122,1014.477,1088.176,1015.467,1008.875,991.161,1013.169,1035.12,978.799,971.029,1000.463,1071.023,1105.461,1130.328,1171.639,1212.241,1255.264,85379,85010,84440,84226,84090,84152,84581,84373,0.6371149866981969,0.2604670410877919,0.10241797221401124,1597,76,132,41,203,368,335,3.8,3.3,3,3.6,9.6,3.2
09675,1460.444,1557.127,1588.186,1597.928,1647.694,1741.675,1800.472,1801.187,1815.067,1877.856,1918.691,1971.911,2012.194,2145.713,2192.823,2309.255,2244.877,2390.006,2645.014,2509.514,2594.314,2610.437,2797.348,2984.044,1004.808,1024.01,1062.833,1057.919,1086.806,1096.465,1130.166,1163.953,1165.177,1162.461,1194.589,1254.078,1253.017,1275.837,1316.127,1403.371,1454.399,88692,88397,87731,87899,88097,88492,89306,89748,0.46925979548330465,0.3800772922627937,0.15066291225390166,1547,160,153,26,142,367,370,3.7,3.2,3,3.5,8.8,2.4
09676,2292.335,2445.17,2506.725,2485.495,2440.881,2558.16,2603.858,2652.651,2905.156,2826.698,3034.002,3021.728,3151.967,3234.722,3362.232,3258.572,3108.177,3387.199,3658.314,3714.112,3771.333,3958.04,4009.146,4203.539,1462.88,1488.999,1514.032,1460.944,1463.41,1443.716,1477.869,1538.01,1542.741,1553.757,1583.635,1668.31,1752.599,1813.38,1875.888,1934.406,1996.282,129047,128341,128122,127944,127909,127941,128446,128543,0.6465507842312664,0.12145071102596453,0.23199071694469106,2193,423,201,47,210,506,482,3.5,3.1,2.9,3.4,7.7,2.4
09677,2200.112,2422.175,2517.786,2623.09,2651.745,2840.8,2960.467,3035.055,3317.1,3274.632,3126.467,3162.583,3247.448,3297.889,3539.113,3575.82,3291.678,3810.606,3943.415,3951.987,3950.324,4127.314,4082.325,4316.416,1618.424,1677.961,1739.388,1723.358,1739.39,1742.086,1819.801,1926.372,1935.303,1897.367,1955.665,2047.339,2120.966,2103.669,2208.016,2266.252,2317.92,128637,127761,127154,126496,126295,125915,126123,126301,0.6920899080841987,0.15140226495592432,0.15650782695987703,1853,196,173,49,243,392,381,2.9,2.6,2.4,2.7,6.7,2.7
09678,1355.408,1556.596,1565.645,1547.274,1605.801,1643.761,1718.455,1791.547,1774.858,1831.851,1722.106,1777.935,1827.322,1912.159,1998.802,2203.537,2195.207,2183.991,2335.784,2336.758,2498.922,2553.654,2402.387,2415.367,725.695,721.961,760.11,733.948,746.568,763.892,767.904,786.824,785.959,794.16,818.558,844.393,903.299,918.382,948.756,984.864,1032.756,113425,113003,112991,112857,113007,113747,114813,114823,0.6781507551908316,0.18837324466768066,0.13347600014148775,1754,120,142,38,191,362,429,3.2,2.8,2.5,3.1,8.1,2.5
09679,1819.799,2036.7,2132.995,2240.3,2391.444,2448.499,2428.345,2623.524,2834.239,2979.293,3055.438,3126.235,3226.801,3332.485,3582.836,3545.839,3279.233,3397.162,3551.727,3695.744,3754.802,3922.315,4218.6,4348.01,1158.65,1215.957,1301.589,1274.667,1278.155,1292.192,1342.888,1380.27,1395.518,1374.34,1443.476,1454.725,1580.448,1614.414,1677.27,1751.946,1765.292,159963,159788,158128,158026,158580,159253,160427,161041,0.6396470476612164,0.19063854011828332,0.16971441222050032,2512,228,192,39,217,562,912,3.2,2.8,2.7,3,8.8,2.1
09761,8593.58,9237.713,9329.641,9157.096,9105.451,9434.112,9492.791,9627.498,10158.066,10330.628,10095.334,10445.011,10480.531,10928.654,11314.93,11358.397,10734.507,11173.262,11803.635,12264.611,12202.672,12650.983,13702.678,14060.202,5598.52,5745.863,5686.158,5806.806,5786.466,5756.382,5827.401,5967.94,6174.118,6268.224,6354.15,6684.633,6956.992,7156.185,7420.184,7650.494,7872.696,263646,264708,269402,272699,276542,281111,286374,289584,0.459515175507064,0.1679781302400968,0.3725066942528392,9690,2890,736,214,938,1889,2586,7.8,6.9,6.6,7.1,12.3,5.6
09762,1152.477,1141.999,1141.915,1122.53,1072.423,1101.778,1159.234,1119.554,1130.106,1189.197,1108.487,1120.446,1129.194,1138.573,1202.604,1204.953,1217.834,1250.416,1262.765,1354.874,1356.216,1438.008,1484.029,1558.303,672.573,652.186,668.373,664.398,659.829,666.098,668.14,690.24,668.704,672.799,701.698,676.761,707.182,727.864,756.42,785.388,815.744,41881,41843,41460,41570,41759,42014,42731,43134,0.4871239470517449,0.2153309265944645,0.2975451263537906,1291,229,93,29,144,278,365,6.7,5.8,5.4,6.3,10.4,5.4
09763,1961.81,2135.144,2156.223,2075.124,2073.017,2068.295,2100.226,2062.715,2183.794,2299.182,2338.502,2410.93,2418.114,2589.596,2682.628,2727.967,2616.655,2956.166,3163.223,3266.16,3472.406,3541.581,3596.12,3590.578,1258.727,1269.216,1324.845,1320.865,1323.793,1336.391,1399.713,1444.911,1473.084,1456.825,1533.817,1603.836,1675.92,1706.935,1774.284,1835.717,1891.664,62007,62060,64300,64625,65044,65624,66947,67529,0.4867661287805487,0.17917225880957582,0.3340616124098755,1476,304,131,32,158,338,259,5,4.4,4.3,4.4,7.4,3.9
09764,1296.113,1327.355,1375.968,1415.097,1366.57,1421.499,1470.525,1532.147,1623.959,1668.308,1704.733,1722.584,1771.332,1868.73,1947.278,2026.306,1923.043,1982.749,2100.255,2244.443,2257.2,2425.593,2449.761,2466.9,924.426,945.588,944.183,966.649,968.712,987.29,1048.2,1086.617,1107.167,1077.494,1132.304,1205.524,1272.932,1313.286,1364.234,1393.343,1414.296,41085,41025,41242,41551,41772,42201,42841,43293,0.42050386751048713,0.2716228995417182,0.3078732329477947,802,186,55,18,74,165,214,4.1,3.6,3.1,4.2,6,2.7
09771,1718.513,1850.276,1889.313,1941.562,2066.542,2176.646,2278.019,2324.532,2430.827,2579.515,2575.309,2506.654,2515.33,2662.464,2753.146,2798.448,2849.56,2992.59,3201.556,3012.077,3075.673,3184.78,3295.281,3410.389,1254.593,1255.883,1337.452,1256.3,1239.515,1216.95,1243.444,1307.308,1303.363,1293.961,1333.817,1394.343,1461.57,1391.1,1460.556,1525.969,1581.281,127859,127955,126720,127250,128435,129294,130916,131399,0.6842396765490122,0.10542223488175208,0.21033808856923575,1997,217,184,55,228,505,486,3.2,2.8,2.8,2.9,5.9,2.4
09772,3427.37,3716.648,3715.82,3573.379,3756.138,3864.428,4127.217,4324.267,4480.906,4626.38,4732.848,4998.049,5186.991,5254.766,5283.975,5302.91,5085.379,5573.444,5974.966,6288.753,6372.336,6644.755,6768.358,7041.776,2232.063,2292.895,2426.143,2306.349,2327.735,2342.421,2431.092,2502.246,2520.532,2538.377,2617.318,2774.389,2979.138,3075.114,3190.995,3316.578,3451.711,239898,240068,237839,239004,240911,242697,245600,247539,0.6253780130327505,0.13838334844682512,0.23623863852042432,3984,527,313,105,479,985,909,3.5,3.1,2.9,3.3,7.2,3
