ags,gdp_nominal_1992,gdp_nominal_1994,gdp_nominal_1995,gdp_nominal_1996,gdp_nominal_1997,gdp_nominal_1998,gdp_nominal_1999,gdp_nominal_2000,gdp_nominal_2001,gdp_nominal_2002,gdp_nominal_2003,gdp_nominal_2004,gdp_nominal_2005,gdp_nominal_2006,gdp_nominal_2007,gdp_nominal_2008,gdp_nominal_2009,gdp_nominal_2010,gdp_nominal_2011,gdp_nominal_2012,gdp_nominal_2013,gdp_nominal_2014,gdp_nominal_2015,gdp_nominal_2016,wage_nominal2000,wage_nominal2001,wage_nominal2002,wage_nominal2003,wage_nominal2004,wage_nominal2005,wage_nominal2006,wage_nominal2007,wage_nominal2008,wage_nominal2009,wage_nominal2010,wage_nominal2011,wage_nominal2012,wage_nominal2013,wage_nominal2014,wage_nominal2015,wage_nominal2016,pop_2009,pop_2010,pop_2011,pop_2012,pop_2013,pop_2014,pop_2015,pop_2016,relig_cath_2011,relig_prot_2011,relig_other_2011,unem_tot_2011,unem_foreign_2011,unem_handicapped_2011,unem_age_15_20_2011,unem_age_15_25_2011,unem_age_55_65_2011,unem_longterm_2011,unem_rate_dependent_2011,unem_rate_tot_2011,unem_rate_male_2011,unem_rate_female_2011,unem_rate_foreign_2011,unem_rate_age_15_25_2011
13071,NA,NA,NA,NA,NA,NA,NA,5153.853,5247.756,5241.649,5469.232,5566.547,5432.629,5704.082,5884.487,5822.432,5801.074,5819.374,5931.452,6088.659,6188.518,6278.605,6568.545,6526.428,2993.181,2940.505,2921.358,2906.037,2878.962,2845.739,2850.033,2905.994,2942.935,2991.456,3049.253,3107.749,3177.055,3229.433,3293.056,3385.503,3477.92,NA,NA,266593,264261,262412,261733,262517,261816,NA,NA,NA,21282,293,1211,234,1946,4138,6515,16.2,NA,NA,NA,NA,NA
13072,NA,NA,NA,NA,NA,NA,NA,3529.271,3565.028,3590.517,3534.858,3536.798,3554.545,3660.907,3851.957,4014.425,3973.743,4180.935,4609.017,4454.819,4636.732,4716.005,4780.755,4933.137,1800.686,1774.76,1763.47,1733.924,1721.488,1707.032,1716.772,1747.646,1800.872,1860.888,1931.149,2014.316,2071.305,2152.494,2242.349,2348.61,2441.944,NA,NA,211863,210732,210555,211878,213473,213945,NA,NA,NA,11735,159,432,149,1154,2289,2897,11.5,NA,NA,NA,NA,NA
13073,NA,NA,NA,NA,NA,NA,NA,3610.681,3629.849,3757.323,3809.043,3922.907,3925.251,3970.209,4263.918,4537.171,4489.846,4518.801,4672.285,4631.265,4733.136,4810.641,4984.323,5106.417,2142.152,2119.35,2112.06,2114.911,2113.554,2109.356,2091.072,2182.955,2241.79,2316.288,2345.447,2400.27,2436.02,2393.984,2464.817,2581.148,2720.06,NA,NA,224751,223718,223109,223470,224820,224971,NA,NA,NA,16187,217,848,237,1705,3137,3829,15.1,NA,NA,NA,NA,NA
13074,NA,NA,NA,NA,NA,NA,NA,2363.054,2420.09,2476.903,2464.87,2501.807,2578.804,2822.964,2939.374,2950.821,2827.115,2859.575,3053.369,3040.551,3231.173,3311.73,3395.452,3379.124,1247.52,1249.063,1269.787,1269.872,1283.109,1303.392,1328.67,1390.097,1415.784,1412.842,1461.764,1447.127,1486.925,1520.32,1612.722,1674.324,1701.478,NA,NA,156004,155801,155265,155424,156270,156825,NA,NA,NA,9939,264,531,143,1090,2014,3246,12.7,NA,NA,NA,NA,NA
13075,NA,NA,NA,NA,NA,NA,NA,3804.731,3860.721,3872.197,3889.905,3900.207,3905.009,4058.897,4342.565,4492.178,4477.6,4623.46,4704.58,4799.565,4983.701,5137.992,5296.365,5486.624,2278.263,2230.248,2216.168,2166.209,2126.282,2115.301,2136.65,2230.289,2329.301,2418.409,2476.969,2522.725,2580.23,2617.044,2717.847,2859.764,2972.883,NA,NA,240971,239291,238185,237697,238358,237374,NA,NA,NA,17720,334,837,216,1731,3321,4583,15.6,NA,NA,NA,NA,NA
13076,NA,NA,NA,NA,NA,NA,NA,3214.066,3483.228,3456.93,3452.908,3397.727,3386.643,3508.234,3812.011,3854.539,3801.787,3891.513,4117.734,4283.273,4366.232,4477.949,4560.913,4816.759,1722.368,1713.615,1710.665,1699.857,1689.768,1691.723,1701.824,1762.122,1821.099,1854.687,1895.32,1963.423,2070.555,2075.29,2141.505,2232.509,2325.077,NA,NA,213577,212373,211965,212631,214113,212562,NA,NA,NA,11180,173,685,158,1196,2234,3108,10.3,NA,NA,NA,NA,NA
03101,NA,NA,NA,NA,NA,NA,NA,7870.522,7901.744,7861.976,8061.485,8316.835,8313.689,8608.289,8941.361,9092.224,8794.543,9329.597,9952.332,10115.865,10252.952,10817.936,10733.54,11732.65,4588.299,4635.591,4566.75,4640.235,4662.871,4628.732,4806.955,4862.31,4954.763,4990.47,5146.188,5395.258,5701.827,5850.68,6203.998,6528.203,6642.79,247400,248867,243829,245798,247227,248502,251364,248667,0.1400817194902221,0.39545306489319154,0.4644652156165863,10247,1605,493,137,756,1672,3618,8.9,8.1,8.2,8,17.6,5.8
03102,NA,NA,NA,NA,NA,NA,NA,3640.845,3560.598,3518.177,3588.599,4110.053,3956.039,4028.586,4291.777,4181.433,3530.098,4143.297,4478.92,4390.508,4584.413,4797.174,4379.621,5077.403,1916.226,1933.805,1935.483,1902.366,1881.566,1867.577,1954.584,1955.054,1973.466,2004.048,2141.611,2189.969,2285.332,2364.728,2463.628,2557.672,2582.009,103446,102394,98588,98095,98197,98966,101079,103668,0.17653066383538096,0.40483340917134336,0.4186359269932757,4630,789,239,66,374,759,1503,10.3,9.2,8.2,10.6,17.7,6.8
03103,NA,NA,NA,NA,NA,NA,NA,9818.707,10663.076,9463.175,9834.506,9029.365,10529.501,10426.067,11186.193,11116.551,9909.29,13104.242,14991.682,15577.712,15738.713,16856.75,14343.844,22155.476,4285.735,4428.457,4430.399,4858.224,4697.361,4469.984,4844.851,4695.551,5050.814,5272.424,5334.417,5961.352,6852.156,7302.354,7563.302,7889.974,7853.067,121109,121451,120889,121758,122457,123027,124045,123909,0.17233131084144554,0.40212028270436057,0.4255484064541939,3561,625,171,56,379,531,1208,6.4,5.7,5,6.5,10,5.3
03151,NA,NA,NA,NA,NA,NA,NA,2347.766,2376.508,2413.615,2346.079,2507.013,2521.381,2661.257,2670.773,2703.627,2707.873,2706.646,2883.624,2962.42,3244.47,3408.021,3809.092,3861.36,1214.389,1193.316,1225.274,1254.531,1252.948,1242.542,1235.386,1229.326,1269.72,1307.867,1329.943,1406.448,1416.901,1505.676,1594.155,1692.342,1808.47,173223,172643,170865,171015,171475,172541,174205,174749,0.08693596680149183,0.5434563102262845,0.3695960497977622,5252,567,242,107,584,885,1761,6.5,5.8,5.3,6.5,17.6,5.8
03153,NA,NA,NA,NA,NA,NA,NA,3014.333,3139.453,2969.72,2943.824,3325.675,3167.547,3292.327,3292.618,3297.194,3071.484,3260.42,3409.333,3464.485,3476.843,3523.767,3623.826,3866.557,1689.126,1676.059,1672.873,1653.197,1648.46,1621.908,1634.443,1657.661,1673.334,1637.121,1688.145,1750.038,1787.235,1828.567,1857.169,1893.324,1882.662,144680,143014,139575,138655,137833,137256,138236,137979,0.11370301918836567,0.5396861642535519,0.34661081655808246,6366,557,285,95,541,1142,2334,10.5,9.4,9.3,9.6,19.7,8.3
03154,NA,NA,NA,NA,NA,NA,NA,1533.631,1569.99,1440.476,1418.257,1448.74,1467.512,1453.239,1557.184,1663.329,1523.803,1608.128,1687.612,1707.347,1804.238,1780.584,1822.04,1857.059,794.309,787.161,735.905,768.725,766.267,741.075,724.317,729.238,714.491,729.351,758.004,794.634,818.83,849.668,831.334,875.536,917.813,93903,92836,90919,90391,90423,90908,91500,92079,0.10935346242205447,0.5315392189038398,0.35910731867410567,3733,320,178,52,356,589,1536,8.8,8,7.5,8.6,21.3,7.3
03155,NA,NA,NA,NA,NA,NA,NA,2804.34,2867.834,2868.039,2720.933,2833.649,2788.798,2856.237,3022.195,3109.457,3070.511,3117.052,3307.294,3328.416,3387.822,3486.047,3590.867,3805.756,1467.932,1459.995,1437.9,1442.17,1441.113,1436.223,1438.675,1479.643,1547.548,1527.964,1573.406,1641.344,1670.623,1717.35,1784.424,1856.431,1938.533,140553,139060,136516,135418,134661,133905,134896,133610,0.1110844337735094,0.6339772272545382,0.2549456146094802,5107,438,267,101,546,957,1525,8.1,7.3,7.3,7.4,19.8,7.8
03157,NA,NA,NA,NA,NA,NA,NA,2101.151,2170.163,2145.186,2117.16,2315.011,2188.691,2402.384,2667.851,2773.91,2435.498,2419.08,2628.984,2663.989,2673.968,2803.824,2822.317,2800.583,1160.48,1160.394,1115.757,1152.133,1152.448,1107.493,1114.265,1132.158,1131.48,1117.665,1141.894,1191.828,1230.371,1249.034,1259.725,1315.108,1353.492,132066,131481,130165,130047,130147,130601,132320,132979,0.11339897851194036,0.5265724934431509,0.36002852804490865,4389,403,187,83,433,730,1517,7.2,6.5,6.1,6.9,15.9,6.5
03158,NA,NA,NA,NA,NA,NA,NA,1585.093,1621.816,1575.487,1620.983,1648.172,1647.827,1771.27,1972.938,2000.612,1855.69,1911.886,2044.93,2139.484,2264.757,2326.594,2352.086,2413.426,784.575,793.189,778.598,789.167,800.738,788.014,780.538,796.479,816.823,833.58,861.509,900.778,934.417,995.195,1041.858,1073.739,1105.88,122806,122040,120425,120117,119900,120035,120981,120904,0.11057015582824117,0.5264957689568946,0.3629257952870651,4105,386,210,66,366,794,1481,7.5,6.7,6.5,7.1,19.5,6.2
03159,NA,NA,NA,NA,NA,NA,NA,8177.343,8156.73,8220.335,8361.754,8636.169,8763.016,9191.376,9837.618,9655.066,9122.257,9431.912,10028.011,10035.39,10046.787,10376.273,10622.529,10939.135,4418.386,4453.085,4555.203,4507.183,4502.482,4405.617,4449.709,4580.301,4747.184,4734.107,4975.152,5192.608,5308.869,5379.217,5585.561,5801.677,5972.647,NA,NA,NA,NA,NA,NA,NA,327065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03251,NA,NA,NA,NA,NA,NA,NA,4267.489,4413.42,4404.671,4436.771,4675.692,4586.35,4847.681,5086.121,5181.228,4848.331,5160.87,5592.773,5666.588,5807.873,5956.497,6102.735,6337.968,2022.282,2068.779,1980.323,2137.001,2134.575,2076.082,2103.638,2189.245,2157.887,2192.539,2265.565,2384.389,2483.732,2575.945,2667.567,2796.035,2871.238,213634,213558,209745,209671,209955,211093,213976,215082,0.1054194189928262,0.5667684731396643,0.3278073726827189,5018,472,208,97,568,908,1387,5,4.5,4.2,4.8,13.1,4.8
03252,NA,NA,NA,NA,NA,NA,NA,3824.792,3731.429,3795.111,3383.532,3636.738,3807.181,4010.339,3983.032,4408.149,4229.121,4445.834,4592.11,4581.596,4518.269,4648.78,4753.823,4869.762,2063.051,2056.765,2032.235,1985.082,1971.973,1933.316,1896.331,1881.234,2011.57,1971.598,2046.741,2100.697,2146.771,2176.571,2236.195,2327.356,2392.116,155164,154085,149513,148532,147755,147813,148281,148265,0.11331101631183489,0.5568052496023532,0.32988373408581184,6217,943,366,112,650,1004,2200,9.2,8.2,8.5,7.9,20.1,8.5
03254,NA,NA,NA,NA,NA,NA,NA,5615.842,5634.236,5896.211,6059.397,6055.965,6048.247,6092.077,6194.35,6406.799,6119.448,6379.124,6725.971,6926.273,6851.793,7139.052,7320.127,7521.784,3427.199,3427.037,3349.804,3393.569,3441.094,3374.054,3363.106,3470.821,3403.593,3367.227,3445.249,3544.272,3592.538,3731.708,3813.195,3943.458,4113.805,284551,282856,276383,275330,274519,274554,277055,277300,0.2366649255209928,0.47506979592571913,0.28826167618292836,11492,1369,511,213,1118,1895,4923,9,8.1,8.5,7.7,22.2,7.6
03255,NA,NA,NA,NA,NA,NA,NA,1638.356,1601.838,1622.211,1594.641,1546.923,1551.286,1636.119,1723.915,1735.983,1678.514,1877.547,1861.401,1900.278,2015.075,1943.715,2022.352,2151.623,950.972,953.619,913.308,867.774,844.876,826.099,802.999,819.727,824.551,827.073,861.782,880.499,902.604,924.78,951.99,992.826,1025.388,74094,73240,73155,72459,71877,71438,71659,71510,0.11804535813346385,0.613164192092239,0.2687768532115081,2940,245,145,51,290,560,996,9.1,8.2,8,8.5,16.8,7.4
03256,NA,NA,NA,NA,NA,NA,NA,2653.229,2704.387,2677.144,2395.201,2554.028,2497.859,2682.314,2791.477,2790.398,2685.917,2830.435,2979.296,3150.622,3345.858,3455.125,3592.778,3543.256,1308.918,1315.146,1251.421,1286.27,1316.411,1304.375,1330.481,1362.464,1309.454,1363.337,1418.412,1493.351,1538.279,1574.484,1613.599,1673.78,1732.518,122989,122206,121390,120225,119848,119631,120632,121503,0.06911756284716257,0.6523915871107075,0.27849903060348,3773,384,186,79,416,743,1138,6.7,6,5.7,6.4,12.9,6
03257,NA,NA,NA,NA,NA,NA,NA,2928.623,3000.596,2886.469,2961.371,2909.237,2897.948,3046.944,3119.45,3058.572,2953.226,3101.992,3205.132,3358.106,3403.927,3533.83,3701.34,3783.165,1419.052,1439.78,1446.369,1445.974,1452.878,1414.182,1523.607,1516.107,1519.385,1522.176,1561.137,1607.362,1645.462,1687.474,1749.899,1829.233,1898.723,161746,160636,157026,156039,155599,155847,156206,157616,0.1041677248946005,0.5787829532178596,0.317055671255143,6209,848,323,119,691,1169,2300,8.7,7.9,7.7,8,21.8,8.9
03241,NA,NA,NA,NA,NA,NA,NA,34028.077,34324.364,34872.779,35254.137,35233.287,37809.245,39750.791,40282.038,41686.469,40190.018,41701.557,44095.346,44641.444,44489.733,45838.423,46825.781,49578.237,18343.63,18348.935,19142.771,18596.466,18616.475,18454.447,18959.647,19054.034,19999.56,20495.093,20847.92,21700.348,22469.983,23161.192,24157.144,25131.795,25860.749,1130262,1132130,1106219,1112675,1119526,1128037,1144481,1148700,0.12817081579329365,0.41296904485411523,0.4588619538394542,49572,11508,1026,808,4546,7555,8105,9.6,8.6,9,8.2,20.7,7.8
03351,NA,NA,NA,NA,NA,NA,NA,4030.075,3828.207,3804.785,3649.255,3567.189,3529.95,3791.517,4009.899,4179.28,4122.914,4272.804,4423.899,4674.719,4742.969,4883.673,5066.87,5072.338,2004.095,2000.049,1947.747,2014.466,2023.55,1985.665,2022.369,2041.474,2108.587,2184.395,2263.372,2342.004,2376.683,2418.958,2541.095,2667.545,2701.528,179247,178528,176054,175706,175552,176157,177971,178370,0.08012903956081273,0.5616050710283548,0.35826588941083254,7110,798,304,162,853,1171,2596,9.1,8.2,8.6,7.8,22.6,8.6
03352,NA,NA,NA,NA,NA,NA,NA,2962.614,3031.127,3024.263,3086.065,3146.493,3121.033,3215.599,3388.19,3413.859,3349.992,3466.762,3551.467,3943.614,4056.553,4378.636,4344.842,4267.155,1448.88,1456.753,1445.42,1476.388,1458.258,1407.064,1427.503,1461.581,1503.654,1568.359,1604.423,1661.357,1734.158,1812.303,1880.591,1927.11,1963.387,201188,200464,198115,197433,196607,196787,198103,198670,0.06681859571278367,0.6114942875684812,0.32169214748185154,6168,574,289,136,689,1107,2002,7,6.3,6.4,6.2,14.8,6.6
03353,NA,NA,NA,NA,NA,NA,NA,3552.276,3519.965,3604.741,3679.761,3764.39,3774.444,3966.644,4127.025,4411.59,4362.038,4512.737,4795.44,5146.003,5139.672,5387.466,5760.094,5830.017,1580.74,1605.966,1630.02,1614.526,1618.561,1607.447,1654.042,1710.19,1836.532,1884.293,1955.794,2025.404,2140.186,2253.454,2347.364,2477.825,2594.418,245624,246868,239269,240548,242871,245199,248122,250326,0.0641746664821362,0.44785546231174744,0.48796567733168933,6307,758,266,99,629,1267,2011,5.6,5,5,5.1,15.5,4.9
03354,NA,NA,NA,NA,NA,NA,NA,816.093,819.29,830.36,825.024,875.319,867.651,932.369,925.39,950.151,881.673,914.984,987.136,1001.725,1072.977,1121.238,1139.544,1213.341,414.738,417.021,393.179,397.529,402.576,398.168,404.702,410.498,407.004,399.794,418.088,449.752,453.985,471.031,489.917,512.03,530.082,49699,49213,49082,48928,48670,48728,50128,48825,0.05241337262473326,0.6072147139518341,0.3403719134234326,2224,132,102,44,225,354,871,11.6,10.4,10.3,10.5,29.7,10.4
03355,NA,NA,NA,NA,NA,NA,NA,3090.85,3175.244,3190.549,3262.995,3357.454,3431.88,3429.415,3643.843,3699.071,3618.359,3807.582,4099.033,4033.672,4273.356,4486.435,4733.151,4818.381,1720.507,1765.522,1761.137,1813.103,1804.929,1769.214,1799.169,1883.982,1877.242,1933.51,2026.709,2113.093,2153.849,2242.527,2361.453,2437.959,2553.493,177042,177279,174685,175640,176727,178122,180719,181605,0.07190319486799561,0.5035463436765965,0.424550461455408,5701,520,244,99,550,834,1689,7.1,6.4,6.9,5.9,17.9,6.1
03356,NA,NA,NA,NA,NA,NA,NA,1576.9,1675.902,1675.786,1712.063,1757.431,1704.406,1786.178,1792.427,1827.064,1808.177,1901.577,1961.955,1990.709,1980.865,2067.339,2118.672,2232.751,790.849,805.042,840.581,805.024,812.395,791.075,798.33,822.825,855.341,891.177,912.276,942.764,953.875,952.59,969.556,1021.119,1070.993,112029,111876,110842,110816,110882,111484,113579,112695,0.06436924630546313,0.5577465804683203,0.37788417322621654,2521,277,96,35,207,492,868,4.9,4.4,4.2,4.6,17.6,3.6
03357,NA,NA,NA,NA,NA,NA,NA,3102.324,3158.371,3090.751,3086.407,3252.594,3297.58,3571.773,3923.561,3978.181,3857.78,4113.33,4332.18,4571.666,4826.606,4960.414,5051.499,5152.921,1630.286,1668.819,1654.049,1685.965,1691.582,1676.007,1696.647,1847.852,1851.414,1958.52,2026.916,2079.658,2132.994,2170.682,2224.883,2318.721,2419.355,164064,163860,162182,161780,161308,161842,163253,163372,0.05152219067635166,0.6531592984526136,0.2953185108710347,4048,285,158,48,438,698,1236,5.3,4.8,4.6,5,11.2,4.3
03358,NA,NA,NA,NA,NA,NA,NA,2978.472,3056.48,3164.519,3468.448,3486.629,3358.804,3558.423,3756.058,3608.285,3619.973,3715.474,3852.185,3939.984,3916.752,4145.161,4256.166,4295.653,1580.508,1580.36,1683.413,1684.251,1685.159,1663.463,1703.427,1807.268,1752.345,1862.014,1895.988,1921.993,1958.504,1985.515,2029.174,2109.849,2203.425,140053,139630,136072,135772,136251,136200,140264,139641,0.07093998961175774,0.6169811182723329,0.3120788921159094,5098,511,240,141,692,828,1880,7.9,7.2,6.9,7.5,17.5,8.3
03359,NA,NA,NA,NA,NA,NA,NA,4246.258,4435.733,4404.751,4183.519,4450.075,4789.68,4738.575,4732.372,5002.148,4831.444,4948.332,5097.322,5182.844,5416.829,5554.042,5923.154,6097.147,2025.197,2048.136,2005.059,2056.797,2090.829,2105.323,2172.346,2214.441,2294.467,2277.079,2335.938,2457.327,2410.122,2487.595,2644.739,2718.18,2821.736,196952,197132,195606,195779,196516,197448,200054,201638,0.0597544128933231,0.5432233307751343,0.3970222563315426,6698,609,305,126,690,1179,2437,7.2,6.5,5.9,7.2,14.1,5.9
03360,NA,NA,NA,NA,NA,NA,NA,1683.129,1691.396,1751.776,1750.335,1796.432,1742.569,1791.727,1922.482,2067.465,1980.748,1996.383,2113.805,2197.531,2230.197,2359.772,2353.195,2447.916,912.203,908.208,953.08,894.5,906.81,887.281,893.71,924.332,955.321,962.698,981.681,1022.275,1059.325,1078.285,1120.779,1164.266,1203.54,94428,94020,93284,92801,92356,92533,93131,92961,0.06563314671567161,0.6358284542074447,0.2985277148596094,3341,206,179,51,351,554,919,8.3,7.5,7.9,7.1,19,8
03361,NA,NA,NA,NA,NA,NA,NA,2938.011,2876.874,2892.599,2837.715,2862.239,2867.657,3042.046,3270.967,3250.33,3228.234,3344.948,3456.737,3606.445,3756.636,3896.773,3940.291,4049.353,1516.339,1546.72,1542.552,1550.476,1540.254,1484.468,1507.889,1538.153,1578.073,1581.378,1630.831,1680.658,1733.526,1801.998,1896.085,1973.871,2030.592,133328,133368,131936,132129,132459,133215,134645,135842,0.06619047619047619,0.54994708994709,0.38386243386243385,3837,516,141,28,255,771,1802,6.1,5.5,5.2,5.9,17.3,3.4
03401,NA,NA,NA,NA,NA,NA,NA,1226.173,1241.036,1260.288,1257.967,1334.552,1341.987,1394.229,1442.897,1430.672,1436.719,1443.687,1493.234,1536.241,1531.372,1588.461,1696.503,1725.555,694.187,706.619,715.306,696.312,687.916,694.377,711.094,755.302,742.673,777.753,784.672,799.275,827.351,827.291,851.741,888.749,901.718,74512,74361,73364,73588,74052,74804,76323,77045,0.1384032077684733,0.39486102397643275,0.466735768255094,3941,763,196,72,366,622,1536,11.3,10.2,9.8,10.6,26.8,8.5
03402,NA,NA,NA,NA,NA,NA,NA,2263.073,2390.845,2100.46,2078.347,2022.143,2132.372,2317.682,2413.195,2277.681,2135.903,2647.168,2843.811,2800.963,2840.679,2972.166,2777.143,3563.976,1228.591,1252.366,1178.005,1186.755,1188.792,1184.869,1286.101,1224.272,1249.359,1304.556,1320.616,1429.232,1503.761,1530.29,1596.419,1667.591,1673.048,51292,51616,49848,49751,49790,50016,50694,50486,0.07925763753590295,0.6182336754574488,0.30250868700664835,2462,172,144,52,266,391,905,10.8,9.8,8.9,10.8,16.9,8.2
03403,NA,NA,NA,NA,NA,NA,NA,5238.962,5420.269,5526.619,5312.172,5485.244,5507.952,5616.983,6094.747,6007.099,6395.075,6243.179,6417.066,6490.182,6418.253,6562.874,6830.965,7239.041,2754.789,2805.936,2892.993,2890.488,2865.366,2823.545,2894.029,2942.378,3084.626,3140.915,3256.682,3415.259,3538.701,3573.23,3672.695,3838.76,4004.836,161334,162173,157706,158658,159610,160907,163830,165711,0.143113304126104,0.4593589246313594,0.3975277712425366,7171,957,409,142,775,1035,2637,9.5,8.6,9.3,7.9,22.9,8.5
03404,NA,NA,NA,NA,NA,NA,NA,6270.183,6019.122,6109.557,6094.249,6352.948,6223.978,6499.944,6815.509,6948.026,6122.434,6411.363,6936.205,6864.221,7107.794,7456.209,7819.351,7954.868,3367.931,3388.705,3301.972,3403.302,3366.085,3296.522,3379.947,3453.144,3589.355,3470.528,3474.44,3669.208,3825.616,3955.241,4101.49,4290.663,4399.99,163514,164119,154513,155625,156315,156897,162403,164070,0.34665157222883686,0.33352852002940814,0.319819907741755,6683,1421,442,70,568,1148,2459,9.1,8.2,8.3,8,20,6.1
03405,NA,NA,NA,NA,NA,NA,NA,2593.649,2512.739,2325.038,2426.035,2599.945,2451.386,2632.248,2708.278,2888.029,2800.3,2804.345,2835.367,2809.648,2809.392,2900.523,2964.775,2952.921,1331.287,1308.965,1278.503,1360.173,1342.075,1327.109,1372.07,1362.388,1404.576,1497.338,1511.97,1480.544,1497.885,1458.27,1470.604,1516.863,1579.824,81137,81324,76926,76545,75728,75534,75995,76201,0.11540199610076048,0.44770241830318525,0.4368955855960543,4752,414,291,64,381,662,1980,14.2,12.8,13.7,11.8,27.8,8.7
03451,NA,NA,NA,NA,NA,NA,NA,2045.054,2166.596,2195.129,2067.248,2211.964,2179.699,2283.252,2435.31,2543.624,2559.667,2667.581,2884.872,2960.317,3105.597,3151.89,3300.614,3401.045,1103.445,1118.502,1103.525,1141.073,1142.927,1153.081,1194.598,1232.153,1284.812,1302.321,1369.36,1442.394,1491.291,1540.002,1592.508,1676.901,1761.626,117517,118004,117951,118489,118865,119917,121435,122698,0.08750593663070765,0.6039249609878553,0.308569102381437,2971,209,187,29,255,595,948,5.4,4.9,4.8,5.1,11.7,3.7
03452,NA,NA,NA,NA,NA,NA,NA,2979.233,3070.514,3018.199,3034.751,3108.642,3138.188,3180.904,3325.603,3499.373,3504.504,3655.183,3818.98,3992.473,4239.736,4517.406,4728.26,4828.905,1427.135,1430.713,1443.524,1487.224,1441.65,1416.732,1455.705,1523.743,1613.689,1667.793,1734.538,1820.3,1907.33,2021.996,2147.212,2265.824,2386.94,188973,188947,186713,186673,187058,187998,189199,190066,0.05788303693570451,0.7234310875512996,0.21868053180574556,7180,420,432,120,708,1175,2301,8.6,7.8,7.2,8.4,18.3,6.1
03453,NA,NA,NA,NA,NA,NA,NA,2991.574,3309.632,3229.831,3133.512,3313.292,3372.319,3572.454,3720.144,3924.037,3918.4,4386.13,4542.364,4735.282,4781.537,4857.52,5134.962,5325.1,1352.255,1380.755,1426.949,1428.25,1462.772,1469.023,1520.712,1608.377,1714.889,1776.002,1848.458,1979.663,2067.886,2087.785,2206.318,2333.435,2468.253,157506,158194,159290,160033,160176,162350,164734,165930,0.604448433195052,0.20292210848704317,0.19262945831790482,4397,382,326,77,448,848,1311,6,5.4,4.9,6,8.6,3.7
03454,NA,NA,NA,NA,NA,NA,NA,7486.673,7542.686,7503.612,8043.235,8691.521,8463.676,9260.013,9845.32,10458.054,9901.391,10355.874,11112.114,11586.189,11514.875,11598.979,12032.522,12730.365,3485.81,3614.234,3621.613,3681.586,3717.382,3733.293,3890.629,4022.771,4147.387,4274.376,4456.483,4714.969,4914.425,5053.148,5222.01,5478.273,5684.32,313098,313056,311634,312855,313689,315757,319488,321391,0.6844665031550456,0.17299550932369837,0.142537987521256,5975,443,386,94,709,1182,1565,4.1,3.7,3.2,4.2,10.7,3.2
03455,NA,NA,NA,NA,NA,NA,NA,1973.589,2055.246,2032.191,2005.577,1887.269,1922.179,1894.719,1921.787,1992.923,1910.109,2025.278,2080.868,2177.829,2175.739,2299.231,2513.856,2562.718,980.349,1003.324,986.983,1025.538,990.339,942.781,930.942,917.609,936.669,990.062,980.209,1024.472,1073.731,1113.37,1160.993,1228.785,1272.809,99851,99598,97857,97327,97093,96937,97900,98409,0.08344786162945769,0.5820887925154486,0.3344633458550937,3081,199,244,50,294,545,1004,7.2,6.4,6.6,6.2,20.5,5.4
03456,NA,NA,NA,NA,NA,NA,NA,2648.892,2486.568,2439.578,2479.5,2605.792,2589.261,2859.511,3049.854,3197.527,3066.669,3156.994,3505.707,3730.876,3882.643,4016.296,4158.256,4030.837,1317.892,1312.539,1300.623,1316.432,1326.646,1310.135,1374.389,1441.585,1456.025,1489.768,1561.545,1685.756,1737.281,1797.667,1863.454,1954.469,2007.493,135346,135047,133400,133652,133678,134329,135662,135770,0.2522433374564264,0.49101540537501404,0.25674125716855956,3169,502,157,38,233,681,1335,5.1,4.6,4.2,5.2,15.8,2.5
03457,NA,NA,NA,NA,NA,NA,NA,2780.399,2969.267,2910.975,2835.303,2945.212,3075.008,3198.11,3532.851,3839.084,3849.185,3988.409,4100.992,4136.926,4442.607,4450.266,4581.091,4590.073,1270.298,1277.423,1272.047,1318.515,1301.243,1291.721,1358.973,1440.452,1511.65,1557.208,1578.885,1638.798,1691.233,1736.594,1799.519,1881.262,1935.429,164837,164705,163991,164202,164792,165809,167548,168253,0.1070730992724254,0.6705527613653011,0.22237413936227354,5949,372,317,119,736,918,2081,8.1,7.4,6.7,8.2,18.8,6.9
03458,NA,NA,NA,NA,NA,NA,NA,1956.17,1984.714,1969.572,1972.422,2058.568,2042.553,2292.239,2314.239,2386.151,2185.191,2318.288,2434.114,2521.843,2695.49,2822.337,2893.493,2927.974,919.768,919.433,940.579,937.21,927.093,910.783,927.73,955.366,1013.711,1023.848,1071.975,1105.106,1142.137,1204.224,1264.735,1318.386,1372.932,126571,127282,125265,125413,125778,126798,128608,129484,0.11932168139823221,0.541870975482942,0.33879934407871054,3034,268,182,66,320,525,920,5.2,4.7,4.3,5,10.5,4.5
