,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arbeitslose nach Gemeinden
07336025, Föckelberg,8 ,0 ,2 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
07336027, Frohnhofen,8 ,0 ,2 ,3 ,3 ,1 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
07336029, Ginsweiler,11 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07336030, Glanbrücken,24 ,1 ,2 ,6 ,4 ,1 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,16 ,0 ,1 ,2 ,1 ,1 ,0 ,0 ,0 ,0 
07336031, Glan-Münchweiler,28 ,1 ,2 ,10 ,6 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,1 ,6 ,5 ,0 ,0 ,0 ,0 ,0 ,14 ,1 ,1 ,4 ,1 ,0 ,0 ,0 ,0 ,0 
07336032, Gries,36 ,0 ,4 ,13 ,7 ,1 ,0 ,0 ,0 ,0 ,16 ,0 ,3 ,5 ,4 ,1 ,0 ,0 ,0 ,0 ,20 ,0 ,0 ,8 ,4 ,0 ,0 ,0 ,0 ,0 
07336033, Grumbach,13 ,0 ,2 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07336034, Haschbach am Remigiusberg,12 ,0 ,2 ,5 ,2 ,1 ,0 ,0 ,0 ,0 ,9 ,0 ,1 ,5 ,2 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
07336035, Hausweiler,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07336036, Hefersweiler,15 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
07336037, Henschtal,4 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07336038, Heinzenhausen,8 ,1 ,1 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 
07336039, Herchweiler,14 ,0 ,3 ,5 ,4 ,1 ,0 ,1 ,0 ,0 ,12 ,0 ,2 ,4 ,4 ,1 ,0 ,1 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
07336040, Herren-Sulzbach,5 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07336041, Herschweiler-Pettersheim,29 ,0 ,5 ,8 ,5 ,1 ,0 ,0 ,0 ,0 ,15 ,0 ,4 ,4 ,3 ,1 ,0 ,0 ,0 ,0 ,13 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
07336042, Hinzweiler,11 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07336043, Hohenöllen,15 ,0 ,1 ,7 ,5 ,1 ,0 ,0 ,1 ,1 ,8 ,0 ,0 ,6 ,5 ,1 ,0 ,0 ,1 ,1 ,6 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
07336044, Homberg,7 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07336045, Hoppstädten,9 ,0 ,0 ,6 ,4 ,1 ,0 ,0 ,1 ,0 ,5 ,0 ,0 ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,2 ,1 ,1 ,0 ,0 ,1 ,0 
07336046, Horschbach,5 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07336047, Hüffler,11 ,1 ,2 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,8 ,1 ,1 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07336048, Jettenbach,22 ,2 ,3 ,8 ,6 ,1 ,0 ,0 ,0 ,0 ,14 ,1 ,3 ,7 ,5 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,1 ,0 ,1 ,0 ,0 ,0 ,0 
07336049, Kappeln,5 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07336050, Kirrweiler,8 ,0 ,1 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 
07336051, Körborn,5 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07336052, Konken,22 ,0 ,1 ,10 ,6 ,1 ,0 ,0 ,0 ,0 ,15 ,0 ,1 ,7 ,5 ,1 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
07336053, Kreimbach-Kaulbach,30 ,2 ,7 ,8 ,6 ,0 ,0 ,0 ,0 ,0 ,13 ,1 ,4 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,17 ,1 ,3 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
07336054, Krottelbach,21 ,1 ,3 ,8 ,5 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,3 ,6 ,5 ,0 ,0 ,0 ,0 ,0 ,9 ,1 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
07336055," Kusel, Stadt",182 ,2 ,22 ,59 ,35 ,12 ,0 ,1 ,4 ,2 ,71 ,1 ,14 ,26 ,21 ,3 ,0 ,0 ,1 ,1 ,111 ,1 ,8 ,32 ,14 ,9 ,0 ,0 ,3 ,2 
07336056, Langenbach,16 ,1 ,1 ,4 ,3 ,1 ,0 ,0 ,0 ,0 ,7 ,1 ,1 ,3 ,2 ,1 ,0 ,0 ,0 ,0 ,9 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
07336057, Langweiler,8 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
07336058," Lauterecken, Stadt",88 ,3 ,10 ,22 ,9 ,8 ,0 ,0 ,1 ,0 ,23 ,2 ,4 ,9 ,5 ,1 ,0 ,0 ,0 ,0 ,65 ,1 ,6 ,14 ,4 ,6 ,0 ,0 ,1 ,0 
07336060, Lohnweiler,14 ,1 ,2 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,1 ,4 ,0 ,0 ,0 ,0 ,0 ,0 
07336061, Medard,17 ,0 ,2 ,5 ,3 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
07336062, Merzweiler,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07336064, Nanzdietschweiler,24 ,0 ,3 ,7 ,3 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,3 ,5 ,2 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 
07336065, Nerzweiler,4 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
07336066, Neunkirchen am Potzberg,10 ,0 ,1 ,3 ,3 ,1 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
07336067, Niederalben,7 ,0 ,1 ,4 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
07336068, Niederstaufenbach,7 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
07336069, Nußbach,25 ,2 ,3 ,9 ,6 ,1 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,18 ,2 ,3 ,4 ,2 ,1 ,0 ,0 ,0 ,0 
07336070, Oberalben,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07336071, Oberstaufenbach,6 ,0 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
07336072, Oberweiler im Tal,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07336073, Oberweiler-Tiefenbach,8 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
07336074, Odenbach,42 ,1 ,5 ,11 ,6 ,1 ,0 ,0 ,0 ,0 ,11 ,0 ,3 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,32 ,1 ,2 ,6 ,2 ,1 ,0 ,0 ,0 ,0 
07336075, Offenbach-Hundheim,52 ,3 ,9 ,11 ,6 ,5 ,0 ,0 ,0 ,0 ,15 ,0 ,4 ,6 ,4 ,1 ,0 ,0 ,0 ,0 ,36 ,2 ,5 ,5 ,2 ,4 ,0 ,0 ,0 ,0 
07336076, Ohmbach,22 ,0 ,3 ,7 ,6 ,2 ,0 ,0 ,0 ,0 ,10 ,0 ,2 ,6 ,5 ,1 ,0 ,0 ,0 ,0 ,12 ,0 ,1 ,1 ,0 ,1 ,0 ,0 ,0 ,0 
07336077, Pfeffelbach,27 ,1 ,4 ,9 ,6 ,0 ,0 ,0 ,0 ,0 ,18 ,1 ,4 ,8 ,6 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
07336079, Rammelsbach,61 ,1 ,9 ,17 ,10 ,3 ,0 ,0 ,0 ,0 ,24 ,0 ,6 ,10 ,8 ,0 ,0 ,0 ,0 ,0 ,37 ,0 ,3 ,8 ,3 ,2 ,0 ,0 ,0 ,0 
07336081, Rathsweiler,7 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07336082, Rehweiler,12 ,0 ,1 ,4 ,3 ,1 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 
07336084, Reichweiler,13 ,0 ,2 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,2 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07336085, Reipoltskirchen,13 ,0 ,3 ,4 ,3 ,2 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,2 ,2 ,1 ,2 ,0 ,0 ,0 ,0 
07336086, Relsberg,7 ,0 ,2 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
07336087, Rothselberg,18 ,0 ,2 ,5 ,5 ,1 ,0 ,0 ,0 ,0 ,9 ,0 ,2 ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 
07336088, Ruthweiler,11 ,0 ,2 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
07336089, Rutsweiler am Glan,7 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07336090, Rutsweiler an der Lauter,18 ,0 ,2 ,9 ,4 ,2 ,0 ,0 ,0 ,0 ,9 ,0 ,2 ,4 ,3 ,1 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,4 ,1 ,1 ,0 ,0 ,0 ,0 
07336091, Schellweiler,9 ,0 ,2 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,2 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07336092, Schönenberg-Kübelberg,186 ,3 ,21 ,60 ,39 ,14 ,0 ,1 ,2 ,0 ,82 ,3 ,17 ,34 ,29 ,5 ,0 ,1 ,1 ,0 ,104 ,0 ,4 ,27 ,11 ,9 ,0 ,0 ,1 ,0 
07336094, Selchenbach,9 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
07336095, Sankt Julian,36 ,1 ,5 ,10 ,5 ,1 ,0 ,0 ,0 ,0 ,13 ,0 ,3 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,23 ,1 ,2 ,4 ,1 ,1 ,0 ,0 ,0 ,0 
07336096, Steinbach am Glan,34 ,1 ,4 ,9 ,4 ,0 ,0 ,0 ,0 ,0 ,13 ,1 ,3 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,21 ,0 ,1 ,5 ,1 ,0 ,0 ,0 ,0 ,0 
07336097, Thallichtenberg,12 ,0 ,2 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07336098, Theisbergstegen,15 ,0 ,2 ,6 ,6 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,2 ,5 ,5 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
07336099, Ulmet,16 ,0 ,4 ,4 ,1 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,3 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07336100, Unterjeckenbach,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07336101, Wahnwegen,17 ,0 ,4 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,3 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 
07336102, Waldmohr,167 ,3 ,16 ,49 ,23 ,12 ,0 ,1 ,2 ,1 ,61 ,2 ,11 ,26 ,18 ,4 ,0 ,0 ,1 ,1 ,106 ,2 ,5 ,23 ,6 ,8 ,0 ,1 ,1 ,0 
07336103, Welchweiler,9 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07336104, Wiesweiler,16 ,0 ,3 ,4 ,1 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,2 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
07336105," Wolfstein, Stadt",95 ,2 ,9 ,26 ,17 ,6 ,0 ,1 ,2 ,2 ,25 ,0 ,3 ,10 ,8 ,2 ,0 ,1 ,0 ,0 ,70 ,1 ,6 ,16 ,9 ,4 ,0 ,0 ,2 ,2 
07336106, Bedesbach,23 ,0 ,3 ,9 ,6 ,0 ,0 ,0 ,0 ,0 ,17 ,0 ,2 ,8 ,5 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
07336107, Matzenbach,20 ,1 ,3 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,10 ,1 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
07336501, Quirnbach/ Pfalz,8 ,1 ,1 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,5 ,1 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
07337, Südliche Weinstraße,"2,385 ",52 ,270 ,773 ,470 ,232 ,3 ,17 ,51 ,24 ,"1,242 ",33 ,194 ,477 ,328 ,70 ,1 ,6 ,18 ,8 ,"1,143 ",19 ,76 ,296 ,142 ,162 ,2 ,11 ,33 ,16 
07337001, Albersweiler,53 ,1 ,6 ,13 ,9 ,4 ,0 ,0 ,1 ,0 ,24 ,1 ,6 ,8 ,7 ,0 ,0 ,0 ,0 ,0 ,29 ,0 ,1 ,5 ,2 ,4 ,0 ,0 ,1 ,0 
07337002, Altdorf,12 ,0 ,3 ,3 ,2 ,1 ,0 ,0 ,0 ,0 ,10 ,0 ,3 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
07337005," Bad Bergzabern, Stadt",292 ,4 ,25 ,111 ,66 ,41 ,0 ,2 ,10 ,6 ,99 ,1 ,12 ,48 ,35 ,8 ,0 ,1 ,3 ,2 ,194 ,3 ,12 ,64 ,32 ,33 ,0 ,1 ,7 ,4 
07337006, Barbelroth,5 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07337007, Billigheim-Ingenheim,94 ,2 ,12 ,29 ,14 ,3 ,0 ,0 ,0 ,0 ,49 ,2 ,8 ,20 ,10 ,0 ,0 ,0 ,0 ,0 ,45 ,1 ,4 ,8 ,4 ,2 ,0 ,0 ,0 ,0 
07337008, Birkenhördt,16 ,0 ,2 ,6 ,2 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,2 ,5 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
07337009, Birkweiler,10 ,0 ,0 ,4 ,3 ,1 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,2 ,2 ,1 ,0 ,0 ,0 ,0 
07337011, Böbingen,10 ,1 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,7 ,1 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07337012, Böchingen,18 ,0 ,3 ,6 ,4 ,1 ,0 ,0 ,1 ,1 ,10 ,0 ,2 ,5 ,3 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,1 ,1 
07337013, Böllenborn,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07337014, Bornheim,28 ,0 ,2 ,10 ,6 ,2 ,0 ,0 ,0 ,0 ,17 ,0 ,2 ,8 ,5 ,1 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,2 ,1 ,1 ,0 ,0 ,0 ,0 
07337015, Burrweiler,19 ,0 ,1 ,6 ,5 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07337017, Dernbach,13 ,0 ,1 ,5 ,5 ,1 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,2 ,1 ,1 ,0 ,0 ,0 ,0 
07337018, Dierbach,11 ,0 ,0 ,5 ,2 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,0 
07337019, Dörrenbach,18 ,1 ,3 ,10 ,6 ,0 ,0 ,0 ,0 ,0 ,12 ,1 ,2 ,6 ,5 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
07337020," Edenkoben, Stadt",201 ,5 ,18 ,54 ,26 ,48 ,1 ,4 ,8 ,3 ,68 ,2 ,9 ,20 ,13 ,10 ,0 ,1 ,2 ,1 ,133 ,4 ,10 ,34 ,13 ,37 ,1 ,3 ,7 ,2 
07337021, Edesheim,37 ,1 ,4 ,11 ,6 ,3 ,0 ,0 ,0 ,0 ,21 ,1 ,3 ,8 ,5 ,2 ,0 ,0 ,0 ,0 ,16 ,0 ,1 ,4 ,1 ,2 ,0 ,0 ,0 ,0 
07337022, Eschbach,8 ,0 ,0 ,3 ,2 ,1 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 
07337023, Essingen,44 ,1 ,4 ,15 ,10 ,4 ,0 ,0 ,0 ,0 ,27 ,1 ,3 ,11 ,8 ,1 ,0 ,0 ,0 ,0 ,17 ,0 ,1 ,4 ,2 ,3 ,0 ,0 ,0 ,0 
07337024, Eußerthal,19 ,1 ,4 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,11 ,1 ,3 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
07337025, Flemlingen,6 ,0 ,0 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
07337026, Frankweiler,14 ,0 ,1 ,6 ,5 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
07337027, Freimersheim (Pfalz),15 ,0 ,0 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 
07337028, Gleisweiler,13 ,0 ,1 ,3 ,1 ,1 ,0 ,0 ,1 ,0 ,6 ,0 ,0 ,2 ,1 ,1 ,0 ,0 ,1 ,0 ,7 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
07337029, Gleiszellen-Gleishorbach,6 ,0 ,1 ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07337031, Göcklingen,11 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
07337032, Gommersheim,23 ,0 ,1 ,8 ,5 ,2 ,0 ,0 ,0 ,0 ,18 ,0 ,1 ,7 ,5 ,1 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07337033, Gossersweiler-Stein,34 ,1 ,4 ,10 ,6 ,1 ,0 ,0 ,0 ,0 ,16 ,1 ,3 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,17 ,0 ,1 ,6 ,3 ,1 ,0 ,0 ,0 ,0 
07337035, Großfischlingen,13 ,0 ,2 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,2 ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
