,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arbeitslose nach Gemeinden     Jahreszahlen 2012
09780144," Weitnau, Markt",76 ,2 ,10 ,31 ,18 ,4 ,0 ,0 ,0 ,0 ,39 ,1 ,8 ,16 ,11 ,3 ,0 ,0 ,0 ,0 ,36 ,1 ,2 ,15 ,7 ,1 ,0 ,0 ,0 ,0 
09780145," Wertach, Markt",37 ,1 ,4 ,16 ,12 ,3 ,0 ,0 ,2 ,2 ,32 ,1 ,4 ,16 ,12 ,2 ,0 ,0 ,2 ,2 ,4 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 
09780146," Wiggensbach, Markt",50 ,2 ,6 ,22 ,13 ,2 ,0 ,0 ,1 ,1 ,38 ,2 ,5 ,17 ,9 ,1 ,0 ,0 ,0 ,0 ,12 ,0 ,0 ,6 ,4 ,1 ,0 ,0 ,1 ,1 
09780147, Wildpoldsried,29 ,1 ,5 ,9 ,7 ,1 ,0 ,0 ,0 ,0 ,26 ,1 ,5 ,8 ,6 ,1 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
10, Saarland,"34,283 ",721 ,"3,624 ","10,583 ","6,210 ","5,212 ",106 ,430 ,"1,336 ",712 ,"10,534 ",224 ,"1,673 ","3,889 ","2,766 ","1,038 ",19 ,141 ,259 ,174 ,"23,748 ",497 ,"1,951 ","6,694 ","3,444 ","4,174 ",87 ,289 ,"1,077 ",538 
10041, Regionalverband Saarbrücken,"14,729 ",271 ,"1,388 ","4,295 ","2,382 ","2,594 ",41 ,172 ,654 ,338 ,"3,404 ",74 ,510 ,"1,218 ",846 ,400 ,8 ,50 ,104 ,69 ,"11,326 ",198 ,878 ,"3,078 ","1,537 ","2,194 ",33 ,123 ,550 ,270 
10041100," Saarbrücken, Landeshauptstadt","9,588 ",174 ,862 ,"2,760 ","1,519 ","1,852 ",24 ,108 ,488 ,255 ,"1,835 ",35 ,250 ,608 ,414 ,254 ,4 ,25 ,59 ,39 ,"7,754 ",139 ,612 ,"2,152 ","1,105 ","1,598 ",20 ,84 ,429 ,216 
10041511," Friedrichsthal, Stadt",402 ,4 ,36 ,113 ,58 ,32 ,0 ,0 ,3 ,1 ,112 ,2 ,22 ,43 ,32 ,4 ,0 ,0 ,0 ,0 ,290 ,1 ,13 ,71 ,27 ,28 ,0 ,0 ,3 ,1 
10041512, Großrosseln,203 ,3 ,22 ,48 ,30 ,19 ,0 ,1 ,3 ,1 ,73 ,2 ,11 ,24 ,16 ,5 ,0 ,1 ,2 ,1 ,130 ,2 ,11 ,24 ,14 ,14 ,0 ,0 ,2 ,0 
10041513, Heusweiler,418 ,7 ,36 ,142 ,88 ,34 ,1 ,2 ,9 ,5 ,192 ,6 ,25 ,84 ,62 ,8 ,1 ,1 ,3 ,2 ,226 ,1 ,11 ,58 ,27 ,26 ,0 ,1 ,6 ,3 
10041514, Kleinblittersdorf,293 ,4 ,28 ,118 ,78 ,21 ,0 ,2 ,7 ,5 ,109 ,1 ,18 ,52 ,40 ,6 ,0 ,0 ,3 ,3 ,184 ,3 ,10 ,66 ,38 ,15 ,0 ,1 ,4 ,2 
10041515," Püttlingen, Stadt",438 ,7 ,38 ,146 ,83 ,41 ,1 ,2 ,12 ,6 ,201 ,4 ,27 ,81 ,52 ,13 ,0 ,1 ,6 ,2 ,237 ,3 ,11 ,65 ,31 ,27 ,1 ,1 ,6 ,4 
10041516, Quierschied,367 ,6 ,41 ,101 ,58 ,30 ,0 ,3 ,8 ,2 ,125 ,5 ,26 ,45 ,30 ,8 ,0 ,2 ,2 ,1 ,242 ,1 ,15 ,55 ,28 ,22 ,0 ,1 ,6 ,1 
10041517, Riegelsberg,322 ,5 ,27 ,109 ,68 ,29 ,0 ,1 ,9 ,5 ,147 ,4 ,18 ,63 ,48 ,10 ,0 ,1 ,5 ,4 ,175 ,2 ,10 ,46 ,20 ,19 ,0 ,1 ,4 ,2 
10041518," Sulzbach/ Saar, Stadt",790 ,14 ,75 ,232 ,121 ,104 ,2 ,7 ,19 ,8 ,208 ,5 ,35 ,73 ,53 ,21 ,0 ,3 ,4 ,2 ,582 ,9 ,39 ,159 ,68 ,83 ,2 ,4 ,15 ,6 
10041519," Völklingen, Stadt","1,908 ",47 ,224 ,525 ,278 ,433 ,12 ,46 ,96 ,50 ,403 ,10 ,78 ,144 ,99 ,70 ,2 ,16 ,20 ,14 ,"1,505 ",37 ,146 ,381 ,179 ,363 ,10 ,30 ,76 ,36 
10042, Merzig-Wadern,"2,601 ",58 ,297 ,773 ,493 ,294 ,4 ,29 ,75 ,48 ,"1,058 ",26 ,173 ,378 ,277 ,88 ,1 ,12 ,20 ,16 ,"1,543 ",32 ,124 ,395 ,216 ,207 ,3 ,17 ,55 ,32 
10042111, Beckingen,375 ,8 ,39 ,113 ,71 ,27 ,0 ,3 ,8 ,5 ,156 ,3 ,24 ,58 ,41 ,7 ,0 ,1 ,2 ,2 ,219 ,6 ,16 ,54 ,31 ,20 ,0 ,2 ,6 ,3 
10042112, Losheim am See,387 ,6 ,39 ,125 ,79 ,35 ,1 ,2 ,8 ,4 ,176 ,3 ,23 ,68 ,49 ,11 ,0 ,1 ,3 ,2 ,211 ,4 ,16 ,56 ,30 ,23 ,0 ,1 ,5 ,3 
10042113," Merzig, Kreisstadt",816 ,18 ,93 ,222 ,143 ,116 ,1 ,10 ,31 ,22 ,303 ,9 ,54 ,102 ,73 ,33 ,0 ,3 ,11 ,10 ,513 ,9 ,38 ,120 ,70 ,83 ,1 ,6 ,20 ,13 
10042114, Mettlach,270 ,4 ,29 ,82 ,54 ,45 ,1 ,5 ,12 ,7 ,118 ,2 ,17 ,44 ,35 ,11 ,0 ,1 ,2 ,2 ,151 ,2 ,12 ,38 ,19 ,34 ,1 ,4 ,10 ,4 
10042115, Perl,81 ,3 ,11 ,29 ,21 ,20 ,0 ,3 ,7 ,4 ,50 ,2 ,9 ,15 ,12 ,9 ,0 ,2 ,1 ,0 ,31 ,1 ,2 ,14 ,9 ,10 ,0 ,1 ,6 ,4 
10042116," Wadern, Stadt",440 ,12 ,60 ,134 ,87 ,39 ,1 ,6 ,7 ,6 ,169 ,5 ,31 ,62 ,46 ,12 ,0 ,3 ,1 ,0 ,271 ,7 ,29 ,72 ,40 ,27 ,0 ,2 ,6 ,6 
10042117, Weiskirchen,233 ,7 ,25 ,69 ,37 ,14 ,0 ,1 ,2 ,0 ,87 ,2 ,14 ,29 ,21 ,4 ,0 ,1 ,0 ,0 ,146 ,5 ,11 ,40 ,16 ,9 ,0 ,0 ,2 ,0 
10043, Neunkirchen,"5,084 ",112 ,590 ,"1,645 ",958 ,659 ,15 ,62 ,190 ,88 ,"1,600 ",33 ,258 ,602 ,426 ,147 ,4 ,23 ,43 ,28 ,"3,484 ",79 ,332 ,"1,043 ",532 ,512 ,12 ,39 ,147 ,59 
10043111, Eppelborn,420 ,9 ,53 ,149 ,97 ,36 ,1 ,4 ,12 ,3 ,182 ,4 ,25 ,74 ,54 ,8 ,0 ,1 ,1 ,0 ,237 ,5 ,28 ,74 ,43 ,27 ,1 ,3 ,11 ,3 
10043112, Illingen,407 ,8 ,43 ,154 ,94 ,35 ,1 ,4 ,13 ,7 ,167 ,3 ,21 ,70 ,49 ,7 ,0 ,0 ,4 ,3 ,240 ,5 ,22 ,83 ,45 ,28 ,1 ,4 ,9 ,3 
10043113, Merchweiler,306 ,11 ,43 ,100 ,52 ,28 ,2 ,3 ,9 ,1 ,106 ,4 ,22 ,39 ,26 ,5 ,0 ,1 ,2 ,0 ,201 ,7 ,21 ,61 ,26 ,23 ,1 ,2 ,7 ,1 
10043114," Neunkirchen, Kreisstadt","2,617 ",57 ,299 ,822 ,460 ,459 ,9 ,42 ,131 ,62 ,637 ,13 ,111 ,232 ,169 ,91 ,2 ,16 ,23 ,16 ,"1,980 ",45 ,188 ,591 ,291 ,368 ,7 ,26 ,108 ,46 
10043115," Ottweiler, Stadt",426 ,8 ,48 ,133 ,76 ,31 ,2 ,4 ,5 ,2 ,168 ,2 ,25 ,59 ,38 ,7 ,0 ,1 ,1 ,0 ,257 ,5 ,24 ,74 ,38 ,23 ,1 ,3 ,4 ,2 
10043116, Schiffweiler,509 ,11 ,64 ,157 ,96 ,34 ,0 ,2 ,12 ,9 ,182 ,4 ,33 ,69 ,49 ,15 ,0 ,2 ,8 ,6 ,327 ,7 ,31 ,88 ,47 ,19 ,0 ,0 ,4 ,3 
10043117, Spiesen-Elversberg,400 ,9 ,39 ,131 ,83 ,37 ,1 ,3 ,8 ,3 ,157 ,4 ,21 ,58 ,41 ,14 ,0 ,1 ,4 ,3 ,243 ,5 ,18 ,72 ,42 ,23 ,1 ,2 ,5 ,0 
10044, Saarlouis,"5,925 ",197 ,793 ,"1,725 ","1,075 ",977 ,38 ,116 ,230 ,133 ,"1,977 ",48 ,345 ,682 ,480 ,211 ,4 ,32 ,44 ,26 ,"3,948 ",150 ,449 ,"1,042 ",595 ,766 ,34 ,84 ,187 ,107 
10044111," Dillingen/ Saar, Stadt",760 ,22 ,105 ,220 ,136 ,165 ,5 ,23 ,42 ,27 ,238 ,6 ,42 ,71 ,49 ,46 ,0 ,9 ,7 ,5 ,522 ,16 ,64 ,149 ,86 ,119 ,4 ,13 ,36 ,22 
10044112," Lebach, Stadt",534 ,12 ,72 ,164 ,114 ,96 ,3 ,17 ,23 ,16 ,174 ,3 ,29 ,71 ,54 ,13 ,0 ,1 ,4 ,2 ,360 ,9 ,43 ,92 ,60 ,83 ,3 ,15 ,19 ,14 
10044113, Nalbach,172 ,8 ,24 ,46 ,28 ,30 ,2 ,4 ,3 ,2 ,78 ,4 ,18 ,22 ,15 ,8 ,0 ,2 ,1 ,0 ,94 ,4 ,7 ,24 ,13 ,22 ,2 ,3 ,2 ,2 
10044114, Rehlingen-Siersburg,254 ,5 ,33 ,86 ,59 ,22 ,0 ,1 ,8 ,6 ,122 ,2 ,16 ,52 ,36 ,9 ,0 ,1 ,4 ,2 ,133 ,3 ,17 ,34 ,23 ,13 ,0 ,0 ,4 ,3 
10044115," Saarlouis, Kreisstadt","1,496 ",52 ,201 ,450 ,277 ,276 ,10 ,30 ,68 ,39 ,433 ,8 ,74 ,151 ,102 ,58 ,0 ,7 ,13 ,8 ,"1,063 ",44 ,127 ,299 ,175 ,218 ,9 ,23 ,56 ,31 
10044116, Saarwellingen,308 ,11 ,40 ,85 ,56 ,36 ,0 ,4 ,8 ,5 ,123 ,4 ,20 ,44 ,31 ,11 ,0 ,1 ,2 ,1 ,185 ,7 ,20 ,41 ,25 ,25 ,0 ,3 ,6 ,4 
10044117, Schmelz,416 ,11 ,51 ,123 ,71 ,54 ,1 ,4 ,9 ,5 ,149 ,4 ,26 ,45 ,33 ,12 ,0 ,2 ,2 ,2 ,267 ,7 ,25 ,78 ,38 ,42 ,0 ,2 ,8 ,4 
10044118, Schwalbach,467 ,16 ,63 ,113 ,65 ,55 ,3 ,7 ,8 ,3 ,165 ,2 ,30 ,54 ,35 ,8 ,0 ,2 ,2 ,1 ,302 ,14 ,33 ,60 ,30 ,46 ,3 ,5 ,6 ,2 
10044119, Überherrn,287 ,8 ,38 ,94 ,61 ,30 ,0 ,2 ,8 ,5 ,110 ,2 ,20 ,48 ,36 ,5 ,0 ,0 ,1 ,1 ,177 ,6 ,17 ,46 ,25 ,25 ,0 ,1 ,7 ,4 
10044120, Wadgassen,511 ,23 ,67 ,154 ,91 ,75 ,4 ,8 ,18 ,9 ,169 ,5 ,28 ,59 ,39 ,16 ,1 ,4 ,4 ,1 ,341 ,18 ,38 ,95 ,51 ,58 ,2 ,5 ,14 ,7 
10044121, Wallerfangen,252 ,11 ,36 ,74 ,47 ,34 ,3 ,6 ,12 ,6 ,83 ,3 ,16 ,29 ,22 ,6 ,0 ,0 ,2 ,1 ,170 ,7 ,20 ,45 ,24 ,28 ,2 ,5 ,10 ,4 
10044122, Bous,239 ,7 ,30 ,59 ,36 ,59 ,3 ,6 ,13 ,7 ,69 ,1 ,10 ,19 ,14 ,10 ,0 ,1 ,2 ,1 ,170 ,7 ,20 ,40 ,23 ,50 ,3 ,5 ,11 ,5 
10044123, Ensdorf,229 ,11 ,34 ,58 ,36 ,44 ,3 ,6 ,12 ,5 ,64 ,2 ,16 ,18 ,13 ,8 ,0 ,2 ,2 ,0 ,165 ,9 ,19 ,40 ,22 ,37 ,3 ,3 ,9 ,4 
10045, Saarpfalz-Kreis,"4,129 ",65 ,416 ,"1,470 ",886 ,555 ,8 ,46 ,141 ,78 ,"1,643 ",27 ,252 ,681 ,507 ,154 ,2 ,21 ,38 ,28 ,"2,486 ",38 ,163 ,790 ,380 ,401 ,5 ,25 ,103 ,50 
10045111," Bexbach, Stadt",567 ,8 ,55 ,184 ,114 ,52 ,0 ,4 ,10 ,4 ,225 ,3 ,37 ,89 ,65 ,10 ,0 ,2 ,2 ,1 ,343 ,5 ,18 ,95 ,49 ,41 ,0 ,2 ,8 ,3 
10045112," Blieskastel, Stadt",480 ,7 ,47 ,172 ,117 ,44 ,1 ,4 ,11 ,5 ,237 ,3 ,28 ,108 ,85 ,12 ,0 ,1 ,4 ,3 ,243 ,4 ,19 ,64 ,32 ,32 ,1 ,3 ,7 ,2 
10045113, Gersheim,147 ,4 ,13 ,60 ,39 ,10 ,0 ,0 ,2 ,1 ,74 ,3 ,10 ,35 ,27 ,3 ,0 ,0 ,0 ,0 ,73 ,0 ,3 ,25 ,12 ,7 ,0 ,0 ,1 ,1 
10045114," Homburg, Kreisstadt","1,517 ",18 ,141 ,519 ,304 ,281 ,3 ,21 ,71 ,40 ,499 ,5 ,77 ,190 ,140 ,74 ,0 ,8 ,17 ,14 ,"1,018 ",14 ,64 ,330 ,164 ,207 ,2 ,13 ,54 ,27 
10045115, Kirkel,190 ,3 ,18 ,69 ,44 ,19 ,0 ,1 ,3 ,2 ,101 ,2 ,15 ,46 ,32 ,8 ,0 ,1 ,0 ,0 ,89 ,1 ,3 ,24 ,11 ,11 ,0 ,0 ,3 ,1 
10045116, Mandelbachtal,181 ,3 ,21 ,78 ,54 ,8 ,0 ,1 ,3 ,2 ,113 ,2 ,18 ,58 ,43 ,5 ,0 ,0 ,3 ,2 ,68 ,1 ,3 ,20 ,11 ,4 ,0 ,1 ,0 ,0 
10045117," St. Ingbert, Stadt","1,048 ",22 ,120 ,387 ,214 ,142 ,3 ,13 ,41 ,24 ,396 ,9 ,67 ,155 ,115 ,42 ,1 ,7 ,11 ,8 ,652 ,13 ,53 ,232 ,99 ,100 ,2 ,6 ,30 ,16 
10046, St. Wendel,"1,814 ",17 ,141 ,675 ,416 ,133 ,1 ,4 ,46 ,27 ,852 ,16 ,135 ,329 ,230 ,38 ,1 ,4 ,11 ,8 ,962 ,1 ,6 ,346 ,186 ,95 ,0 ,0 ,35 ,19 
10046111, Freisen,180 ,2 ,15 ,73 ,47 ,8 ,0 ,1 ,0 ,0 ,88 ,2 ,14 ,42 ,33 ,2 ,0 ,1 ,0 ,0 ,92 ,0 ,1 ,32 ,14 ,6 ,0 ,0 ,0 ,0 
10046112, Marpingen,193 ,2 ,16 ,76 ,47 ,13 ,0 ,0 ,6 ,3 ,92 ,2 ,16 ,37 ,25 ,4 ,0 ,0 ,1 ,1 ,100 ,0 ,0 ,39 ,22 ,10 ,0 ,0 ,4 ,2 
10046113, Namborn,145 ,2 ,14 ,49 ,32 ,11 ,0 ,1 ,1 ,1 ,82 ,2 ,13 ,30 ,22 ,4 ,0 ,1 ,1 ,1 ,63 ,0 ,1 ,19 ,10 ,7 ,0 ,0 ,1 ,0 
10046114, Nohfelden,210 ,2 ,19 ,77 ,48 ,15 ,0 ,1 ,4 ,2 ,106 ,2 ,18 ,40 ,26 ,5 ,0 ,1 ,1 ,0 ,104 ,0 ,0 ,38 ,22 ,9 ,0 ,0 ,3 ,1 
10046115, Nonnweiler,159 ,1 ,11 ,65 ,36 ,12 ,0 ,0 ,8 ,3 ,73 ,1 ,10 ,25 ,14 ,3 ,0 ,0 ,2 ,1 ,86 ,0 ,1 ,40 ,23 ,9 ,0 ,0 ,6 ,2 
10046116, Oberthal,120 ,1 ,12 ,35 ,22 ,7 ,0 ,0 ,3 ,2 ,53 ,1 ,12 ,17 ,13 ,2 ,0 ,0 ,0 ,0 ,68 ,0 ,0 ,18 ,8 ,5 ,0 ,0 ,3 ,2 
10046117," St. Wendel, Kreisstadt",623 ,5 ,41 ,231 ,140 ,55 ,0 ,1 ,19 ,12 ,254 ,5 ,40 ,96 ,69 ,13 ,0 ,1 ,4 ,3 ,369 ,0 ,1 ,135 ,71 ,42 ,0 ,0 ,15 ,9 
10046118, Tholey,183 ,2 ,13 ,68 ,44 ,12 ,0 ,0 ,6 ,4 ,103 ,2 ,12 ,41 ,28 ,4 ,0 ,0 ,2 ,2 ,79 ,0 ,1 ,27 ,15 ,8 ,0 ,0 ,4 ,2 
11, Berlin,"215,352 ","4,290 ","21,304 ","54,910 ","29,992 ","47,365 ",987 ,"3,855 ","8,728 ","4,178 ","41,723 ",347 ,"4,534 ","13,342 ","9,212 ","5,279 ",28 ,441 ,"1,050 ",636 ,"173,630 ","3,944 ","16,770 ","41,568 ","20,780 ","42,085 ",959 ,"3,414 ","7,678 ","3,543 "
11000000," Berlin, Stadt","215,352 ","4,290 ","21,304 ","54,910 ","29,992 ","47,365 ",987 ,"3,855 ","8,728 ","4,178 ","41,723 ",347 ,"4,534 ","13,342 ","9,212 ","5,279 ",28 ,441 ,"1,050 ",636 ,"173,630 ","3,944 ","16,770 ","41,568 ","20,780 ","42,085 ",959 ,"3,414 ","7,678 ","3,543 "
12, Brandenburg,"136,115 ","1,461 ","11,949 ","50,686 ","29,661 ","4,233 ",45 ,211 ,"1,062 ",557 ,"40,541 ",404 ,"4,900 ","18,953 ","13,449 ",706 ,6 ,37 ,157 ,94 ,"95,574 ","1,057 ","7,049 ","31,733 ","16,212 ","3,526 ",39 ,173 ,905 ,463 
12051000," Brandenburg an der Havel, St.","5,303 ",51 ,520 ,"1,930 ","1,113 ",202 ,1 ,9 ,64 ,35 ,996 ,11 ,128 ,451 ,328 ,23 ,0 ,1 ,4 ,2 ,"4,307 ",40 ,391 ,"1,479 ",785 ,179 ,0 ,8 ,60 ,33 
12052000," Cottbus, Stadt","6,546 ",79 ,692 ,"2,071 ","1,196 ",324 ,4 ,18 ,84 ,53 ,"1,448 ",13 ,183 ,691 ,507 ,34 ,0 ,2 ,5 ,3 ,"5,098 ",66 ,509 ,"1,380 ",689 ,290 ,4 ,16 ,79 ,50 
12053000," Frankfurt (Oder), Stadt","4,519 ",43 ,348 ,"1,578 ",904 ,313 ,2 ,12 ,95 ,54 ,"1,023 ",11 ,129 ,490 ,343 ,40 ,1 ,3 ,9 ,6 ,"3,496 ",32 ,219 ,"1,088 ",561 ,273 ,1 ,9 ,86 ,48 
12054000," Potsdam, Stadt","6,474 ",82 ,634 ,"1,714 ",983 ,625 ,10 ,42 ,138 ,68 ,"1,759 ",17 ,200 ,594 ,430 ,71 ,1 ,3 ,8 ,3 ,"4,715 ",66 ,434 ,"1,121 ",553 ,554 ,9 ,39 ,131 ,65 
12060, Barnim,"9,412 ",138 ,991 ,"3,415 ","2,000 ",306 ,5 ,20 ,81 ,46 ,"2,827 ",34 ,374 ,"1,359 ","1,001 ",51 ,1 ,3 ,14 ,9 ,"6,586 ",103 ,617 ,"2,056 ",999 ,255 ,4 ,16 ,66 ,37 
12060005, Ahrensfelde,292 ,5 ,32 ,127 ,82 ,5 ,0 ,0 ,2 ,1 ,172 ,2 ,23 ,86 ,61 ,1 ,0 ,0 ,0 ,0 ,120 ,3 ,8 ,42 ,21 ,4 ,0 ,0 ,2 ,1 
12060012, Althüttendorf,35 ,0 ,4 ,19 ,10 ,1 ,0 ,0 ,0 ,0 ,15 ,0 ,2 ,10 ,8 ,0 ,0 ,0 ,0 ,0 ,20 ,0 ,2 ,9 ,2 ,1 ,0 ,0 ,0 ,0 
12060020," Bernau bei Berlin, Stadt","1,959 ",38 ,230 ,649 ,383 ,141 ,3 ,12 ,35 ,18 ,572 ,11 ,84 ,260 ,198 ,14 ,0 ,2 ,2 ,1 ,"1,386 ",27 ,146 ,389 ,185 ,126 ,2 ,10 ,33 ,18 
12060024," Biesenthal, Stadt",246 ,3 ,26 ,87 ,52 ,4 ,0 ,0 ,1 ,1 ,86 ,1 ,15 ,36 ,26 ,1 ,0 ,0 ,1 ,1 ,160 ,2 ,10 ,50 ,26 ,3 ,0 ,0 ,0 ,0 
12060034, Breydin,48 ,0 ,3 ,23 ,15 ,0 ,0 ,0 ,0 ,0 ,18 ,0 ,1 ,13 ,10 ,0 ,0 ,0 ,0 ,0 ,29 ,0 ,1 ,9 ,5 ,0 ,0 ,0 ,0 ,0 
12060036, Britz,111 ,0 ,8 ,43 ,26 ,0 ,0 ,0 ,0 ,0 ,43 ,0 ,5 ,22 ,14 ,0 ,0 ,0 ,0 ,0 ,68 ,0 ,3 ,21 ,12 ,0 ,0 ,0 ,0 ,0 
12060045, Chorin,112 ,1 ,10 ,55 ,33 ,0 ,0 ,0 ,0 ,0 ,48 ,1 ,8 ,24 ,18 ,0 ,0 ,0 ,0 ,0 ,64 ,1 ,2 ,30 ,15 ,0 ,0 ,0 ,0 ,0 
12060052," Eberswalde, Stadt","3,524 ",48 ,422 ,"1,162 ",634 ,101 ,1 ,5 ,31 ,17 ,647 ,4 ,103 ,299 ,224 ,15 ,0 ,1 ,4 ,2 ,"2,876 ",44 ,320 ,863 ,410 ,87 ,1 ,4 ,26 ,15 
12060068, Friedrichswalde,38 ,0 ,3 ,21 ,10 ,1 ,0 ,0 ,0 ,0 ,20 ,0 ,1 ,12 ,6 ,0 ,0 ,0 ,0 ,0 ,18 ,0 ,2 ,9 ,4 ,1 ,0 ,0 ,0 ,0 
12060092, Hohenfinow,35 ,0 ,2 ,14 ,11 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,1 ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,26 ,0 ,0 ,9 ,8 ,0 ,0 ,0 ,0 ,0 
12060100," Joachimsthal, Stadt",230 ,4 ,18 ,83 ,53 ,3 ,0 ,0 ,1 ,1 ,60 ,1 ,5 ,33 ,23 ,2 ,0 ,0 ,1 ,1 ,170 ,4 ,12 ,49 ,29 ,2 ,0 ,0 ,0 ,0 
12060128, Liepe,42 ,0 ,3 ,19 ,12 ,1 ,0 ,0 ,1 ,1 ,16 ,0 ,1 ,8 ,6 ,0 ,0 ,0 ,0 ,0 ,26 ,0 ,2 ,11 ,5 ,1 ,0 ,0 ,1 ,1 
12060149, Lunow-Stolzenhagen,78 ,2 ,5 ,33 ,27 ,1 ,0 ,0 ,0 ,0 ,29 ,1 ,3 ,14 ,12 ,0 ,0 ,0 ,0 ,0 ,49 ,1 ,2 ,19 ,15 ,1 ,0 ,0 ,0 ,0 
12060154, Marienwerder,76 ,1 ,4 ,29 ,18 ,0 ,0 ,0 ,0 ,0 ,32 ,1 ,3 ,16 ,12 ,0 ,0 ,0 ,0 ,0 ,43 ,1 ,1 ,13 ,6 ,0 ,0 ,0 ,0 ,0 
12060161, Melchow,41 ,0 ,2 ,16 ,12 ,0 ,0 ,0 ,0 ,0 ,23 ,0 ,2 ,9 ,6 ,0 ,0 ,0 ,0 ,0 ,19 ,0 ,0 ,7 ,6 ,0 ,0 ,0 ,0 ,0 
12060172, Niederfinow,23 ,0 ,2 ,8 ,4 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,1 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,0 ,6 ,4 ,0 ,0 ,0 ,0 ,0 
12060176," Oderberg, Stadt",186 ,3 ,12 ,80 ,36 ,2 ,0 ,0 ,1 ,1 ,46 ,0 ,5 ,20 ,14 ,0 ,0 ,0 ,0 ,0 ,140 ,2 ,7 ,61 ,21 ,2 ,0 ,0 ,1 ,1 
12060181, Panketal,483 ,9 ,51 ,204 ,147 ,10 ,0 ,0 ,3 ,3 ,269 ,4 ,32 ,136 ,106 ,6 ,0 ,0 ,3 ,3 ,214 ,5 ,19 ,68 ,41 ,4 ,0 ,0 ,0 ,0 
12060185, Parsteinsee,49 ,2 ,5 ,19 ,9 ,1 ,0 ,0 ,1 ,0 ,14 ,0 ,0 ,6 ,3 ,1 ,0 ,0 ,1 ,0 ,36 ,2 ,4 ,13 ,6 ,0 ,0 ,0 ,0 ,0 
12060192, Rüdnitz,86 ,2 ,11 ,29 ,19 ,1 ,0 ,0 ,0 ,0 ,33 ,1 ,7 ,12 ,8 ,0 ,0 ,0 ,0 ,0 ,53 ,1 ,4 ,16 ,10 ,1 ,0 ,0 ,0 ,0 
12060198, Schorfheide,492 ,6 ,36 ,231 ,135 ,6 ,0 ,0 ,1 ,1 ,194 ,2 ,18 ,108 ,76 ,2 ,0 ,0 ,1 ,1 ,298 ,4 ,18 ,124 ,59 ,4 ,0 ,0 ,0 ,0 
12060250, Sydower Fließ,42 ,0 ,4 ,16 ,9 ,1 ,0 ,0 ,0 ,0 ,16 ,0 ,1 ,6 ,3 ,0 ,0 ,0 ,0 ,0 ,26 ,0 ,3 ,10 ,6 ,0 ,0 ,0 ,0 ,0 
12060269, Wandlitz,773 ,9 ,68 ,303 ,172 ,17 ,0 ,0 ,1 ,0 ,321 ,4 ,37 ,158 ,112 ,4 ,0 ,0 ,0 ,0 ,452 ,5 ,31 ,144 ,60 ,13 ,0 ,0 ,1 ,0 
12060280," Werneuchen, Stadt",381 ,4 ,28 ,132 ,82 ,8 ,0 ,0 ,3 ,2 ,129 ,1 ,14 ,60 ,46 ,3 ,0 ,0 ,1 ,1 ,252 ,3 ,14 ,72 ,36 ,6 ,0 ,0 ,2 ,1 
12060296, Ziethen,33 ,0 ,3 ,16 ,10 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,25 ,0 ,2 ,12 ,7 ,0 ,0 ,0 ,0 ,0 
12061, Dahme-Spreewald,"6,196 ",57 ,504 ,"2,276 ","1,359 ",224 ,2 ,9 ,50 ,21 ,"1,971 ",20 ,223 ,888 ,636 ,32 ,0 ,2 ,6 ,3 ,"4,225 ",37 ,281 ,"1,387 ",723 ,191 ,1 ,7 ,44 ,18 
12061005, Alt Zauche-Wußwerk,20 ,0 ,0 ,10 ,8 ,1 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,5 ,3 ,1 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,5 ,4 ,0 ,0 ,0 ,0 ,0 
12061017, Bersteland,26 ,0 ,4 ,9 ,4 ,1 ,0 ,0 ,1 ,0 ,13 ,0 ,3 ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,2 ,5 ,1 ,1 ,0 ,0 ,1 ,0 
12061020, Bestensee,282 ,2 ,30 ,102 ,65 ,2 ,0 ,0 ,1 ,0 ,77 ,0 ,11 ,34 ,25 ,1 ,0 ,0 ,0 ,0 ,205 ,2 ,18 ,68 ,40 ,1 ,0 ,0 ,0 ,0 
12061061, Byhleguhre-Byhlen,24 ,0 ,2 ,10 ,7 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,2 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,0 ,5 ,3 ,0 ,0 ,0 ,0 ,0 
12061097, Drahnsdorf,20 ,0 ,4 ,8 ,7 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,3 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
