,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arbeitslose nach Gemeinden     Jahreszahlen 2014
01051006, Barlt,23 ,1 ,4 ,6 ,5 ,3 ,0 ,1 ,0 ,0 ,6 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,17 ,0 ,2 ,5 ,4 ,2 ,0 ,0 ,0 ,0 
01051008, Bergewöhrden,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01051010, Brickeln,8 ,0 ,1 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
01051011," Brunsbüttel, Stadt",535 ,12 ,59 ,149 ,83 ,42 ,1 ,3 ,8 ,4 ,123 ,2 ,19 ,53 ,39 ,4 ,0 ,0 ,1 ,0 ,412 ,10 ,40 ,96 ,44 ,39 ,1 ,3 ,7 ,4 
01051012, Buchholz,23 ,0 ,3 ,7 ,5 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,2 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,1 ,4 ,2 ,0 ,0 ,0 ,0 ,0 
01051013, Büsum,188 ,4 ,16 ,76 ,46 ,13 ,0 ,1 ,4 ,2 ,87 ,2 ,7 ,44 ,28 ,7 ,0 ,0 ,2 ,2 ,101 ,2 ,9 ,32 ,18 ,6 ,0 ,1 ,1 ,1 
01051014, Büsumer Deichhausen,12 ,0 ,0 ,5 ,2 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
01051015, Bunsoh,25 ,0 ,2 ,9 ,6 ,1 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,1 ,5 ,2 ,0 ,0 ,0 ,0 ,0 
01051016, Burg (Dithmarschen),195 ,7 ,28 ,52 ,29 ,12 ,0 ,1 ,4 ,2 ,37 ,1 ,7 ,14 ,10 ,1 ,0 ,0 ,0 ,0 ,158 ,6 ,21 ,38 ,18 ,11 ,0 ,1 ,4 ,2 
01051017, Busenwurth,10 ,0 ,2 ,4 ,2 ,3 ,0 ,0 ,1 ,0 ,3 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,1 ,3 ,1 ,2 ,0 ,0 ,1 ,0 
01051019, Dellstedt,21 ,0 ,2 ,6 ,3 ,1 ,0 ,0 ,0 ,0 ,7 ,0 ,1 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,1 ,3 ,2 ,1 ,0 ,0 ,0 ,0 
01051020, Delve,20 ,0 ,1 ,9 ,6 ,1 ,0 ,0 ,1 ,0 ,12 ,0 ,1 ,6 ,5 ,1 ,0 ,0 ,1 ,0 ,7 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
01051021, Diekhusen-Fahrstedt,16 ,0 ,3 ,5 ,4 ,2 ,0 ,1 ,0 ,0 ,7 ,0 ,2 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,2 ,2 ,1 ,2 ,0 ,1 ,0 ,0 
01051022, Dingen,14 ,1 ,2 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,9 ,1 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
01051023, Dörpling,19 ,1 ,2 ,4 ,1 ,2 ,0 ,0 ,0 ,0 ,9 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,2 ,0 ,1 ,0 ,0 ,0 ,0 
01051024, Eddelak,38 ,1 ,3 ,9 ,5 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,1 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,27 ,1 ,2 ,4 ,1 ,0 ,0 ,0 ,0 ,0 
01051026, Eggstedt,25 ,2 ,5 ,9 ,7 ,2 ,0 ,0 ,0 ,0 ,10 ,1 ,2 ,6 ,5 ,0 ,0 ,0 ,0 ,0 ,15 ,1 ,3 ,3 ,2 ,2 ,0 ,0 ,0 ,0 
01051027, Elpersbüttel,20 ,1 ,4 ,6 ,6 ,1 ,0 ,1 ,0 ,0 ,7 ,1 ,1 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,2 ,2 ,2 ,1 ,0 ,1 ,0 ,0 
01051028, Epenwöhrden,20 ,1 ,4 ,6 ,4 ,1 ,0 ,0 ,0 ,0 ,5 ,0 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,2 ,4 ,3 ,1 ,0 ,0 ,0 ,0 
01051030, Fedderingen,6 ,0 ,1 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 
01051032, Frestedt,13 ,2 ,3 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,7 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
01051033, Friedrichsgabekoog,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01051034, Friedrichskoog,75 ,1 ,6 ,29 ,20 ,2 ,0 ,0 ,0 ,0 ,34 ,0 ,3 ,16 ,12 ,0 ,0 ,0 ,0 ,0 ,41 ,0 ,3 ,12 ,8 ,1 ,0 ,0 ,0 ,0 
01051035, Gaushorn,7 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
01051036, Glüsing,4 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
01051037, Großenrade,13 ,0 ,1 ,6 ,3 ,1 ,0 ,0 ,1 ,0 ,6 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,1 ,4 ,1 ,1 ,0 ,0 ,1 ,0 
01051038, Groven,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01051039, Gudendorf,11 ,1 ,3 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,8 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
01051043, Hedwigenkoog,6 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01051044," Heide, Stadt","1,090 ",38 ,149 ,281 ,157 ,127 ,4 ,12 ,18 ,10 ,232 ,6 ,33 ,92 ,66 ,16 ,0 ,2 ,4 ,3 ,858 ,32 ,116 ,189 ,91 ,110 ,4 ,11 ,14 ,6 
01051045, Hellschen-Heringsand-Untersch.,5 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
01051046, Helse,22 ,1 ,3 ,11 ,6 ,1 ,0 ,0 ,0 ,0 ,10 ,1 ,2 ,7 ,5 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,1 ,3 ,1 ,0 ,0 ,0 ,0 ,0 
01051047, Hemme,23 ,0 ,2 ,8 ,5 ,1 ,0 ,0 ,1 ,1 ,9 ,0 ,1 ,3 ,2 ,1 ,0 ,0 ,1 ,1 ,14 ,0 ,1 ,5 ,2 ,0 ,0 ,0 ,0 ,0 
01051048, Hemmingstedt,91 ,2 ,8 ,30 ,18 ,4 ,0 ,0 ,1 ,0 ,42 ,1 ,4 ,17 ,11 ,1 ,0 ,0 ,0 ,0 ,49 ,1 ,4 ,13 ,7 ,3 ,0 ,0 ,1 ,0 
01051049, Hennstedt,62 ,2 ,7 ,19 ,10 ,1 ,0 ,0 ,0 ,0 ,22 ,1 ,3 ,11 ,8 ,0 ,0 ,0 ,0 ,0 ,39 ,1 ,5 ,8 ,2 ,1 ,0 ,0 ,0 ,0 
01051050, Hillgroven,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01051051, Hochdonn,44 ,2 ,8 ,13 ,7 ,2 ,0 ,0 ,1 ,0 ,12 ,0 ,2 ,6 ,5 ,0 ,0 ,0 ,0 ,0 ,32 ,2 ,6 ,7 ,2 ,2 ,0 ,0 ,1 ,0 
01051052, Hövede,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01051053, Hollingstedt,8 ,1 ,3 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
01051054, Immenstedt,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01051057, Kaiser-Wilhelm-Koog,9 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
01051058, Karolinenkoog,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
01051060, Kleve,14 ,1 ,2 ,4 ,1 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,8 ,1 ,1 ,3 ,0 ,0 ,0 ,0 ,0 ,0 
01051061, Krempel,24 ,0 ,2 ,11 ,6 ,1 ,0 ,0 ,0 ,0 ,11 ,0 ,1 ,7 ,5 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,0 ,4 ,1 ,1 ,0 ,0 ,0 ,0 
01051062, Kronprinzenkoog,24 ,1 ,2 ,7 ,6 ,1 ,0 ,0 ,0 ,0 ,11 ,0 ,2 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,1 ,3 ,2 ,1 ,0 ,0 ,0 ,0 
01051063, Krumstedt,10 ,0 ,1 ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
01051064, Kuden,14 ,1 ,2 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,10 ,1 ,2 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
01051065, Lehe,21 ,1 ,2 ,7 ,4 ,0 ,0 ,0 ,0 ,0 ,8 ,1 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,1 ,6 ,3 ,0 ,0 ,0 ,0 ,0 
01051067, Lieth,8 ,0 ,1 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
01051068, Linden,13 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01051069, Lohe-Rickelshof,46 ,0 ,5 ,13 ,10 ,1 ,0 ,0 ,0 ,0 ,20 ,0 ,4 ,7 ,6 ,0 ,0 ,0 ,0 ,0 ,26 ,0 ,2 ,6 ,4 ,1 ,0 ,0 ,0 ,0 
01051071, Lunden,114 ,5 ,18 ,33 ,17 ,3 ,0 ,1 ,0 ,0 ,20 ,1 ,4 ,8 ,5 ,0 ,0 ,0 ,0 ,0 ,94 ,4 ,14 ,25 ,11 ,3 ,0 ,1 ,0 ,0 
01051072," Marne, Stadt",215 ,4 ,21 ,68 ,34 ,6 ,0 ,1 ,2 ,0 ,56 ,0 ,7 ,27 ,19 ,1 ,0 ,0 ,0 ,0 ,159 ,4 ,14 ,41 ,16 ,5 ,0 ,0 ,2 ,0 
01051073, Marnerdeich,12 ,0 ,1 ,4 ,2 ,1 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
01051074," Meldorf, Stadt",333 ,14 ,52 ,89 ,45 ,23 ,0 ,3 ,6 ,4 ,72 ,1 ,12 ,29 ,18 ,3 ,0 ,0 ,1 ,0 ,261 ,13 ,41 ,60 ,27 ,21 ,0 ,2 ,5 ,4 
01051075, Neuenkirchen,25 ,0 ,2 ,9 ,6 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,16 ,0 ,2 ,6 ,3 ,0 ,0 ,0 ,0 ,0 
01051076, Neufeld,15 ,0 ,0 ,4 ,1 ,1 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 
01051077, Neufelderkoog,2 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
01051078, Nindorf,22 ,0 ,1 ,3 ,2 ,1 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,16 ,0 ,0 ,2 ,2 ,1 ,0 ,0 ,0 ,0 
01051079, Norddeich,15 ,0 ,1 ,5 ,3 ,1 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,2 ,1 ,1 ,0 ,0 ,0 ,0 
01051080, Norderheistedt,7 ,0 ,1 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
01051081, Norderwöhrden,5 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01051082, Nordhastedt,76 ,3 ,9 ,23 ,12 ,4 ,0 ,0 ,0 ,0 ,35 ,0 ,4 ,12 ,7 ,0 ,0 ,0 ,0 ,0 ,41 ,2 ,5 ,11 ,4 ,3 ,0 ,0 ,0 ,0 
01051083, Odderade,12 ,0 ,1 ,3 ,1 ,1 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,2 ,1 ,1 ,0 ,0 ,0 ,0 
01051084, Oesterdeichstrich,9 ,0 ,1 ,5 ,2 ,1 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,3 ,2 ,1 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
01051085, Offenbüttel,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01051086, Osterrade,14 ,1 ,2 ,5 ,3 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,9 ,1 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 
01051087, Ostrohe,16 ,0 ,1 ,6 ,5 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 
01051088, Pahlen,43 ,2 ,4 ,17 ,10 ,2 ,0 ,0 ,1 ,0 ,19 ,1 ,2 ,9 ,6 ,1 ,0 ,0 ,1 ,0 ,24 ,1 ,2 ,8 ,4 ,0 ,0 ,0 ,0 ,0 
01051089, Quickborn,4 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
01051090, Ramhusen,3 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
01051092, Rehm-Flehde-Bargen,17 ,1 ,2 ,6 ,3 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
01051093, Reinsbüttel,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01051096, Sankt Annen,10 ,0 ,0 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
01051097, Sankt Michaelisdonn,125 ,8 ,21 ,30 ,20 ,9 ,0 ,1 ,1 ,1 ,39 ,2 ,9 ,16 ,12 ,0 ,0 ,0 ,0 ,0 ,86 ,5 ,12 ,14 ,8 ,9 ,0 ,1 ,1 ,1 
01051098, Sarzbüttel,21 ,0 ,3 ,11 ,9 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,3 ,8 ,6 ,0 ,0 ,0 ,0 ,0 
01051099, Schafstedt,28 ,1 ,5 ,7 ,4 ,0 ,0 ,0 ,0 ,0 ,9 ,1 ,2 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,19 ,0 ,3 ,4 ,2 ,0 ,0 ,0 ,0 ,0 
01051100, Schalkholz,17 ,0 ,2 ,8 ,4 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,1 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,4 ,1 ,0 ,0 ,0 ,0 ,0 
01051102, Schlichting,14 ,0 ,1 ,6 ,4 ,1 ,0 ,0 ,1 ,1 ,4 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,1 ,5 ,3 ,1 ,0 ,0 ,1 ,1 
01051103, Schmedeswurth,4 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01051104, Schrum,2 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
01051105, Schülp,20 ,0 ,2 ,7 ,5 ,1 ,0 ,0 ,0 ,0 ,10 ,0 ,2 ,4 ,2 ,1 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
01051107, Stelle-Wittenwurth,12 ,0 ,3 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
01051108, Strübbel,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01051109, Süderdeich,20 ,1 ,3 ,5 ,3 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,13 ,1 ,1 ,3 ,1 ,0 ,0 ,0 ,0 ,0 
