,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arbeitslose nach Gemeinden
08226081, Schönbrunn,31 ,1 ,4 ,9 ,4 ,2 ,0 ,0 ,1 ,0 ,18 ,1 ,3 ,6 ,3 ,2 ,0 ,0 ,0 ,0 ,13 ,0 ,1 ,3 ,1 ,0 ,0 ,0 ,0 ,0 
08226082," Schriesheim, Stadt",230 ,3 ,15 ,78 ,50 ,28 ,1 ,1 ,4 ,2 ,125 ,2 ,9 ,47 ,34 ,12 ,0 ,0 ,2 ,2 ,105 ,1 ,5 ,31 ,16 ,16 ,0 ,1 ,2 ,0 
08226084," Schwetzingen, Stadt",677 ,4 ,27 ,243 ,146 ,183 ,1 ,7 ,55 ,33 ,227 ,2 ,16 ,101 ,75 ,41 ,0 ,5 ,12 ,10 ,450 ,2 ,11 ,141 ,70 ,142 ,0 ,2 ,42 ,23 
08226085," Sinsheim, Stadt",931 ,11 ,84 ,274 ,158 ,254 ,3 ,22 ,54 ,24 ,370 ,5 ,50 ,128 ,92 ,57 ,1 ,7 ,11 ,8 ,561 ,6 ,33 ,146 ,66 ,197 ,2 ,14 ,42 ,16 
08226086, Spechbach,29 ,0 ,4 ,8 ,6 ,4 ,0 ,0 ,2 ,1 ,17 ,0 ,4 ,6 ,4 ,1 ,0 ,0 ,1 ,0 ,12 ,0 ,0 ,2 ,1 ,3 ,0 ,0 ,1 ,1 
08226091," Waibstadt, Stadt",155 ,3 ,20 ,46 ,31 ,35 ,1 ,3 ,8 ,5 ,76 ,2 ,11 ,31 ,25 ,13 ,0 ,1 ,4 ,4 ,79 ,1 ,8 ,16 ,6 ,22 ,1 ,2 ,4 ,1 
08226095," Walldorf, Stadt",221 ,3 ,20 ,49 ,26 ,55 ,0 ,4 ,10 ,5 ,123 ,2 ,19 ,27 ,16 ,30 ,0 ,3 ,4 ,3 ,98 ,0 ,1 ,22 ,11 ,25 ,0 ,0 ,5 ,2 
08226096," Weinheim, Stadt",961 ,10 ,59 ,299 ,182 ,262 ,3 ,17 ,60 ,38 ,388 ,4 ,33 ,138 ,98 ,75 ,0 ,7 ,19 ,15 ,573 ,6 ,26 ,160 ,84 ,186 ,3 ,10 ,41 ,23 
08226097, Wiesenbach,29 ,0 ,2 ,8 ,5 ,2 ,0 ,0 ,0 ,0 ,21 ,0 ,2 ,6 ,4 ,1 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 
08226098," Wiesloch, Stadt",461 ,5 ,43 ,140 ,77 ,110 ,2 ,8 ,20 ,8 ,246 ,4 ,39 ,86 ,54 ,36 ,1 ,7 ,9 ,5 ,215 ,1 ,4 ,54 ,23 ,73 ,0 ,0 ,11 ,3 
08226099, Wilhelmsfeld,41 ,0 ,5 ,12 ,7 ,4 ,0 ,0 ,0 ,0 ,27 ,0 ,4 ,10 ,5 ,2 ,0 ,0 ,0 ,0 ,13 ,0 ,1 ,3 ,1 ,2 ,0 ,0 ,0 ,0 
08226101, Zuzenhausen,40 ,1 ,2 ,11 ,8 ,5 ,0 ,0 ,0 ,0 ,23 ,0 ,2 ,8 ,6 ,2 ,0 ,0 ,0 ,0 ,17 ,0 ,0 ,3 ,2 ,3 ,0 ,0 ,0 ,0 
08226102, Angelbachtal,112 ,2 ,11 ,34 ,20 ,18 ,0 ,1 ,2 ,1 ,63 ,2 ,10 ,24 ,15 ,7 ,0 ,1 ,2 ,1 ,49 ,0 ,1 ,11 ,5 ,10 ,0 ,0 ,0 ,0 
08226103, St. Leon-Rot,196 ,2 ,17 ,62 ,43 ,35 ,0 ,3 ,4 ,1 ,136 ,2 ,17 ,53 ,39 ,14 ,0 ,3 ,2 ,1 ,60 ,0 ,0 ,9 ,4 ,20 ,0 ,0 ,2 ,0 
08226104, Lobbach,31 ,1 ,3 ,10 ,7 ,3 ,0 ,0 ,0 ,0 ,21 ,1 ,3 ,9 ,6 ,2 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,2 ,1 ,2 ,0 ,0 ,0 ,0 
08226105, Edingen-Neckarhausen,248 ,3 ,20 ,85 ,55 ,53 ,1 ,6 ,14 ,4 ,112 ,1 ,12 ,38 ,29 ,16 ,0 ,3 ,2 ,1 ,136 ,2 ,8 ,46 ,25 ,37 ,1 ,2 ,12 ,3 
08226106, Helmstadt-Bargen,93 ,1 ,8 ,34 ,19 ,8 ,0 ,1 ,2 ,1 ,51 ,1 ,6 ,24 ,16 ,4 ,0 ,0 ,1 ,1 ,42 ,0 ,1 ,9 ,4 ,5 ,0 ,0 ,1 ,0 
08226107, Hirschberg an der Bergstraße,134 ,0 ,8 ,46 ,26 ,18 ,0 ,1 ,1 ,0 ,76 ,0 ,5 ,26 ,17 ,8 ,0 ,1 ,0 ,0 ,58 ,0 ,3 ,20 ,9 ,10 ,0 ,0 ,1 ,0 
08231000," Pforzheim, Stadt","4,675 ",89 ,430 ,"1,346 ",821 ,"1,589 ",40 ,151 ,339 ,207 ,"1,216 ",17 ,153 ,497 ,366 ,282 ,4 ,42 ,95 ,69 ,"3,459 ",72 ,277 ,849 ,454 ,"1,307 ",36 ,109 ,245 ,139 
08235, Calw,"3,167 ",49 ,306 ,"1,175 ",757 ,645 ,10 ,50 ,196 ,136 ,"1,575 ",26 ,200 ,725 ,525 ,246 ,3 ,25 ,106 ,80 ,"1,592 ",22 ,106 ,450 ,232 ,398 ,7 ,25 ,90 ,56 
08235006," Altensteig, Stadt",235 ,5 ,30 ,79 ,45 ,54 ,1 ,6 ,16 ,11 ,118 ,3 ,18 ,53 ,34 ,26 ,1 ,3 ,11 ,9 ,117 ,2 ,12 ,26 ,11 ,28 ,0 ,3 ,5 ,2 
08235007, Althengstett,112 ,2 ,11 ,43 ,30 ,21 ,1 ,2 ,5 ,5 ,74 ,2 ,9 ,36 ,28 ,10 ,0 ,1 ,4 ,4 ,37 ,1 ,2 ,7 ,3 ,12 ,1 ,1 ,1 ,1 
08235008," Bad Liebenzell, Stadt",204 ,4 ,17 ,94 ,62 ,38 ,1 ,3 ,17 ,10 ,105 ,2 ,10 ,61 ,44 ,16 ,0 ,1 ,9 ,6 ,99 ,2 ,8 ,33 ,18 ,22 ,1 ,2 ,7 ,4 
08235018, Dobel,56 ,1 ,4 ,20 ,15 ,5 ,0 ,0 ,1 ,1 ,24 ,1 ,3 ,12 ,8 ,2 ,0 ,0 ,1 ,1 ,32 ,0 ,1 ,8 ,6 ,3 ,0 ,0 ,0 ,0 
08235020, Ebhausen,106 ,1 ,8 ,30 ,17 ,22 ,0 ,2 ,6 ,4 ,54 ,1 ,5 ,21 ,13 ,11 ,0 ,0 ,6 ,3 ,52 ,1 ,3 ,9 ,4 ,11 ,0 ,1 ,1 ,0 
08235022, Egenhausen,28 ,0 ,1 ,11 ,6 ,1 ,0 ,0 ,0 ,0 ,17 ,0 ,1 ,8 ,5 ,1 ,0 ,0 ,0 ,0 ,11 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
08235025, Enzklösterle,23 ,0 ,4 ,9 ,7 ,1 ,0 ,0 ,0 ,0 ,13 ,0 ,3 ,6 ,5 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
08235029, Gechingen,42 ,0 ,4 ,17 ,12 ,6 ,0 ,1 ,1 ,1 ,27 ,0 ,4 ,13 ,10 ,1 ,0 ,1 ,0 ,0 ,14 ,0 ,0 ,4 ,2 ,4 ,0 ,0 ,1 ,1 
08235032," Haiterbach, Stadt",106 ,2 ,9 ,38 ,25 ,27 ,0 ,1 ,7 ,5 ,59 ,1 ,6 ,28 ,20 ,10 ,0 ,0 ,5 ,3 ,47 ,1 ,3 ,10 ,5 ,17 ,0 ,1 ,2 ,2 
08235033," Bad Herrenalb, Stadt",179 ,1 ,15 ,77 ,47 ,26 ,0 ,1 ,9 ,7 ,89 ,1 ,10 ,40 ,29 ,12 ,0 ,0 ,5 ,4 ,90 ,0 ,5 ,37 ,19 ,14 ,0 ,0 ,3 ,3 
08235035, Höfen an der Enz,44 ,1 ,4 ,20 ,15 ,6 ,0 ,0 ,2 ,2 ,21 ,1 ,3 ,12 ,8 ,1 ,0 ,0 ,0 ,0 ,23 ,0 ,2 ,8 ,7 ,5 ,0 ,0 ,2 ,2 
08235046," Nagold, Stadt",509 ,5 ,44 ,206 ,138 ,120 ,2 ,8 ,35 ,25 ,244 ,2 ,26 ,120 ,90 ,40 ,0 ,4 ,18 ,15 ,265 ,4 ,17 ,85 ,48 ,80 ,2 ,4 ,17 ,10 
08235047," Neubulach, Stadt",74 ,1 ,8 ,28 ,20 ,18 ,0 ,1 ,8 ,5 ,44 ,1 ,7 ,16 ,12 ,7 ,0 ,0 ,3 ,2 ,30 ,0 ,1 ,12 ,8 ,11 ,0 ,0 ,5 ,3 
08235050, Neuweiler,56 ,1 ,5 ,20 ,13 ,4 ,0 ,0 ,1 ,1 ,32 ,1 ,4 ,13 ,9 ,1 ,0 ,0 ,0 ,0 ,24 ,1 ,1 ,7 ,4 ,3 ,0 ,0 ,1 ,1 
08235055, Oberreichenbach,39 ,0 ,4 ,12 ,8 ,4 ,0 ,0 ,1 ,0 ,22 ,0 ,3 ,8 ,6 ,1 ,0 ,0 ,0 ,0 ,17 ,0 ,0 ,4 ,1 ,3 ,0 ,0 ,1 ,0 
08235057, Ostelsheim,26 ,1 ,4 ,8 ,6 ,7 ,0 ,0 ,2 ,2 ,15 ,0 ,3 ,5 ,4 ,2 ,0 ,0 ,1 ,1 ,12 ,0 ,1 ,3 ,2 ,5 ,0 ,0 ,1 ,1 
08235060, Rohrdorf,46 ,1 ,4 ,12 ,9 ,9 ,0 ,2 ,2 ,2 ,20 ,0 ,3 ,5 ,4 ,3 ,0 ,2 ,1 ,1 ,26 ,1 ,1 ,7 ,5 ,6 ,0 ,0 ,1 ,1 
08235065, Schömberg,148 ,2 ,18 ,52 ,33 ,28 ,0 ,3 ,5 ,4 ,73 ,1 ,12 ,29 ,19 ,10 ,0 ,1 ,3 ,2 ,74 ,1 ,6 ,24 ,14 ,18 ,0 ,2 ,2 ,2 
08235066, Simmersfeld,29 ,0 ,3 ,10 ,9 ,4 ,0 ,1 ,0 ,0 ,18 ,0 ,2 ,10 ,9 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,1 ,0 ,0 ,4 ,0 ,1 ,0 ,0 
08235067, Simmozheim,44 ,1 ,4 ,16 ,12 ,7 ,0 ,0 ,2 ,2 ,26 ,1 ,3 ,12 ,10 ,2 ,0 ,0 ,1 ,1 ,17 ,0 ,0 ,3 ,3 ,6 ,0 ,0 ,1 ,1 
08235073, Unterreichenbach,62 ,1 ,7 ,21 ,13 ,8 ,0 ,1 ,2 ,0 ,32 ,1 ,4 ,14 ,10 ,4 ,0 ,0 ,1 ,0 ,30 ,1 ,3 ,7 ,3 ,5 ,0 ,0 ,2 ,0 
08235079," Bad Wildbad, Stadt",275 ,5 ,22 ,100 ,61 ,49 ,1 ,4 ,18 ,10 ,96 ,2 ,11 ,45 ,35 ,13 ,0 ,1 ,6 ,5 ,180 ,3 ,11 ,55 ,26 ,36 ,1 ,3 ,12 ,5 
08235080," Wildberg, Stadt",165 ,3 ,16 ,64 ,41 ,27 ,0 ,3 ,8 ,6 ,104 ,2 ,12 ,49 ,35 ,11 ,0 ,2 ,4 ,4 ,62 ,1 ,4 ,15 ,6 ,16 ,0 ,1 ,3 ,2 
08235084," Bad Teinach-Zavelstein, Stadt",49 ,1 ,4 ,19 ,9 ,4 ,0 ,0 ,0 ,0 ,28 ,1 ,4 ,12 ,7 ,2 ,0 ,0 ,0 ,0 ,20 ,0 ,1 ,7 ,2 ,3 ,0 ,0 ,0 ,0 
08235085," Calw, Stadt",511 ,7 ,56 ,168 ,103 ,147 ,2 ,13 ,47 ,34 ,221 ,3 ,32 ,95 ,71 ,61 ,1 ,8 ,27 ,19 ,289 ,4 ,24 ,73 ,32 ,86 ,1 ,5 ,21 ,15 
08236, Enzkreis,"2,976 ",58 ,315 ,"1,079 ",725 ,621 ,14 ,63 ,159 ,104 ,"1,614 ",30 ,209 ,726 ,543 ,225 ,4 ,32 ,85 ,65 ,"1,362 ",28 ,106 ,352 ,182 ,396 ,10 ,30 ,74 ,38 
08236004, Birkenfeld,170 ,5 ,19 ,75 ,57 ,42 ,2 ,6 ,18 ,14 ,101 ,3 ,13 ,54 ,44 ,21 ,1 ,2 ,12 ,9 ,69 ,2 ,6 ,20 ,13 ,21 ,2 ,4 ,6 ,5 
08236011, Eisingen,78 ,2 ,9 ,26 ,18 ,5 ,0 ,0 ,1 ,0 ,46 ,1 ,6 ,17 ,14 ,2 ,0 ,0 ,0 ,0 ,31 ,1 ,3 ,8 ,4 ,3 ,0 ,0 ,1 ,0 
08236013, Engelsbrand,52 ,0 ,4 ,20 ,13 ,5 ,0 ,0 ,2 ,2 ,31 ,0 ,3 ,13 ,10 ,2 ,0 ,0 ,2 ,1 ,21 ,0 ,1 ,7 ,4 ,3 ,0 ,0 ,0 ,0 
08236019, Friolzheim,54 ,1 ,5 ,20 ,16 ,8 ,0 ,1 ,1 ,1 ,34 ,0 ,3 ,17 ,15 ,2 ,0 ,0 ,1 ,1 ,19 ,1 ,2 ,3 ,1 ,6 ,0 ,0 ,0 ,0 
08236025," Heimsheim, Stadt",70 ,0 ,7 ,24 ,13 ,18 ,0 ,4 ,2 ,0 ,33 ,0 ,4 ,14 ,9 ,6 ,0 ,3 ,1 ,0 ,36 ,0 ,3 ,10 ,4 ,12 ,0 ,1 ,1 ,0 
08236028, Illingen,90 ,2 ,13 ,30 ,22 ,16 ,0 ,2 ,5 ,3 ,49 ,1 ,9 ,23 ,18 ,6 ,0 ,1 ,3 ,2 ,41 ,0 ,4 ,8 ,4 ,9 ,0 ,1 ,2 ,0 
08236030, Ispringen,124 ,2 ,11 ,50 ,31 ,25 ,0 ,2 ,7 ,5 ,60 ,1 ,6 ,28 ,20 ,8 ,0 ,1 ,2 ,0 ,64 ,1 ,4 ,22 ,11 ,18 ,0 ,0 ,5 ,5 
08236031, Kieselbronn,35 ,1 ,4 ,11 ,9 ,3 ,0 ,0 ,0 ,0 ,25 ,1 ,3 ,9 ,7 ,1 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,2 ,2 ,2 ,0 ,0 ,0 ,0 
08236033," Knittlingen, Stadt",127 ,3 ,14 ,42 ,27 ,30 ,1 ,2 ,5 ,3 ,65 ,1 ,11 ,29 ,19 ,10 ,0 ,2 ,3 ,2 ,62 ,2 ,3 ,13 ,8 ,19 ,0 ,1 ,2 ,1 
08236038," Maulbronn, Stadt",110 ,4 ,12 ,34 ,21 ,45 ,2 ,5 ,15 ,12 ,53 ,1 ,7 ,26 ,18 ,19 ,0 ,3 ,12 ,11 ,57 ,4 ,5 ,8 ,3 ,26 ,2 ,2 ,2 ,1 
08236039, Mönsheim,33 ,1 ,3 ,11 ,6 ,6 ,0 ,1 ,2 ,0 ,21 ,0 ,2 ,8 ,5 ,1 ,0 ,0 ,1 ,0 ,12 ,0 ,1 ,3 ,1 ,5 ,0 ,1 ,1 ,0 
08236040," Mühlacker, Stadt",539 ,9 ,53 ,156 ,89 ,173 ,4 ,18 ,35 ,21 ,212 ,3 ,28 ,78 ,53 ,48 ,1 ,10 ,11 ,8 ,327 ,6 ,25 ,78 ,36 ,125 ,2 ,8 ,24 ,13 
08236043," Neuenbürg, Stadt",138 ,3 ,18 ,64 ,42 ,24 ,1 ,3 ,7 ,5 ,70 ,2 ,10 ,33 ,27 ,12 ,0 ,1 ,4 ,3 ,68 ,2 ,8 ,30 ,15 ,11 ,0 ,1 ,3 ,2 
08236044, Neuhausen,67 ,1 ,5 ,25 ,18 ,7 ,0 ,0 ,2 ,2 ,45 ,0 ,4 ,21 ,16 ,2 ,0 ,0 ,1 ,1 ,22 ,1 ,2 ,4 ,2 ,4 ,0 ,0 ,1 ,1 
08236046, Niefern-Öschelbronn,197 ,4 ,18 ,85 ,63 ,52 ,0 ,3 ,16 ,10 ,114 ,3 ,15 ,59 ,42 ,24 ,0 ,3 ,10 ,7 ,83 ,0 ,2 ,25 ,20 ,28 ,0 ,0 ,7 ,3 
08236050, Ötisheim,73 ,1 ,10 ,29 ,20 ,19 ,0 ,3 ,6 ,5 ,40 ,1 ,6 ,20 ,15 ,7 ,0 ,0 ,5 ,5 ,33 ,0 ,4 ,9 ,5 ,12 ,0 ,3 ,1 ,0 
08236061, Sternenfels,47 ,1 ,8 ,12 ,10 ,6 ,0 ,0 ,1 ,1 ,21 ,1 ,5 ,8 ,6 ,2 ,0 ,0 ,1 ,1 ,26 ,0 ,2 ,4 ,3 ,4 ,0 ,0 ,0 ,0 
08236062, Tiefenbronn,59 ,0 ,3 ,24 ,14 ,10 ,0 ,0 ,2 ,1 ,40 ,0 ,2 ,21 ,12 ,4 ,0 ,0 ,2 ,1 ,19 ,0 ,0 ,3 ,2 ,6 ,0 ,0 ,0 ,0 
08236065, Wiernsheim,91 ,2 ,11 ,38 ,27 ,11 ,0 ,1 ,3 ,2 ,49 ,1 ,7 ,24 ,19 ,4 ,0 ,0 ,2 ,2 ,42 ,0 ,4 ,14 ,8 ,7 ,0 ,1 ,1 ,0 
08236067, Wimsheim,29 ,0 ,4 ,9 ,6 ,5 ,0 ,0 ,1 ,1 ,20 ,0 ,3 ,6 ,5 ,2 ,0 ,0 ,0 ,0 ,9 ,0 ,1 ,3 ,1 ,3 ,0 ,0 ,1 ,1 
08236068, Wurmberg,30 ,1 ,5 ,8 ,4 ,2 ,0 ,0 ,0 ,0 ,21 ,1 ,5 ,8 ,4 ,1 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,1 ,0 ,1 ,0 ,0 ,0 ,0 
08236070, Keltern,107 ,2 ,12 ,49 ,34 ,8 ,0 ,0 ,2 ,2 ,78 ,2 ,9 ,41 ,31 ,5 ,0 ,0 ,2 ,2 ,29 ,1 ,3 ,8 ,3 ,3 ,0 ,0 ,1 ,0 
08236071, Remchingen,182 ,4 ,20 ,68 ,40 ,38 ,0 ,3 ,11 ,4 ,82 ,1 ,12 ,41 ,30 ,10 ,0 ,2 ,5 ,3 ,100 ,3 ,8 ,27 ,10 ,28 ,0 ,2 ,6 ,1 
08236072, Straubenhardt,143 ,4 ,17 ,50 ,39 ,18 ,1 ,3 ,3 ,3 ,94 ,2 ,12 ,38 ,31 ,8 ,0 ,1 ,2 ,2 ,48 ,1 ,4 ,12 ,8 ,9 ,1 ,2 ,2 ,1 
08236073, Neulingen,63 ,1 ,6 ,23 ,17 ,7 ,0 ,1 ,2 ,2 ,45 ,1 ,6 ,18 ,15 ,3 ,0 ,1 ,2 ,2 ,18 ,0 ,1 ,4 ,2 ,4 ,0 ,0 ,1 ,0 
08236074, Kämpfelbach,87 ,2 ,11 ,31 ,24 ,11 ,0 ,1 ,2 ,2 ,53 ,1 ,8 ,21 ,17 ,4 ,0 ,1 ,1 ,1 ,34 ,1 ,3 ,10 ,7 ,7 ,0 ,0 ,2 ,2 
08236075, Ölbronn-Dürrn,52 ,1 ,5 ,16 ,12 ,10 ,0 ,1 ,0 ,0 ,29 ,0 ,3 ,13 ,11 ,2 ,0 ,1 ,0 ,0 ,23 ,1 ,2 ,3 ,1 ,8 ,0 ,0 ,0 ,0 
08236076, Königsbach-Stein,128 ,2 ,9 ,49 ,32 ,16 ,0 ,1 ,4 ,3 ,81 ,1 ,6 ,38 ,28 ,6 ,0 ,0 ,2 ,2 ,47 ,1 ,3 ,11 ,4 ,11 ,0 ,1 ,2 ,1 
08237, Freudenstadt,"2,389 ",36 ,246 ,937 ,598 ,351 ,4 ,32 ,116 ,80 ,"1,209 ",17 ,149 ,556 ,400 ,144 ,0 ,15 ,64 ,50 ,"1,180 ",19 ,96 ,382 ,198 ,207 ,3 ,17 ,52 ,31 
08237002," Alpirsbach, Stadt",140 ,2 ,15 ,58 ,37 ,12 ,0 ,2 ,3 ,1 ,67 ,1 ,8 ,34 ,26 ,5 ,0 ,2 ,1 ,1 ,73 ,1 ,7 ,24 ,11 ,7 ,0 ,1 ,2 ,0 
08237004, Baiersbronn,275 ,6 ,31 ,104 ,67 ,29 ,0 ,3 ,4 ,2 ,127 ,3 ,17 ,58 ,42 ,11 ,0 ,2 ,3 ,2 ,148 ,3 ,14 ,47 ,25 ,18 ,0 ,2 ,1 ,0 
08237019," Dornstetten, Stadt",166 ,2 ,16 ,76 ,56 ,22 ,0 ,2 ,8 ,8 ,91 ,2 ,12 ,46 ,38 ,10 ,0 ,0 ,6 ,5 ,76 ,0 ,4 ,30 ,18 ,12 ,0 ,2 ,2 ,2 
08237024, Empfingen,62 ,0 ,6 ,20 ,13 ,10 ,0 ,1 ,2 ,2 ,40 ,0 ,5 ,15 ,11 ,5 ,0 ,1 ,1 ,1 ,22 ,0 ,1 ,5 ,2 ,5 ,0 ,0 ,1 ,0 
08237027, Eutingen im Gäu,87 ,0 ,8 ,32 ,18 ,16 ,0 ,3 ,3 ,0 ,55 ,0 ,6 ,23 ,14 ,7 ,0 ,2 ,0 ,0 ,32 ,0 ,2 ,9 ,3 ,9 ,0 ,1 ,2 ,0 
08237028," Freudenstadt, Stadt",622 ,8 ,64 ,252 ,157 ,128 ,2 ,11 ,52 ,38 ,255 ,2 ,31 ,126 ,84 ,49 ,0 ,5 ,26 ,20 ,367 ,6 ,33 ,126 ,73 ,79 ,2 ,6 ,27 ,18 
08237030, Glatten,44 ,1 ,4 ,20 ,14 ,1 ,0 ,0 ,0 ,0 ,22 ,1 ,2 ,11 ,9 ,1 ,0 ,0 ,0 ,0 ,22 ,0 ,2 ,9 ,5 ,0 ,0 ,0 ,0 ,0 
08237032, Grömbach,14 ,0 ,2 ,6 ,3 ,1 ,0 ,0 ,0 ,0 ,8 ,0 ,2 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 
08237040," Horb am Neckar, Stadt",516 ,7 ,49 ,180 ,114 ,86 ,1 ,6 ,26 ,16 ,268 ,2 ,31 ,112 ,84 ,27 ,0 ,2 ,11 ,9 ,248 ,5 ,18 ,68 ,30 ,58 ,1 ,4 ,14 ,7 
08237045, Loßburg,107 ,2 ,13 ,44 ,24 ,8 ,0 ,1 ,2 ,1 ,60 ,1 ,8 ,26 ,16 ,4 ,0 ,0 ,2 ,1 ,47 ,1 ,4 ,19 ,8 ,4 ,0 ,1 ,0 ,0 
08237054, Pfalzgrafenweiler,138 ,2 ,14 ,53 ,36 ,25 ,0 ,2 ,11 ,9 ,74 ,1 ,9 ,34 ,25 ,17 ,0 ,1 ,9 ,8 ,64 ,1 ,6 ,19 ,11 ,9 ,0 ,1 ,2 ,1 
08237061, Schopfloch,41 ,0 ,6 ,16 ,12 ,3 ,0 ,0 ,2 ,1 ,24 ,0 ,4 ,11 ,9 ,2 ,0 ,0 ,2 ,1 ,17 ,0 ,2 ,5 ,3 ,1 ,0 ,0 ,0 ,0 
08237072, Wörnersberg,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
08237073, Seewald,24 ,0 ,2 ,10 ,6 ,2 ,0 ,0 ,0 ,0 ,16 ,0 ,2 ,7 ,4 ,1 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,3 ,1 ,1 ,0 ,0 ,0 ,0 
08237074, Waldachtal,105 ,2 ,11 ,48 ,33 ,7 ,0 ,1 ,3 ,2 ,66 ,2 ,8 ,34 ,25 ,5 ,0 ,0 ,2 ,2 ,39 ,0 ,2 ,14 ,8 ,2 ,0 ,0 ,1 ,0 
08237075, Bad Rippoldsau-Schapbach,46 ,0 ,5 ,17 ,10 ,1 ,0 ,0 ,0 ,0 ,34 ,0 ,4 ,16 ,10 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,1 ,1 ,0 ,1 ,0 ,0 ,0 ,0 
083, Reg.-Bez. Freiburg,"44,505 ",643 ,"3,656 ","15,003 ","9,357 ","8,722 ",115 ,557 ,"2,244 ","1,343 ","18,286 ",271 ,"2,214 ","7,274 ","5,273 ","2,421 ",32 ,246 ,742 ,547 ,"26,220 ",372 ,"1,441 ","7,730 ","4,084 ","6,300 ",83 ,312 ,"1,502 ",796 
08311000," Freiburg im Breisgau, Stadt","6,342 ",49 ,316 ,"1,787 ","1,004 ","1,570 ",15 ,68 ,336 ,167 ,"1,867 ",14 ,150 ,569 ,393 ,312 ,3 ,19 ,68 ,44 ,"4,476 ",35 ,165 ,"1,218 ",611 ,"1,258 ",11 ,49 ,269 ,123 
08315, Breisgau-Hochschwarzwald,"4,532 ",63 ,336 ,"1,603 ",989 ,686 ,8 ,40 ,171 ,94 ,"2,038 ",24 ,220 ,840 ,600 ,216 ,2 ,20 ,57 ,38 ,"2,495 ",39 ,116 ,762 ,389 ,470 ,7 ,20 ,114 ,56 
08315003, Au,24 ,0 ,1 ,7 ,3 ,4 ,0 ,0 ,1 ,0 ,10 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,0 ,5 ,2 ,3 ,0 ,0 ,1 ,0 
08315004, Auggen,39 ,1 ,5 ,15 ,7 ,3 ,0 ,0 ,0 ,0 ,16 ,0 ,2 ,6 ,3 ,0 ,0 ,0 ,0 ,0 ,23 ,1 ,3 ,10 ,4 ,3 ,0 ,0 ,0 ,0 
08315006," Bad Krozingen, Stadt",363 ,4 ,26 ,126 ,82 ,63 ,0 ,3 ,16 ,10 ,145 ,1 ,16 ,61 ,44 ,19 ,0 ,1 ,7 ,5 ,218 ,3 ,11 ,65 ,39 ,45 ,0 ,1 ,8 ,5 
08315007, Badenweiler,79 ,0 ,3 ,36 ,25 ,13 ,0 ,1 ,5 ,3 ,38 ,0 ,2 ,16 ,12 ,6 ,0 ,0 ,2 ,0 ,42 ,0 ,2 ,21 ,12 ,8 ,0 ,0 ,4 ,2 
08315008, Ballrechten-Dottingen,39 ,1 ,4 ,10 ,6 ,6 ,1 ,1 ,0 ,0 ,23 ,0 ,3 ,6 ,6 ,2 ,0 ,1 ,0 ,0 ,17 ,1 ,1 ,4 ,1 ,4 ,1 ,1 ,0 ,0 
08315013, Bötzingen,94 ,1 ,6 ,33 ,23 ,17 ,0 ,1 ,5 ,5 ,42 ,0 ,4 ,18 ,15 ,4 ,0 ,0 ,1 ,1 ,52 ,0 ,2 ,15 ,8 ,13 ,0 ,0 ,4 ,4 
08315014, Bollschweil,32 ,0 ,1 ,14 ,10 ,3 ,0 ,0 ,0 ,0 ,18 ,0 ,1 ,10 ,9 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,0 ,4 ,2 ,3 ,0 ,0 ,0 ,0 
08315015," Breisach am Rhein, Stadt",368 ,4 ,21 ,130 ,86 ,70 ,0 ,2 ,15 ,8 ,135 ,1 ,13 ,62 ,49 ,17 ,0 ,1 ,4 ,4 ,234 ,2 ,8 ,68 ,37 ,52 ,0 ,1 ,11 ,4 
08315016, Breitnau,13 ,0 ,2 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,8 ,0 ,2 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
08315020, Buchenbach,39 ,0 ,3 ,13 ,7 ,7 ,0 ,1 ,3 ,1 ,16 ,0 ,3 ,4 ,3 ,2 ,0 ,0 ,0 ,0 ,23 ,0 ,1 ,9 ,4 ,4 ,0 ,0 ,2 ,1 
