,Bundesland,"ins-
gesamt","ausgewählte Altersgruppen 
dar. (Spalte 1)",,,,darunter Ausländer,"ausgewählte Altersgruppen 
dar. (Spalte 6)",,,,"ins-
gesamt","ausgewählte Altersgruppen 
dar. (Spalte 11)",,,,darunter Ausländer,"ausgewählte Altersgruppen 
dar. (Spalte 16)",,,,"ins-
gesamt","ausgewählte Altersgruppen 
dar. (Spalte 21)",,,,darunter Ausländer,"ausgewählte Altersgruppen 
dar. (Spalte 26)",,,
,"Regierungsbezirk
Kreis",,15 bis unter  20 Jahre,15 bis unter 25 Jahre,50 bis unter 65 Jahre,55 bis unter 65 Jahre,,15 bis unter  20 Jahre,15 bis unter 25 Jahre,50 bis unter 65 Jahre,55 bis unter 65 Jahre,,15 bis unter  20 Jahre,15 bis unter 25 Jahre,50 bis unter 65 Jahre,55 bis unter 65 Jahre,,15 bis unter 20 Jahre,15 bis unter 25 Jahre,50 bis unter 65 Jahre,55 bis unter 65 Jahre,,15 bis unter 20 Jahre,15 bis unter 25 Jahre,50 bis unter 65 Jahre,55 bis unter 65 Jahre,,15 bis unter 20 Jahre,15 bis unter 25 Jahre,50 bis unter 65 Jahre,55 bis unter 65 Jahre
Schlüssel,Gemeinde,1 ,2 ,3 ,4 ,5 ,6 ,7 ,8 ,9 ,10 ,11 ,12 ,13 ,14 ,15 ,16 ,17 ,18 ,19 ,20 ,21 ,22 ,23 ,24 ,25 ,26 ,27 ,28 ,29 ,30 
03154026, Wolsdorf,37 ,1 ,5 ,8 ,5 ,3 ,0 ,0 ,0 ,0 ,14 ,0 ,3 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,24 ,0 ,2 ,6 ,3 ,2 ,0 ,0 ,0 ,0 
03155, Northeim,"6,050 ",106 ,651 ,"1,569 ",842 ,539 ,11 ,48 ,99 ,38 ,"2,280 ",36 ,350 ,696 ,434 ,85 ,0 ,8 ,21 ,11 ,"3,770 ",70 ,301 ,873 ,408 ,454 ,11 ,40 ,78 ,27 
03155001," Bad Gandersheim, Stadt",374 ,9 ,44 ,101 ,52 ,41 ,1 ,5 ,6 ,2 ,125 ,1 ,16 ,42 ,28 ,5 ,0 ,0 ,1 ,1 ,249 ,8 ,28 ,59 ,24 ,36 ,1 ,5 ,6 ,1 
03155002," Bodenfelde, Flecken",152 ,2 ,15 ,35 ,13 ,2 ,0 ,0 ,0 ,0 ,49 ,1 ,6 ,13 ,8 ,0 ,0 ,0 ,0 ,0 ,103 ,2 ,9 ,22 ,5 ,2 ,0 ,0 ,0 ,0 
03155003," Dassel, Stadt",461 ,4 ,40 ,136 ,74 ,24 ,1 ,3 ,4 ,1 ,206 ,2 ,27 ,73 ,45 ,7 ,0 ,0 ,1 ,0 ,255 ,2 ,13 ,63 ,28 ,17 ,1 ,3 ,2 ,1 
03155004," Einbeck, Stadt","1,398 ",22 ,133 ,402 ,212 ,170 ,2 ,10 ,38 ,20 ,497 ,7 ,70 ,168 ,96 ,32 ,0 ,2 ,9 ,5 ,901 ,15 ,62 ,234 ,116 ,138 ,2 ,8 ,29 ,14 
03155005," Hardegsen, Stadt",263 ,3 ,33 ,70 ,41 ,13 ,1 ,1 ,3 ,1 ,118 ,1 ,20 ,34 ,23 ,1 ,0 ,0 ,0 ,0 ,145 ,2 ,13 ,36 ,18 ,13 ,1 ,1 ,3 ,1 
03155006, Kalefeld,182 ,3 ,21 ,46 ,31 ,4 ,0 ,0 ,0 ,0 ,107 ,2 ,14 ,30 ,24 ,0 ,0 ,0 ,0 ,0 ,75 ,1 ,7 ,16 ,7 ,4 ,0 ,0 ,0 ,0 
03155007, Katlenburg-Lindau,228 ,6 ,28 ,56 ,31 ,5 ,0 ,0 ,2 ,1 ,112 ,4 ,20 ,32 ,21 ,2 ,0 ,0 ,2 ,1 ,116 ,2 ,8 ,24 ,10 ,3 ,0 ,0 ,0 ,0 
03155008, Kreiensen,278 ,7 ,33 ,74 ,42 ,8 ,0 ,0 ,0 ,0 ,118 ,2 ,19 ,35 ,24 ,1 ,0 ,0 ,0 ,0 ,160 ,4 ,14 ,38 ,18 ,7 ,0 ,0 ,0 ,0 
03155009," Moringen, Stadt",257 ,4 ,29 ,63 ,34 ,6 ,0 ,0 ,3 ,0 ,121 ,3 ,23 ,34 ,22 ,2 ,0 ,0 ,1 ,0 ,136 ,1 ,6 ,30 ,12 ,4 ,0 ,0 ,2 ,0 
03155010," Nörten-Hardenberg, Flecken",314 ,6 ,33 ,82 ,48 ,16 ,0 ,1 ,2 ,0 ,134 ,3 ,23 ,37 ,28 ,1 ,0 ,0 ,1 ,0 ,181 ,3 ,11 ,45 ,21 ,15 ,0 ,1 ,1 ,0 
03155011," Northeim, Stadt","1,505 ",30 ,174 ,342 ,176 ,196 ,5 ,22 ,31 ,10 ,436 ,8 ,76 ,115 ,65 ,23 ,0 ,4 ,4 ,3 ,"1,070 ",22 ,98 ,227 ,111 ,174 ,4 ,17 ,26 ,7 
03155012," Uslar, Stadt",638 ,10 ,68 ,163 ,89 ,52 ,2 ,5 ,10 ,2 ,258 ,3 ,36 ,82 ,51 ,11 ,0 ,1 ,2 ,0 ,380 ,7 ,32 ,81 ,38 ,41 ,2 ,4 ,8 ,2 
03156, Osterode am Harz,"4,238 ",129 ,513 ,"1,032 ",525 ,332 ,11 ,30 ,61 ,27 ,"1,236 ",19 ,186 ,379 ,233 ,55 ,1 ,6 ,12 ,7 ,"3,002 ",110 ,327 ,653 ,292 ,277 ,10 ,24 ,49 ,20 
03156001," Bad Grund (Harz), Bergstadt",106 ,2 ,11 ,38 ,17 ,8 ,0 ,0 ,3 ,0 ,33 ,0 ,5 ,13 ,7 ,3 ,0 ,0 ,1 ,0 ,74 ,2 ,6 ,25 ,10 ,5 ,0 ,0 ,2 ,0 
03156002," Bad Lauterberg im Harz, Stadt",633 ,12 ,68 ,150 ,77 ,36 ,1 ,3 ,6 ,3 ,170 ,3 ,31 ,56 ,36 ,7 ,0 ,1 ,2 ,2 ,464 ,9 ,37 ,95 ,41 ,29 ,1 ,2 ,3 ,2 
03156003," Bad Sachsa, Stadt",371 ,16 ,50 ,86 ,53 ,23 ,1 ,2 ,3 ,2 ,94 ,1 ,13 ,27 ,17 ,4 ,0 ,1 ,1 ,1 ,277 ,15 ,37 ,59 ,36 ,19 ,1 ,2 ,2 ,1 
03156004, Badenhausen,88 ,1 ,8 ,24 ,9 ,2 ,0 ,0 ,0 ,0 ,35 ,0 ,4 ,14 ,6 ,1 ,0 ,0 ,0 ,0 ,52 ,1 ,4 ,11 ,3 ,2 ,0 ,0 ,0 ,0 
03156005, Eisdorf,74 ,1 ,6 ,21 ,12 ,1 ,0 ,0 ,0 ,0 ,32 ,1 ,4 ,9 ,4 ,1 ,0 ,0 ,0 ,0 ,42 ,0 ,2 ,12 ,8 ,0 ,0 ,0 ,0 ,0 
03156006, Elbingerode,14 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
03156007," Gittelde, Flecken",105 ,3 ,10 ,28 ,16 ,4 ,0 ,0 ,1 ,1 ,59 ,0 ,5 ,14 ,8 ,1 ,0 ,0 ,0 ,0 ,46 ,2 ,6 ,14 ,8 ,3 ,0 ,0 ,1 ,1 
03156008, Hattorf am Harz,181 ,8 ,20 ,50 ,22 ,19 ,0 ,1 ,8 ,2 ,60 ,1 ,8 ,17 ,7 ,1 ,0 ,0 ,0 ,0 ,121 ,7 ,13 ,32 ,15 ,18 ,0 ,1 ,7 ,1 
03156009," Herzberg am Harz, Stadt",786 ,24 ,103 ,185 ,96 ,84 ,3 ,6 ,15 ,6 ,198 ,4 ,34 ,59 ,36 ,10 ,0 ,1 ,2 ,1 ,587 ,20 ,69 ,126 ,60 ,74 ,3 ,5 ,12 ,5 
03156010, Hörden am Harz,44 ,2 ,4 ,8 ,2 ,0 ,0 ,0 ,0 ,0 ,16 ,0 ,2 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,28 ,2 ,2 ,6 ,1 ,0 ,0 ,0 ,0 ,0 
03156011," Osterode am Harz, Stadt","1,464 ",50 ,188 ,354 ,169 ,148 ,5 ,16 ,24 ,12 ,403 ,6 ,57 ,132 ,82 ,24 ,0 ,3 ,5 ,3 ,"1,061 ",44 ,131 ,222 ,86 ,125 ,5 ,14 ,19 ,9 
03156012, Walkenried,114 ,6 ,15 ,27 ,10 ,3 ,0 ,0 ,0 ,0 ,28 ,0 ,6 ,6 ,4 ,1 ,0 ,0 ,0 ,0 ,86 ,5 ,9 ,21 ,6 ,1 ,0 ,0 ,0 ,0 
03156013, Wieda,61 ,0 ,5 ,19 ,14 ,1 ,0 ,0 ,0 ,0 ,22 ,0 ,3 ,7 ,7 ,0 ,0 ,0 ,0 ,0 ,39 ,0 ,2 ,12 ,8 ,1 ,0 ,0 ,0 ,0 
03156014, Windhausen,58 ,1 ,7 ,13 ,9 ,0 ,0 ,0 ,0 ,0 ,29 ,1 ,5 ,7 ,5 ,0 ,0 ,0 ,0 ,0 ,29 ,0 ,2 ,6 ,4 ,0 ,0 ,0 ,0 ,0 
03156015, Wulften am Harz,74 ,2 ,8 ,16 ,10 ,2 ,0 ,1 ,1 ,0 ,33 ,0 ,6 ,11 ,8 ,1 ,0 ,1 ,0 ,0 ,41 ,1 ,2 ,4 ,1 ,1 ,0 ,0 ,1 ,0 
03156016, Zorge,64 ,2 ,8 ,11 ,8 ,1 ,0 ,0 ,0 ,0 ,19 ,0 ,3 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,45 ,1 ,5 ,7 ,5 ,0 ,0 ,0 ,0 ,0 
03157, Peine,"5,186 ",124 ,608 ,"1,199 ",600 ,532 ,20 ,63 ,84 ,35 ,"1,688 ",30 ,271 ,538 ,333 ,82 ,1 ,9 ,16 ,8 ,"3,498 ",94 ,336 ,661 ,267 ,451 ,20 ,54 ,69 ,27 
03157001, Edemissen,358 ,8 ,44 ,94 ,51 ,15 ,1 ,2 ,7 ,2 ,163 ,4 ,26 ,56 ,33 ,6 ,0 ,0 ,4 ,0 ,195 ,5 ,17 ,38 ,18 ,8 ,1 ,2 ,3 ,1 
03157002, Hohenhameln,318 ,7 ,42 ,67 ,38 ,22 ,0 ,4 ,5 ,2 ,116 ,1 ,20 ,36 ,26 ,4 ,0 ,0 ,1 ,1 ,202 ,6 ,22 ,31 ,12 ,18 ,0 ,4 ,4 ,1 
03157003, Ilsede,444 ,12 ,57 ,115 ,55 ,55 ,3 ,7 ,8 ,5 ,158 ,4 ,30 ,53 ,29 ,5 ,0 ,2 ,0 ,0 ,285 ,8 ,26 ,63 ,26 ,50 ,2 ,5 ,8 ,4 
03157004, Lahstedt,368 ,8 ,43 ,81 ,43 ,15 ,0 ,1 ,2 ,1 ,133 ,3 ,19 ,38 ,24 ,2 ,0 ,0 ,0 ,0 ,236 ,6 ,24 ,44 ,19 ,13 ,0 ,1 ,2 ,1 
03157005, Lengede,365 ,6 ,40 ,102 ,62 ,19 ,0 ,1 ,2 ,0 ,177 ,1 ,25 ,60 ,40 ,7 ,0 ,0 ,0 ,0 ,188 ,4 ,15 ,41 ,22 ,12 ,0 ,1 ,2 ,0 
03157006," Peine, Stadt","2,625 ",66 ,292 ,551 ,249 ,373 ,15 ,44 ,53 ,23 ,623 ,9 ,93 ,194 ,118 ,48 ,0 ,6 ,8 ,5 ,"2,002 ",57 ,199 ,358 ,131 ,325 ,15 ,38 ,46 ,18 
03157007, Vechelde,468 ,12 ,57 ,125 ,67 ,28 ,0 ,2 ,6 ,2 ,205 ,6 ,37 ,71 ,42 ,7 ,0 ,0 ,2 ,1 ,263 ,7 ,21 ,53 ,25 ,21 ,0 ,2 ,4 ,1 
03157008, Wendeburg,239 ,5 ,32 ,64 ,35 ,6 ,1 ,1 ,2 ,1 ,112 ,2 ,20 ,30 ,21 ,3 ,0 ,0 ,1 ,1 ,127 ,2 ,11 ,34 ,14 ,4 ,0 ,0 ,1 ,0 
03158, Wolfenbüttel,"4,289 ",72 ,423 ,"1,210 ",671 ,360 ,5 ,26 ,64 ,35 ,"1,649 ",36 ,247 ,567 ,378 ,73 ,1 ,7 ,14 ,10 ,"2,640 ",36 ,176 ,643 ,292 ,287 ,4 ,19 ,50 ,25 
03158002, Baddeckenstedt,93 ,1 ,9 ,27 ,16 ,11 ,0 ,2 ,3 ,1 ,46 ,1 ,6 ,14 ,11 ,2 ,0 ,0 ,0 ,0 ,48 ,1 ,3 ,13 ,5 ,9 ,0 ,1 ,3 ,1 
03158004, Burgdorf,61 ,0 ,5 ,19 ,13 ,1 ,0 ,0 ,0 ,0 ,34 ,0 ,4 ,14 ,10 ,0 ,0 ,0 ,0 ,0 ,27 ,0 ,1 ,5 ,3 ,1 ,0 ,0 ,0 ,0 
03158005, Cramme,30 ,1 ,4 ,5 ,2 ,0 ,0 ,0 ,0 ,0 ,13 ,1 ,3 ,4 ,1 ,0 ,0 ,0 ,0 ,0 ,17 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 
03158006, Cremlingen,263 ,5 ,28 ,71 ,39 ,9 ,0 ,0 ,2 ,1 ,123 ,4 ,22 ,36 ,23 ,3 ,0 ,0 ,0 ,0 ,140 ,1 ,6 ,35 ,16 ,6 ,0 ,0 ,1 ,0 
03158007, Dahlum,23 ,0 ,2 ,8 ,5 ,1 ,0 ,0 ,0 ,0 ,12 ,0 ,2 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,0 ,3 ,0 ,1 ,0 ,0 ,0 ,0 
03158008, Denkte,69 ,1 ,6 ,22 ,17 ,2 ,0 ,0 ,0 ,0 ,45 ,1 ,5 ,16 ,14 ,1 ,0 ,0 ,0 ,0 ,24 ,0 ,1 ,6 ,3 ,1 ,0 ,0 ,0 ,0 
03158009, Dettum,36 ,0 ,4 ,15 ,12 ,2 ,0 ,0 ,0 ,0 ,18 ,0 ,3 ,9 ,8 ,0 ,0 ,0 ,0 ,0 ,18 ,0 ,2 ,6 ,4 ,2 ,0 ,0 ,0 ,0 
03158010, Dorstadt,18 ,1 ,3 ,4 ,2 ,2 ,0 ,0 ,1 ,1 ,7 ,0 ,2 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,10 ,1 ,2 ,2 ,1 ,2 ,0 ,0 ,1 ,1 
03158011, Elbe,42 ,2 ,9 ,11 ,5 ,2 ,0 ,0 ,0 ,0 ,26 ,2 ,7 ,5 ,1 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,2 ,6 ,4 ,2 ,0 ,0 ,0 ,0 
03158012, Erkerode,20 ,1 ,3 ,6 ,2 ,0 ,0 ,0 ,0 ,0 ,14 ,1 ,3 ,5 ,2 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
03158013, Evessen,27 ,0 ,3 ,12 ,6 ,0 ,0 ,0 ,0 ,0 ,17 ,0 ,3 ,7 ,4 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,5 ,2 ,0 ,0 ,0 ,0 ,0 
03158014, Flöthe,26 ,1 ,3 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,16 ,1 ,3 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,0 
03158015, Gielde,24 ,0 ,3 ,7 ,5 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,2 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,1 ,3 ,3 ,0 ,0 ,0 ,0 ,0 
03158016, Haverlah,50 ,0 ,4 ,14 ,9 ,1 ,0 ,0 ,0 ,0 ,30 ,0 ,2 ,9 ,7 ,0 ,0 ,0 ,0 ,0 ,21 ,0 ,2 ,5 ,2 ,1 ,0 ,0 ,0 ,0 
03158017, Hedeper,17 ,0 ,1 ,5 ,2 ,1 ,0 ,0 ,1 ,0 ,8 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,0 ,3 ,0 ,1 ,0 ,0 ,1 ,0 
03158018, Heere,26 ,0 ,5 ,8 ,3 ,0 ,0 ,0 ,0 ,0 ,16 ,0 ,3 ,5 ,3 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,2 ,3 ,0 ,0 ,0 ,0 ,0 ,0 
03158019, Heiningen,30 ,1 ,6 ,5 ,3 ,0 ,0 ,0 ,0 ,0 ,18 ,1 ,4 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
03158020," Hornburg, Stadt",101 ,1 ,7 ,35 ,22 ,2 ,0 ,0 ,1 ,1 ,35 ,0 ,4 ,14 ,8 ,1 ,0 ,0 ,0 ,0 ,66 ,1 ,3 ,21 ,14 ,1 ,0 ,0 ,1 ,1 
03158021, Kissenbrück,34 ,0 ,4 ,9 ,5 ,1 ,0 ,0 ,0 ,0 ,18 ,0 ,3 ,7 ,4 ,0 ,0 ,0 ,0 ,0 ,16 ,0 ,1 ,2 ,0 ,1 ,0 ,0 ,0 ,0 
03158022, Kneitlingen,22 ,0 ,2 ,8 ,4 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,2 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,0 ,4 ,1 ,0 ,0 ,0 ,0 ,0 
03158023, Ohrum,25 ,0 ,2 ,10 ,5 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,1 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,1 ,3 ,1 ,0 ,0 ,0 ,0 ,0 
03158024, Remlingen,68 ,3 ,11 ,23 ,13 ,1 ,0 ,0 ,1 ,1 ,32 ,2 ,8 ,12 ,7 ,1 ,0 ,0 ,1 ,1 ,37 ,1 ,3 ,11 ,7 ,0 ,0 ,0 ,0 ,0 
03158025, Roklum,18 ,1 ,3 ,6 ,2 ,0 ,0 ,0 ,0 ,0 ,12 ,1 ,3 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
03158026, Schladen,206 ,3 ,20 ,60 ,40 ,8 ,0 ,1 ,3 ,3 ,77 ,2 ,11 ,32 ,24 ,2 ,0 ,0 ,1 ,1 ,129 ,1 ,8 ,28 ,16 ,5 ,0 ,1 ,2 ,2 
03158027," Schöppenstedt, Stadt",250 ,4 ,19 ,82 ,50 ,23 ,0 ,1 ,3 ,2 ,86 ,1 ,10 ,36 ,27 ,5 ,0 ,0 ,1 ,1 ,164 ,3 ,10 ,46 ,23 ,18 ,0 ,1 ,2 ,1 
03158028, Sehlde,34 ,0 ,5 ,12 ,8 ,0 ,0 ,0 ,0 ,0 ,20 ,0 ,4 ,8 ,7 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,1 ,4 ,2 ,0 ,0 ,0 ,0 ,0 
03158029, Semmenstedt,26 ,0 ,3 ,8 ,4 ,0 ,0 ,0 ,0 ,0 ,16 ,0 ,3 ,7 ,4 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
03158030, Sickte,111 ,1 ,7 ,34 ,21 ,4 ,0 ,0 ,2 ,2 ,64 ,1 ,5 ,24 ,14 ,3 ,0 ,0 ,1 ,1 ,47 ,0 ,2 ,10 ,6 ,1 ,0 ,0 ,1 ,1 
03158031, Uehrde,24 ,1 ,3 ,7 ,3 ,0 ,0 ,0 ,0 ,0 ,17 ,1 ,3 ,5 ,3 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
03158032, Vahlberg,26 ,0 ,2 ,6 ,3 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,2 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,16 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
03158033, Veltheim (Ohe),15 ,0 ,2 ,4 ,3 ,1 ,0 ,0 ,0 ,0 ,9 ,0 ,2 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 
03158034, Werlaburgdorf,26 ,0 ,4 ,5 ,2 ,1 ,0 ,0 ,0 ,0 ,13 ,0 ,3 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,1 ,3 ,0 ,1 ,0 ,0 ,0 ,0 
03158035, Winnigstedt,42 ,0 ,4 ,10 ,6 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,2 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,29 ,0 ,2 ,8 ,4 ,0 ,0 ,0 ,0 ,0 
03158036, Wittmar,38 ,1 ,7 ,8 ,4 ,3 ,0 ,1 ,2 ,0 ,16 ,1 ,5 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,22 ,1 ,2 ,4 ,2 ,3 ,0 ,1 ,2 ,0 
03158037," Wolfenbüttel, Stadt","2,270 ",38 ,211 ,615 ,319 ,279 ,5 ,20 ,45 ,23 ,694 ,14 ,96 ,234 ,155 ,53 ,1 ,5 ,9 ,5 ,"1,576 ",24 ,116 ,382 ,164 ,226 ,4 ,15 ,36 ,18 
03158038, Börßum,97 ,1 ,11 ,23 ,14 ,2 ,0 ,0 ,0 ,0 ,40 ,0 ,8 ,12 ,9 ,0 ,0 ,0 ,0 ,0 ,58 ,1 ,3 ,11 ,5 ,2 ,0 ,0 ,0 ,0 
03241, Region Hannover,"53,169 ",812 ,"5,280 ","12,966 ","6,803 ","12,043 ",150 ,819 ,"2,548 ","1,268 ","15,016 ",216 ,"2,196 ","4,180 ","2,656 ","1,823 ",21 ,216 ,304 ,190 ,"38,153 ",595 ,"3,084 ","8,785 ","4,148 ","10,220 ",129 ,603 ,"2,243 ","1,078 "
03241001," Hannover, Landeshauptstadt","30,408 ",422 ,"2,791 ","7,084 ","3,521 ","8,310 ",92 ,533 ,"1,803 ",890 ,"6,856 ",68 ,879 ,"1,705 ","1,034 ","1,165 ",11 ,126 ,187 ,120 ,"23,552 ",354 ,"1,912 ","5,378 ","2,487 ","7,144 ",81 ,407 ,"1,616 ",770 
03241002," Barsinghausen, Stadt","1,214 ",27 ,149 ,287 ,170 ,163 ,1 ,13 ,33 ,20 ,450 ,15 ,87 ,122 ,83 ,34 ,1 ,5 ,7 ,5 ,764 ,12 ,62 ,165 ,87 ,129 ,1 ,8 ,26 ,15 
03241003," Burgdorf, Stadt","1,241 ",15 ,116 ,340 ,178 ,174 ,4 ,13 ,44 ,19 ,398 ,6 ,65 ,126 ,85 ,26 ,0 ,6 ,6 ,2 ,843 ,9 ,52 ,214 ,93 ,148 ,3 ,7 ,38 ,16 
03241004," Burgwedel, Stadt",496 ,8 ,53 ,132 ,77 ,70 ,1 ,3 ,13 ,6 ,213 ,3 ,35 ,64 ,38 ,7 ,0 ,0 ,0 ,0 ,283 ,4 ,18 ,68 ,39 ,63 ,1 ,3 ,12 ,6 
03241005," Garbsen, Stadt","2,718 ",49 ,304 ,703 ,386 ,623 ,10 ,46 ,127 ,64 ,990 ,23 ,184 ,283 ,181 ,122 ,3 ,19 ,22 ,16 ,"1,728 ",26 ,121 ,420 ,205 ,502 ,8 ,28 ,104 ,48 
03241006," Gehrden, Stadt",441 ,7 ,55 ,115 ,68 ,62 ,1 ,5 ,12 ,5 ,198 ,5 ,35 ,60 ,40 ,19 ,0 ,2 ,6 ,2 ,243 ,3 ,20 ,55 ,28 ,43 ,1 ,3 ,6 ,2 
03241007," Hemmingen, Stadt",586 ,5 ,50 ,188 ,100 ,75 ,1 ,7 ,14 ,8 ,230 ,2 ,27 ,88 ,56 ,15 ,0 ,3 ,3 ,1 ,356 ,3 ,23 ,100 ,43 ,60 ,1 ,4 ,12 ,7 
03241008, Isernhagen,534 ,5 ,50 ,184 ,116 ,72 ,0 ,4 ,19 ,12 ,272 ,2 ,38 ,102 ,74 ,20 ,0 ,2 ,4 ,3 ,263 ,3 ,12 ,82 ,41 ,53 ,0 ,2 ,16 ,9 
03241009," Laatzen, Stadt","2,082 ",29 ,186 ,555 ,315 ,483 ,5 ,24 ,101 ,52 ,562 ,8 ,75 ,196 ,135 ,58 ,2 ,6 ,13 ,9 ,"1,520 ",21 ,111 ,359 ,181 ,425 ,4 ,18 ,88 ,42 
03241010," Langenhagen, Stadt","2,223 ",37 ,242 ,553 ,308 ,474 ,9 ,36 ,89 ,46 ,786 ,12 ,121 ,228 ,151 ,85 ,2 ,11 ,11 ,8 ,"1,437 ",26 ,122 ,325 ,158 ,388 ,7 ,25 ,78 ,38 
03241011," Lehrte, Stadt","1,802 ",30 ,185 ,418 ,239 ,271 ,4 ,21 ,51 ,27 ,530 ,10 ,88 ,143 ,97 ,40 ,0 ,5 ,5 ,3 ,"1,272 ",20 ,97 ,275 ,142 ,231 ,4 ,16 ,46 ,24 
03241012," Neustadt am Rübenberge, Stadt","1,475 ",35 ,203 ,346 ,196 ,161 ,1 ,15 ,29 ,14 ,638 ,13 ,110 ,174 ,112 ,36 ,0 ,5 ,4 ,2 ,837 ,22 ,93 ,172 ,83 ,125 ,1 ,10 ,25 ,12 
03241013," Pattensen, Stadt",464 ,9 ,44 ,133 ,81 ,35 ,0 ,1 ,8 ,4 ,182 ,3 ,21 ,65 ,42 ,7 ,0 ,0 ,1 ,1 ,282 ,6 ,23 ,68 ,39 ,28 ,0 ,1 ,7 ,3 
03241014," Ronnenberg, Stadt","1,077 ",18 ,130 ,291 ,158 ,205 ,2 ,20 ,42 ,23 ,362 ,5 ,61 ,111 ,67 ,30 ,0 ,5 ,3 ,2 ,714 ,13 ,69 ,179 ,90 ,175 ,2 ,15 ,39 ,22 
03241015," Seelze, Stadt","1,444 ",26 ,169 ,342 ,182 ,249 ,6 ,17 ,43 ,21 ,468 ,8 ,72 ,142 ,92 ,41 ,2 ,4 ,6 ,4 ,976 ,18 ,97 ,200 ,90 ,208 ,4 ,13 ,37 ,18 
03241016," Sehnde, Stadt",662 ,14 ,72 ,164 ,93 ,76 ,2 ,8 ,14 ,8 ,233 ,5 ,41 ,70 ,45 ,12 ,0 ,2 ,2 ,2 ,429 ,9 ,31 ,95 ,48 ,65 ,2 ,6 ,12 ,7 
03241017," Springe, Stadt","1,240 ",22 ,146 ,343 ,188 ,144 ,4 ,16 ,35 ,18 ,428 ,6 ,68 ,134 ,84 ,26 ,0 ,4 ,8 ,4 ,812 ,16 ,78 ,210 ,104 ,118 ,4 ,12 ,27 ,14 
03241018, Uetze,723 ,13 ,78 ,180 ,91 ,74 ,2 ,9 ,13 ,5 ,241 ,5 ,47 ,64 ,40 ,17 ,0 ,3 ,3 ,2 ,482 ,8 ,31 ,116 ,51 ,58 ,2 ,6 ,10 ,3 
03241019, Wedemark,698 ,8 ,58 ,211 ,127 ,68 ,1 ,3 ,16 ,7 ,318 ,4 ,42 ,109 ,76 ,15 ,0 ,1 ,3 ,2 ,380 ,4 ,16 ,102 ,51 ,53 ,1 ,2 ,13 ,5 
03241020, Wennigsen (Deister),414 ,6 ,45 ,112 ,63 ,42 ,0 ,3 ,7 ,4 ,165 ,4 ,27 ,49 ,30 ,6 ,0 ,0 ,1 ,1 ,248 ,2 ,18 ,63 ,34 ,36 ,0 ,3 ,6 ,4 
03241021," Wunstorf, Stadt","1,225 ",26 ,154 ,285 ,146 ,211 ,3 ,20 ,34 ,16 ,495 ,9 ,73 ,146 ,92 ,42 ,0 ,5 ,9 ,4 ,730 ,17 ,80 ,139 ,54 ,169 ,3 ,16 ,25 ,12 
